unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"173966","1481936","111544","1593480","615084","10244","46666","56910","21969","30162","26748","56910","21967","310729","30731","341460","131803","432516","22764","455280","175738","772838","23902","796740","307542","390403","7967","398370","153771","616226","465064","1081290","110405","3415","113820","109267","4553","113820","4264726","743354","5008080","676091","6829","682920","0","0","0","0","0","0","4940817","750183","5691000","1427874","309992","0","0","1737866","126340","54634","13658","","","","",31,31,31,20,31,31,31,20,31,31,31,20,31,31,31,20,31,31,31,20,31,31,31,31,31,31,31,20,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,20,20,20,20,20,31,31,31,31,31,31,31
"173984","1476588","0","1476588","908284","0","0","0","0","0","0","0","0","179000","0","179000","51000","134235","0","134235","109145","459000","0","459000","214000","237000","0","237000","38000","126708","1080155","1206863","0","0","0","0","0","0","2612531","1080155","3692686","0","0","0","0","0","0","0","0","0","2612531","1080155","3692686","1320429","192000","0","0","1512429","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"173993","2737276","0","2737276","1755999","","","","","76318","0","76318","48959","458562","97377","555939","294174","694229","26858","721087","426009","1655560","42082","1697642","1060868","484518","103762","588280","310825","0","1116076","1116076","0","1278","1278","","","","6106463","1387433","7493896","236148","0","236148","","","","","","","6342611","1387433","7730044","3896834","908168","","","4805002","190497","","71333","","","","",10,31,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"174020","8576212","21450","8597662","6441600","0","272","272","0","0","54408","54408","26544","1444802","21204","1466006","888851","1953637","23071","1976708","1493232","2262330","88926","2351256","1429012","2283256","0","2283256","189010","0","1385502","1385502","0","0","0","0","0","0","16520237","1594833","18115070","194038","0","194038","0","0","0","0","0","0","16714275","1594833","18309108","10468249","1761462","24181","0","12253892","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"174066","278846269","72561351","351407620","244411062","50733131","221208846","271941977","147851976","20486768","63485136","83971904","46789833","79008841","29220363","108229204","54873584","32811272","3582530","36393802","24122415","33529083","2782309","36311392","17052639","70651971","417101","71069072","18205417","22170079","28843119","51013198","986273","21129","1007402","0","2552452","2552452","589223687","424674336","1013898023","86862755","2852430","89715185","329426824","11200057","340626881","","","","1005513266","438726823","1444240089","553306926","","","58520712","611827638","25511475","566541","2068217","3500000","33062968","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,11,10,11,10,10,10,10,10,10,31,31,31,11,10,11,10,31,31,10,10,11,10,10,10,10,31,31
"174075","3142657","332680","3475337","2395807","397","218285","218682","111921","1315","155788","157103","89239","893666","14816","908482","563881","710783","127335","838118","593319","806074","22100","828174","496666","1561803","0","1561803","743413","57878","1276308","1334186","0","3167","3167","-2000","0","-2000","7172573","2150479","9323052","1898076","67530","1965606","","","","","","","9070649","2218009","11288658","4994246","","","1294015","6288261","435624","64494","16895","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,11,11,11,11,11,11,11,11,10,10,18,31,31,31,31,31,31,11,11,11,10,31,31,10,10,11,10,10,31,31,31,31
"174118","171589","0","171589","171589","","","","","","","","","179737","0","179737","68339","739036","0","739036","486308","","","","","175139","0","175139","","3299","424470","427769","","","","","","","1268800","424470","1693270","195941","0","195941","","","","","","","1464741","424470","1889211","726236","","","","726236","","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,31,31,31,31,10,31,10,31,10,10,10,31,31,31,31,31,31,10,10,10,10,31,18,31,31,31,31,31,31,10,10,11,10,31,31,31,10,31,31,31,31,31,31,31
"174127","2330884","228058","2558942","1875536","0","0","0","0","0","0","0","0","1225518","150233","1375751","689812","639442","468","639910","330794","1201877","18744","1220621","553577","1247788","0","1247788","348088","627965","1326768","1954733","168208","0","168208","-270548","0","-270548","7171134","1724271","8895405","535789","0","535789","0","0","0","0","0","0","7706923","1724271","9431194","3797807","599501","0","0","4397308","197502","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"174136","6239500","0","6239500","4248002","","","","","767409","17515","784924","522471","1618585","90033","1708618","1101972","2681618","1163058","3844676","2155150","1682846","55170","1738016","1145167","980998","109190","1090188","667887","0","3439555","3439555","","","","","","","13970956","4874521","18845477","1412187","0","1412187","","","","","","","15383143","4874521","20257664","9840649","2062433","","","11903082","320405","","107431","","","","",10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,11,11,11,10,11,11,11,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"174206","289547","0","289547","243588","","","","","20764","0","20764","","67067","0","67067","28363","218077","0","218077","118973","339739","0","339739","200901","134968","0","134968","37516","49541","174941","224482","94711","0","94711","5575","0","5575","1219989","174941","1394930","27984","0","27984","","","","","","","1247973","174941","1422914","629341","101328","","","730669","43030","","","","","","",10,31,10,10,31,31,31,31,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"174233","23308294","1606509","24914803","17623756","580362","9092725","9673087","5638647","92908","2073353","2166261","1028446","9151542","352405","9503947","4800897","3904441","638173","4542614","3097000","5564787","69275","5634062","3556585","11454700","0","11454700","4521207","46202","4811100","4857302","0","28159","28159","2572820","485727","3058547","56676056","19157426","75833482","19798417","519968","20318385","","","","","","","76474473","19677394","96151867","40266538","","","10353730","50620268","2432185","235983","1024441","","","","",11,11,11,11,10,11,11,10,10,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,31,11,11,11,11,11,31,11,11,11,11,11,11,11,11,11,10,11,31,31,31,31,31,31,11,11,11,11,31,31,11,11,11,10,10,31,31,31,31
"174251","6716791","28098","6744889","5097178","24915","57277","82192","12897","13779","100408","114187","39028","1464646","11250","1475896","789767","1761016","366028","2127044","1449624","2149762","69430","2219192","1274971","2253870","0","2253870","1338891","566649","3012591","3579240","0","4765","4765","282667","-5570","277097","15234095","3644277","18878372","5015540","75659","5091199","","","","","","","20249635","3719936","23969571","10002356","","","2497971","12500327","747820","192012","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,11,11,11,11,11,11,11,11,10,10,10,31,31,31,31,31,31,11,11,11,10,31,31,10,10,11,10,31,31,31,31,31
"174349","3823092","22012","3845104","2467847","","","","","","","","","87442","21465","108907","64649","502273","318421","820694","662690","995839","23536","1019375","291224","563697","317029","880726","129444","0","1352839","1352839","","","","","","","5972343","2055302","8027645","427838","0","427838","","","","","","","6400181","2055302","8455483","3615854","832937","","","4448791","0","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,31,18,31,31,31,31,31,31,18,18,18,18,16,31,31,11,10,31,31,31,31,31,31
"174358","22515646","526697","23042343","16878503","17458","178396","195854","63130","368736","400238","768974","381567","4797389","102786","4900175","2789292","3267591","195068","3462659","2281317","5560758","133313","5694071","3017076","4907298","16325","4923623","2112679","202456","6813043","7015499","","","","","","","41637332","8365866","50003198","12861906","62601","12924507","","","","","","","54499238","8428467","62927705","27523564","6462951","","","33986515","2059754","1623453","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,31,31,31,31,31,31,10,18,18,10,10,10,31,31,31,31,31,31,10,18,18,10,10,31,31,10,10,10,31,31,31,31,31
"174376","7427342","0","7427342","4767302","","","","","493682","13911","507593","316874","1692673","70618","1763291","1086457","1972547","298808","2271355","1266096","2081413","40340","2121753","1480540","1706043","80307","1786350","1095038","0","1689321","1689321","0","8411","8411","","","","15373700","2201716","17575416","1523740","0","1523740","","","","","","","16897440","2201716","19099156","10012307","2179345","","","12191652","575790","","52301","","","","",10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"174385","255599","0","255599","225594","","","","","","","","","17801","0","17801","","210408","0","210408","104628","280727","3574","284301","88816","187391","0","187391","","19381","235916","255297","","","","","","","971307","239490","1210797","6147","0","6147","","","","","","","977454","239490","1216944","419038","","","6099","425137","2703","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,31,10,31,10,10,10,10,10,10,10,31,10,31,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,18,18,18,10,31,31,10,10,10,31,31,31,31,31,31
"174394","2420364","0","2420364","1886434","","","","","","","","","359017","0","359017","","","","","","2283280","0","2283280","1054955","1402022","0","1402022","36675","0","1789493","1789493","","","","","","","6464683","1789493","8254176","","","","0","0","0","0","0","0","6464683","1789493","8254176","2978064","699544","","","3677608","793","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,10,31,10,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"174428","11207791","92429","11300220","7701177","","","","","1144068","17907","1161975","786120","2815144","298963","3114107","1934362","2232031","323700","2555731","1507603","2542430","13389","2555819","1744843","2115062","280811","2395873","1453317","0","2364756","2364756","","","","","","","22056526","3391955","25448481","1954833","0","1954833","","","","","","","24011359","3391955","27403314","15127422","3389580","","","18517002","919281","","2000","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"174437","1418147","0","1418147","1351262","","","","","","","","","166326","0","166326","106474","751941","0","751941","501879","1938525","76070","2014595","856178","750707","0","750707","355739","867976","1339493","2207469","650068","0","650068","170276","0","170276","6713966","1415563","8129529","1059155","0","1059155","","","","","","","7773121","1415563","9188684","3171532","693910","","","3865442","166326","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"174464","484758","0","484758","357243","","","","","","","","","","","","","29536","0","29536","","447936","0","447936","180031","195437","0","195437","","","","","","","","","","","1157667","0","1157667","","","","","","","","","","1157667","0","1157667","537274","24122","","","561396","","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,16,31,16,16,10,31,10,31,31,31,31,31,31,31,31,31,31,11,31,11,31,31,31,31,31,31,31,31,31,11,31,11,11,16,31,31,11,31,31,31,31,31,31,31
"174473","1534916","0","1534916","1005877","","","","","57348","988","58336","37582","300156","29375","329531","196702","606905","56605","663510","342067","654939","18744","673683","427327","281931","181248","463179","184758","0","512100","512100","","","","","","","3436195","799060","4235255","179233","0","179233","","","","","","","3615428","799060","4414488","2194313","503756","","","2698069","133490","","20227","","","","",10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"174482","396877","0","396877","345103","","","","","","","","","","","","","229152","0","229152","174014","224705","0","224705","7828","297912","0","297912","","","","","","","","","","","1148646","0","1148646","","","","","","","","","","1148646","0","1148646","526945","72000","0","0","598945","","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,10,11,10,10,11,31,31,31,31,31,31,31
"174491","3931258","0","3931258","2786807","","","","","","","","","728390","0","728390","445994","511063","0","511063","327359","6416740","0","6416740","1447106","2382879","0","2382879","1129061","0","7518868","7518868","","","","1215792","-490134","725658","15186122","7028734","22214856","3180498","0","3180498","","","","3638390","0","3638390","22005010","7028734","29033744","6136327","1024322","","","7160649","289442","523984","","","","179923","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,10,31,10,31,31,31,10,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,10,31
"174507","3625109","203977","3829086","2437978","268610","0","268610","268610","","","","","634967","0","634967","449477","756513","0","756513","345066","1096216","0","1096216","554678","611762","0","611762","197607","117207","251338","368545","26844","0","26844","1152765","5576","1158341","8289993","460891","8750884","750255","593944","1344199","","","","","","","9040248","1054835","10095083","4253416","791641","0","0","5045057","248334","0","0","","","","",10,10,10,11,10,31,10,11,31,31,31,31,10,31,10,11,10,31,10,11,10,31,10,11,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,31,31,31,31,31,31,18,10,18,18,10,10,10,18,10,10,10,31,31,31,31
"174516","492827","0","492827","485456","","","","","","","","","153287","265","153552","124055","244652","2639","247291","164619","412022","0","412022","126405","246341","18823","265164","122184","10913","582453","593366","","","","","","","1560042","604180","2164222","134311","0","134311","","","","","","","1694353","604180","2298533","1022719","206383","","","1229102","2203","","","","","","",11,31,11,10,31,31,31,31,31,31,31,31,11,10,11,10,11,10,11,10,11,31,11,10,11,10,11,10,10,10,10,31,31,31,31,31,31,11,10,11,10,31,10,31,31,31,31,31,31,11,18,11,10,10,31,31,10,10,31,31,31,31,31,31
"174525","183346","0","183346","149725","0","0","0","0","254825","0","254825","56983","51458","0","51458","19031","82400","0","82400","65790","498105","0","498105","151944","210130","0","210130","79364","41594","272619","314213","0","0","0","13816","0","13816","1335674","272619","1608293","132261","0","132261","","","","","","","1467935","272619","1740554","522837","127456","0","0","650293","19352","","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,18,18,18,10,10,10,10,10,10,31,31,31,31,31,31
"174561","570217","1900","572117","539389","","","","","44827","24867","69694","15965","82747","4169","86916","45956","298444","29730","328174","174121","861029","18037","879066","291767","443216","40772","483988","126346","89353","540487","629840","","","","0","10000","10000","2389833","669962","3059795","310569","730","311299","","","","","","","2700402","670692","3371094","1193544","258583","","","1452127","86916","","","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,10,18,10,10,18,10,10,10,31,31,31,31,31,31,10,10,18,10,10,31,31,10,10,31,31,31,31,31,31
"174604","1153943","0","1153943","734423","","","","","71206","3881","75087","45319","379047","34910","413957","241243","245518","9971","255489","151260","692534","26795","719329","439637","213904","21656","235560","136138","0","441841","441841","0","2444","2444","","","","2756152","541498","3297650","174466","0","174466","","","","","","","2930618","541498","3472116","1748020","454755","","","2202775","105677","","2000","","","","",10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"174738","6153691","291077","6444768","4066603","","","","","408257","8751","417008","257810","1584942","163969","1748911","1000871","1998760","168364","2167124","1342220","1616924","42322","1659246","1021068","1219028","110955","1329983","769801","0","2012045","2012045","0","50","50","","","","12981602","2797533","15779135","1773943","0","1773943","","","","","","","14755545","2797533","17553078","8458373","1975054","","","10433427","637861","","233944","","","","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"174747","6991370","203813","7195183","4617933","","","","","","","","","2429132","96039","2525171","986629","2162134","153327","2315461","986095","3135524","108175","3243699","1570026","1463191","76779","1539970","416284","4000390","1605529","5605919","417175","0","417175","199499","-92614","106885","20798415","2151048","22949463","7392023","140987","7533010","","","","","","","28190438","2292035","30482473","8576967","2107095","","","10684062","759819","546315","595556","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"174783","42175831","1275124","43450955","27303303","328088","351181","679269","441525","24154","1339306","1363460","886249","5939018","798546","6737564","4379417","4975165","351019","5326184","3462019","7683693","64906","7748599","5036589","5525665","0","5525665","3591682","0","13146387","13146387","0","0","0","0","0","0","66651614","17326469","83978083","13230844","0","13230844","","","","","","","79882458","17326469","97208927","45100784","10982940","667452","0","56751176","3412523","3051550","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31
"174792","6996206","1072293","8068499","5011691","19430","133277","152707","17240","","","","","2474366","203483","2677849","1172407","3071768","85379","3157147","1360180","4258493","8502","4266995","1700940","2059487","103578","2163065","351967","3172400","1725084","4897484","122554","0","122554","702065","0","702065","22876769","3331596","26208365","10359695","145846","10505541","","","","0","559933","559933","33236464","4037375","37273839","9614425","2827634","","","12442059","1066473","381029","721175","","","0","0",10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,31,31,10,10,10,10,31,31,10,10
"174817","7336243","154064","7490307","4535642","114","77658","77772","0","374650","117724","492374","2000","2513942","108532","2622474","1135865","2535897","88683","2624580","1342207","1808337","37499","1845836","858007","1366020","68962","1434982","557678","1459858","2043678","3503536","436405","0","436405","724098","184956","909054","18555564","2881756","21437320","3179688","103161","3282849","","","","","","","21735252","2984917","24720169","8431399","1642981","0","0","10074380","446882","320242","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,10,31,10,10,10,10,18,18,10,10,10,10,31,31,31,31,31,31,18,18,10,10,10,10,10,10,10,10,10,31,31,31,31
"174826","3217637","18175","3235812","2526897","0","0","0","0","0","0","0","0","235165","0","235165","118126","600424","0","600424","348571","820464","0","820464","377868","326626","0","326626","115146","292025","1513973","1805998","246905","0","246905","0","0","0","5739246","1532148","7271394","436470","0","436470","0","0","0","0","0","0","6175716","1532148","7707864","3486608","617178","0","0","4103786","137709","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"174844","20447750","1899859","22347609","13319487","0","307755","307755","164560","1415950","1469050","2885000","859096","4492188","437232","4929420","1870284","3038659","47003","3085662","1705185","6334065","59339","6393404","3020247","3404229","36352","3440581","1062671","6680683","2484907","9165590","20500","0","20500","8672","124347","133019","45842696","6865844","52708540","10557868","404309","10962177","","","","","","","56400564","7270153","63670717","22001530","5596191","","","27597721","1866354","1783634","","","","","",10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"174862","1241097","0","1241097","811917","","","","","","","","","515658","0","515658","252449","908715","0","908715","398642","869605","6531","876136","439738","270100","0","270100","105742","433161","1357387","1790548","0","4701","4701","106731","-11891","94840","4345067","1356728","5701795","881723","0","881723","","","","","","","5226790","1356728","6583518","2008488","599720","","","2608208","167602","","214508","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,11,11,10,10,10,10,11,11,10,10,31,10,31,31,31,31,31,31,11,11,10,10,10,31,31,10,10,31,10,31,31,31,31
"174899","8132631","1097100","9229731","5427675","","","","","","","","","642697","385","643082","310972","1599021","272183","1871204","898028","2672000","96106","2768106","1304130","1682590","0","1682590","907741","3002385","4582396","7584781","660872","0","660872","983491","0","983491","19375687","6048170","25423857","3046479","0","3046479","","","","","","","22422166","6048170","28470336","8848546","1873853","","","10722399","527267","359604","0","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,21,21,21,10,31,10,10,31,10,18,10,18,10,31,10,31,31,31,31,31,31,18,10,18,10,10,31,31,10,10,10,10,31,31,31,31
"174914","29735279","1550011","31285290","21800058","0","463900","463900","234536","13513824","2024308","15538132","3017671","4975890","415954","5391844","2638540","6448486","222107","6670593","3765963","12113974","79250","12193224","5798215","6419170","317017","6736187","3513429","7256692","8227036","15483728","1763441","0","1763441","2441066","-407329","2033737","84667822","12892254","97560076","12196729","0","12196729","","","","1635431","0","1635431","98499982","12892254","111392236","40768412","8525662","0","0","49294074","2399964","2313263","206877","","","972721","200000",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,10,10
"174932","487870","0","487870","407585","","","","","","","","","127393","0","127393","89532","38707","0","38707","28803","184971","0","184971","93148","137588","0","137588","33032","0","427136","427136","","","","","","","976529","427136","1403665","","","","","","","","","","976529","427136","1403665","652100","125310","","","777410","34736","","","","","","",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"175005","7792265","373731","8165996","6230200","0","163932","163932","56123","0","202491","202491","74386","1483009","101805","1584814","795484","1919546","147523","2067069","1247044","4556053","121919","4677972","2145280","2868214","60813","2929027","1327151","2166767","4885617","7052384","165051","0","165051","554369","8531","562900","21505274","6066362","27571636","4181829","0","4181829","","","","","","","25687103","6066362","31753465","11875668","2554317","","","14429985","755942","174271","","","","","",10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"175041","9672211","704254","10376465","7668877","0","1935055","1935055","1065116","0","0","0","0","767093","318469","1085562","716471","585791","1613","587404","405309","2437077","27944","2465021","599169","1582371","74174","1656545","674954","0","3198393","3198393","0","0","0","0","0","0","15044543","6259902","21304445","0","1307732","1307732","0","0","0","","","","15044543","7567634","22612177","11129896","2073307","0","0","13203203","61365","0","0","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,31,31,31,10,18,18,10,10,10,10,10,10,10,10,31,31,31,31
"175050","5918174","1187659","7105833","4760724","12869","0","12869","9152","905005","0","905005","501197","558871","0","558871","413295","736552","16982","753534","521899","1186167","43275","1229442","826058","1031511","0","1031511","277410","0","1881942","1881942","0","0","0","0","0","0","10349149","3129858","13479007","980718","0","980718","0","0","0","0","0","0","11329867","3129858","14459725","7309735","1242318","0","0","8552053","47400","0","0","0","0","0","0",11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,10,11,16,10,10,10,31,10,10,21,21,21,10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,10,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10
"175069","","","","","","","","","","","","","","","","","","","","","581000","4000","585000","465000","","","","","0","298000","298000","","","","","","","581000","302000","883000","3641000","0","3641000","","","","","","","4222000","302000","4524000","465000","88000","0","0","553000","","1837000","","","","","",31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31
"175078","8814059","29377","8843436","6329285","31571","65865","97436","73250","2189","133863","136052","15154","1373452","205281","1578733","799070","1921928","298422","2220350","1347687","3584474","40866","3625340","2093394","1868989","18788","1887777","981991","1567","3180356","3181923","117490","0","117490","","","","17715719","3972818","21688537","4689423","0","4689423","","","","","","","22405142","3972818","26377960","11639831","912374","0","","12552205","649896","807534","","","","","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,18,10,10,31,18,10,10,31,31,31,31,31
"175096","4161031","409724","4570755","2504805","","","","","","","","","649595","73455","723050","332460","309671","0","309671","251504","513991","0","513991","318183","1391116","0","1391116","184350","0","1504763","1504763","","","","","","","7025404","1987942","9013346","266221","0","266221","","","","","","","7291625","1987942","9279567","3591302","793661","2498","","4387461","0","","","","","","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,21,21,21,31,31,31,31,31,31,18,18,18,10,31,10,31,31,31,31,31,31,18,18,18,10,10,10,31,10,10,31,31,31,31,31,31
