UNITID,XTUIT1,TUITION1,XFEE1,FEE1,XHRCHG1,HRCHG1,XCMPFEE1,CMPFEE1,XTUIT2,TUITION2,XFEE2,FEE2,XHRCHG2,HRCHG2,XCMPFEE2,CMPFEE2,XTUIT3,TUITION3,XFEE3,FEE3,XHRCHG3,HRCHG3,XCMPFEE3,CMPFEE3,XTUIT5,TUITION5,XFEE5,FEE5,XHRCHG5,HRCHG5,XTUIT6,TUITION6,XFEE6,FEE6,XHRCHG6,HRCHG6,XTUIT7,TUITION7,XFEE7,FEE7,XHRCHG7,HRCHG7,XCHG1AT0,CHG1AT0,XCHG1AF0,CHG1AF0,XCHG1AY0,CHG1AY0,XCHG1AT1,CHG1AT1,XCHG1AF1,CHG1AF1,XCHG1AY1,CHG1AY1,XCHG1AT2,CHG1AT2,XCHG1AF2,CHG1AF2,XCHG1AY2,CHG1AY2,XCHG1AT3,CHG1AT3,XCHG1AF3,CHG1AF3,XCHG1AY3,CHG1AY3,CHG1TGTD,CHG1FGTD,XCHG2AT0,CHG2AT0,XCHG2AF0,CHG2AF0,XCHG2AY0,CHG2AY0,XCHG2AT1,CHG2AT1,XCHG2AF1,CHG2AF1,XCHG2AY1,CHG2AY1,XCHG2AT2,CHG2AT2,XCHG2AF2,CHG2AF2,XCHG2AY2,CHG2AY2,XCHG2AT3,CHG2AT3,XCHG2AF3,CHG2AF3,XCHG2AY3,CHG2AY3,CHG2TGTD,CHG2FGTD,XCHG3AT0,CHG3AT0,XCHG3AF0,CHG3AF0,XCHG3AY0,CHG3AY0,XCHG3AT1,CHG3AT1,XCHG3AF1,CHG3AF1,XCHG3AY1,CHG3AY1,XCHG3AT2,CHG3AT2,XCHG3AF2,CHG3AF2,XCHG3AY2,CHG3AY2,XCHG3AT3,CHG3AT3,XCHG3AF3,CHG3AF3,XCHG3AY3,CHG3AY3,CHG3TGTD,CHG3FGTD,XCHG4AY0,CHG4AY0,XCHG4AY1,CHG4AY1,XCHG4AY2,CHG4AY2,XCHG4AY3,CHG4AY3,XCHG5AY0,CHG5AY0,XCHG5AY1,CHG5AY1,XCHG5AY2,CHG5AY2,XCHG5AY3,CHG5AY3,XCHG6AY0,CHG6AY0,XCHG6AY1,CHG6AY1,XCHG6AY2,CHG6AY2,XCHG6AY3,CHG6AY3,XCHG7AY0,CHG7AY0,XCHG7AY1,CHG7AY1,XCHG7AY2,CHG7AY2,XCHG7AY3,CHG7AY3,XCHG8AY0,CHG8AY0,XCHG8AY1,CHG8AY1,XCHG8AY2,CHG8AY2,XCHG8AY3,CHG8AY3,XCHG9AY0,CHG9AY0,XCHG9AY1,CHG9AY1,XCHG9AY2,CHG9AY2,XCHG9AY3,CHG9AY3,XCMP1AY0,CMP1AY0,XCMP1AY1,CMP1AY1,XCMP1AY2,CMP1AY2,XCMP1AY3,CMP1AY3,CMP1GTD,XCMP2AY0,CMP2AY0,XCMP2AY1,CMP2AY1,XCMP2AY2,CMP2AY2,XCMP2AY3,CMP2AY3,CMP2GTD,XCMP3AY0,CMP3AY0,XCMP3AY1,CMP3AY1,XCMP3AY2,CMP3AY2,XCMP3AY3,CMP3AY3,CMP3GTD 
196592,"R",13300,"R",300,"R",605,"A",.,"R",13300,"R",300,"R",605,"A",.,"R",13300,"R",300,"R",605,"A",.,"R",20800,"R",400,"R",980,"R",20800,"R",400,"R",980,"R",20800,"R",400,"R",980,"R",11800,"R",300,"R",12100,"R",12300,"R",300,"R",12600,"R",12800,"R",300,"R",13100,"R",13300,"R",300,"R",13600,.,.,"R",11800,"R",300,"R",12100,"R",12300,"R",300,"R",12600,"R",12800,"R",300,"R",13100,"R",13300,"R",300,"R",13600,.,.,"R",11800,"R",300,"R",12100,"R",12300,"R",300,"R",12600,"R",12800,"R",300,"R",13100,"R",13300,"R",300,"R",13600,.,.,"R",842,"R",870,"R",900,"R",950,"R",5700,"R",6000,"R",6250,"R",6600,"R",2649,"R",2736,"R",2820,"R",2980,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
196653,"R",11972,"R",320,"R",484,"A",.,"R",11972,"R",320,"R",484,"A",.,"R",11972,"R",320,"R",484,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",10146,"R",320,"R",10466,"R",10654,"R",320,"R",10974,"R",11294,"R",320,"R",11614,"R",11972,"R",320,"R",12292,.,.,"R",10146,"R",320,"R",10466,"R",10654,"R",320,"R",10974,"R",11294,"R",320,"R",11614,"R",11972,"R",320,"R",12292,.,.,"R",10146,"R",320,"R",10466,"R",10654,"R",320,"R",10974,"R",11294,"R",320,"R",11614,"R",11972,"R",320,"R",12292,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3000,"R",3000,"R",3000,"R",4000,"R",1900,"R",1900,"R",2200,"R",2200,"R",1800,"R",1800,"R",2200,"R",2200,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
196680,"A",.,"A",.,"R",315,"A",.,"A",.,"A",.,"R",315,"A",.,"A",.,"A",.,"R",315,"A",.,"A",.,"A",.,"R",425,"A",.,"A",.,"R",425,"A",.,"A",.,"R",425,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
196699,"R",3620,"R",594,"R",135,"A",.,"R",3620,"R",594,"R",135,"A",.,"R",7240,"R",594,"R",270,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3200,"R",396,"R",3596,"R",3300,"R",541,"R",3841,"R",3420,"R",592,"R",4012,"R",3620,"R",594,"R",4214,.,.,"R",3200,"R",396,"R",3596,"R",3300,"R",541,"R",3841,"R",3420,"R",592,"R",4012,"R",3620,"R",594,"R",4214,.,.,"R",6400,"R",396,"R",6796,"R",6600,"R",541,"R",7141,"R",6840,"R",592,"R",7432,"R",7240,"R",594,"R",7834,.,.,"R",800,"R",1000,"R",1100,"R",1100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",4250,"R",4250,"R",4400,"R",5000,"R",1500,"R",2000,"R",2725,"R",2405,"R",1500,"R",2000,"R",2725,"R",2405,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
196866,"A",.,"A",.,"R",1336,"R",50439,"A",.,"A",.,"R",1336,"R",50439,"A",.,"A",.,"R",1336,"R",50439,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"R",450,"R",450,"R",450,"R",485,"A",.,"A",.,"A",.,"A",.,"R",1057,"R",1055,"R",1058,"R",1136,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",44043,"R",46245,"R",48552,"R",50439,.,"R",44043,"R",46245,"R",48552,"R",50439,-2,"R",44043,"R",46245,"R",48552,"R",50439,-2,
196884,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",20850,"R",2300,"R",1165,"R",20850,"R",2300,"R",1165,"R",20850,"R",2300,"R",1165,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,.,.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197018,"R",7000,"R",0,"A",.,"A",.,"R",7000,"Z",0,"A",.,"A",.,"R",7000,"Z",0,"A",.,"A",.,"R",3000,"Z",0,"A",.,"R",3000,"Z",0,"A",.,"R",3000,"Z",0,"A",.,"R",6000,"R",0,"R",6000,"R",6000,"R",0,"R",6000,"R",7000,"R",0,"R",7000,"R",7000,"R",0,"R",7000,.,.,"R",6000,"R",0,"R",6000,"R",6000,"R",0,"R",6000,"R",7000,"R",0,"R",7000,"R",7000,"R",0,"R",7000,.,.,"R",6000,"R",0,"R",6000,"R",6000,"R",0,"R",6000,"R",7000,"R",0,"R",7000,"R",7000,"R",0,"R",7000,.,.,"R",510,"R",510,"R",510,"R",510,"R",3000,"R",3000,"R",2900,"R",3000,"R",2791,"R",2791,"R",2791,"R",2791,"R",5887,"R",5887,"R",5887,"R",5887,"R",6289,"R",6289,"R",6289,"R",6289,"R",3650,"R",3650,"R",3650,"R",3650,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197027,"R",0,"R",0,"A",.,"A",.,"R",0,"Z",0,"A",.,"A",.,"R",0,"Z",0,"A",.,"A",.,"A",.,"A",.,"R",900,"A",.,"A",.,"R",900,"A",.,"A",.,"R",900,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,.,.,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,.,.,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,.,.,"R",4135,"R",4280,"R",4430,"R",4541,"R",0,"R",0,"R",0,"R",0,"R",4275,"R",4425,"R",4580,"R",4672,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197036,"R",0,"R",0,"A",.,"A",.,"R",0,"Z",0,"A",.,"A",.,"R",0,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,.,.,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,.,.,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,"B",.,"B",.,"R",0,.,.,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197045,"R",27764,"R",520,"R",905,"A",.,"R",27764,"R",520,"R",905,"A",.,"R",27764,"R",520,"R",905,"A",.,"R",25231,"Z",0,"R",840,"R",25231,"Z",0,"R",840,"R",25231,"Z",0,"R",840,"R",22810,"R",320,"R",23130,"R",24264,"R",320,"R",24584,"R",25538,"R",520,"R",26058,"R",26764,"R",520,"R",27284,.,.,"R",22810,"R",320,"R",23130,"R",24264,"R",320,"R",24584,"R",25538,"R",520,"R",26058,"R",26764,"R",520,"R",27284,.,.,"R",22810,"R",320,"R",23130,"R",24264,"R",320,"R",24584,"R",25538,"R",520,"R",26058,"R",26764,"R",520,"R",27284,.,.,"R",870,"R",900,"R",946,"R",984,"R",9510,"R",10294,"R",10706,"R",10850,"R",1360,"R",1510,"R",1590,"R",1654,"R",6124,"R",7200,"R",7578,"R",7882,"R",1470,"R",1660,"R",1746,"R",1816,"R",1730,"R",2260,"R",2378,"R",2474,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197081,"R",11340,"R",420,"R",450,"A",.,"R",11340,"R",420,"R",450,"A",.,"R",11340,"R",420,"R",450,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",9860,"R",420,"R",10280,"R",10800,"R",420,"R",11220,"R",10800,"R",420,"R",11220,"R",11340,"R",420,"R",11760,.,.,"R",9860,"R",420,"R",10280,"R",10800,"R",420,"R",11220,"R",10800,"R",420,"R",11220,"R",11340,"R",420,"R",11760,.,.,"R",9860,"R",420,"R",10280,"R",10800,"R",420,"R",11220,"R",10800,"R",420,"R",11220,"R",11340,"R",420,"R",11760,.,.,"R",1200,"R",1400,"R",1500,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6000,"R",6200,"R",6500,"R",6500,"R",3000,"R",3200,"R",3200,"R",3200,"R",1200,"R",1300,"R",1300,"R",1300,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197133,"R",41335,"R",595,"R",4890,"A",.,"R",41335,"R",595,"R",4890,"A",.,"R",41335,"R",595,"R",4890,"A",.,"R",41335,"R",595,"R",4890,"R",41335,"R",595,"R",4890,"R",41335,"R",595,"R",4890,"R",35520,"R",510,"R",36030,"R",37570,"R",545,"R",38115,"R",39635,"R",575,"R",40210,"R",41335,"R",595,"R",41930,.,.,"R",35520,"R",510,"R",36030,"R",37570,"R",545,"R",38115,"R",39635,"R",575,"R",40210,"R",41335,"R",595,"R",41930,.,.,"R",35520,"R",510,"R",36030,"R",37570,"R",545,"R",38115,"R",39635,"R",575,"R",40210,"R",41335,"R",595,"R",41930,.,.,"R",860,"R",860,"R",860,"R",860,"R",8130,"R",8570,"R",9040,"R",9370,"R",1020,"R",1020,"R",1260,"R",1290,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197142,"R",14380,"R",490,"R",485,"A",.,"R",14380,"R",490,"R",485,"A",.,"R",14380,"R",490,"R",485,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11280,"R",435,"R",11715,"R",11740,"R",435,"R",12175,"R",13500,"R",490,"R",13990,"R",14380,"R",490,"R",14870,.,.,"R",11280,"R",435,"R",11715,"R",11740,"R",435,"R",12175,"R",13500,"R",490,"R",13990,"R",14380,"R",490,"R",14870,.,.,"R",11280,"R",435,"R",11715,"R",11740,"R",435,"R",12175,"R",13500,"R",490,"R",13990,"R",14380,"R",490,"R",14870,.,.,"R",1200,"R",1200,"R",1200,"R",1200,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3400,"R",3800,"R",7536,"R",7550,"R",1400,"R",1500,"R",1500,"R",1500,"R",1400,"R",1500,"R",1900,"R",1900,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197151,"R",26800,"R",0,"R",895,"A",.,"R",26800,"Z",0,"R",895,"A",.,"R",26800,"Z",0,"R",895,"A",.,"R",30000,"Z",0,"R",1070,"R",30000,"Z",0,"R",1070,"R",30000,"Z",0,"R",1070,"R",22080,"B",.,"R",22080,"R",23520,"R",0,"R",23520,"R",25500,"R",0,"R",25500,"R",26800,"R",0,"R",26800,.,.,"R",22080,"B",.,"R",22080,"R",23520,"R",0,"R",23520,"R",25500,"R",0,"R",25500,"R",26800,"R",0,"R",26800,.,.,"R",22080,"B",.,"R",22080,"R",23520,"R",0,"R",23520,"R",25500,"R",0,"R",25500,"R",26800,"R",0,"R",26800,.,.,"R",3150,"R",3150,"R",3150,"R",3150,"R",13300,"R",13300,"R",15000,"R",15700,"R",3250,"R",3250,"R",4100,"R",4100,"R",13500,"R",13500,"R",15000,"R",15700,"R",3750,"R",3700,"R",4100,"R",4100,"R",3750,"R",3700,"R",4100,"R",4100,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197197,"R",32430,"R",150,"R",1351,"A",.,"R",32430,"R",150,"R",1351,"A",.,"R",32430,"R",150,"R",1351,"A",.,"R",15570,"R",0,"R",865,"R",15570,"Z",0,"R",865,"R",15570,"Z",0,"R",865,"R",27300,"B",.,"R",27300,"R",29400,"R",100,"R",29500,"R",30900,"R",150,"R",31050,"R",32430,"R",150,"R",32580,.,.,"R",27300,"B",.,"R",27300,"R",29400,"R",100,"R",29500,"R",30900,"R",150,"R",31050,"R",32430,"R",150,"R",32580,.,.,"R",27300,"B",.,"R",27300,"R",29400,"R",100,"R",29500,"R",30900,"R",150,"R",31050,"R",32430,"R",150,"R",32580,.,.,"R",701,"R",725,"R",725,"R",745,"R",8400,"R",8900,"R",9250,"R",9700,"R",1921,"R",1985,"R",1985,"R",2040,"R",8400,"R",8900,"R",9250,"R",9700,"R",1921,"R",1985,"R",1985,"R",2040,"R",2050,"R",2120,"R",2120,"R",2120,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197221,"R",0,"R",0,"A",.,"A",.,"R",0,"Z",0,"A",.,"A",.,"R",0,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,.,.,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,.,.,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,.,.,"R",700,"R",800,"R",800,"R",950,"R",8340,"R",9000,"R",9500,"R",10200,"R",800,"R",800,"R",800,"R",960,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197230,"R",28180,"R",1500,"R",1175,"A",.,"R",28180,"R",1500,"R",1175,"A",.,"R",28180,"R",1500,"R",1175,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15580,"R",1200,"R",16780,"R",16510,"R",1300,"R",17810,"R",17580,"R",1500,"R",19080,"R",28180,"R",1500,"R",29680,.,.,"R",15580,"R",1200,"R",16780,"R",16510,"R",1300,"R",17810,"R",17580,"R",1500,"R",19080,"R",28180,"R",1500,"R",29680,.,.,"R",15580,"R",1200,"R",16780,"R",16510,"R",1300,"R",17810,"R",17580,"R",1500,"R",19080,"R",28180,"R",1500,"R",29680,.,.,"R",700,"R",800,"R",800,"R",800,"R",7800,"R",8100,"R",8596,"R",9000,"R",700,"R",800,"R",800,"R",800,"R",7800,"R",8100,"R",8596,"R",9000,"R",700,"R",800,"R",800,"R",800,"R",1400,"R",1600,"R",1600,"R",1600,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197285,"R",17685,"R",900,"R",655,"A",.,"R",17685,"R",900,"R",655,"A",.,"R",17685,"R",900,"R",655,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",18315,"R",810,"R",19125,"R",19560,"R",810,"R",20370,"R",17460,"R",900,"R",18360,"R",17685,"R",900,"R",18585,.,.,"R",18315,"R",810,"R",19125,"R",19560,"R",810,"R",20370,"R",17460,"R",900,"R",18360,"R",17685,"R",900,"R",18585,.,.,"R",18315,"R",810,"R",19125,"R",19560,"R",810,"R",20370,"R",17460,"R",900,"R",18360,"R",17685,"R",900,"R",18585,.,.,"R",990,"R",990,"R",800,"R",900,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",11064,"R",11929,"R",11663,"R",12106,"R",3509,"R",4189,"R",4315,"R",4479,"R",3509,"R",4189,"R",4315,"R",4479,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197294,"R",3550,"R",363,"R",148,"A",.,"R",3550,"R",363,"R",148,"A",.,"R",8876,"R",363,"R",370,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",3350,"R",353,"R",3703,"R",3450,"R",363,"R",3813,"R",3550,"R",363,"R",3913,"R",3550,"R",363,"R",3913,.,.,"R",3350,"R",353,"R",3703,"R",3450,"R",363,"R",3813,"R",3550,"R",363,"R",3913,"R",3550,"R",363,"R",3913,.,.,"R",8376,"R",353,"R",8729,"R",8626,"R",363,"R",8989,"R",8875,"R",363,"R",9238,"R",8875,"R",363,"R",9238,.,.,"R",800,"R",800,"R",800,"R",800,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",7200,"R",7200,"R",7200,"R",7200,"R",1400,"R",1400,"R",1400,"R",1400,"R",1400,"R",1400,"R",1400,"R",1400,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197522,"R",16080,"R",0,"A",.,"A",.,"R",16080,"Z",0,"A",.,"A",.,"R",16080,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",15200,"R",0,"R",15200,"R",15480,"R",0,"R",15480,"R",15860,"R",0,"R",15860,"R",16080,"R",0,"R",16080,0,0,"R",15200,"R",0,"R",15200,"R",15480,"R",0,"R",15480,"R",15860,"R",0,"R",15860,"R",16080,"R",0,"R",16080,0,0,"R",15200,"R",0,"R",15200,"R",15480,"R",0,"R",15480,"R",15860,"R",0,"R",15860,"R",16080,"R",0,"R",16080,0,0,"R",1220,"R",1275,"R",1400,"R",1500,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5600,"R",5600,"R",5600,"R",5600,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"R",6000,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197531,"R",6900,"R",765,"A",.,"A",.,"R",6900,"R",765,"A",.,"A",.,"R",6900,"R",765,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",6745,"R",675,"R",7420,"R",6745,"R",675,"R",7420,"R",7000,"R",690,"R",7690,"R",6900,"R",765,"R",7665,.,.,"R",6745,"R",675,"R",7420,"R",6745,"R",675,"R",7420,"R",7000,"R",690,"R",7690,"R",6900,"R",765,"R",7665,.,.,"R",6745,"R",675,"R",7420,"R",6745,"R",675,"R",7420,"R",7000,"R",690,"R",7690,"R",6900,"R",765,"R",7665,.,.,"R",300,"R",300,"R",300,"R",300,"R",5175,"R",5175,"R",5400,"R",5820,"R",150,"R",150,"R",150,"R",150,"R",6500,"R",6500,"R",8100,"R",8424,"R",150,"R",150,"R",1920,"R",1996,"R",150,"R",150,"R",1920,"R",1996,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197601,"R",6250,"R",0,"A",.,"A",.,"R",6250,"Z",0,"A",.,"A",.,"R",6250,"Z",0,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",5500,"R",0,"R",5500,"R",6000,"R",0,"R",6000,"R",6000,"R",0,"R",6000,"R",6250,"R",0,"R",6250,.,.,"R",5500,"R",0,"R",5500,"R",6000,"R",0,"R",6000,"R",6000,"R",0,"R",6000,"R",6250,"R",0,"R",6250,.,.,"R",5500,"R",0,"R",5500,"R",6000,"R",0,"R",6000,"R",6000,"R",0,"R",6000,"R",6250,"R",0,"R",6250,.,.,"R",200,"R",200,"R",200,"R",200,"R",3200,"R",3200,"R",3200,"R",3200,"R",2800,"R",2800,"R",2800,"R",3300,"R",11540,"R",11904,"R",12515,"R",12230,"R",2800,"R",2800,"R",2800,"R",3300,"R",4600,"R",4600,"R",4600,"R",5100,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
197610,"R",6500,"R",0,"A",.,"A",.,"R",6500,"Z",0,"A",.,"A",.,"R",6500,"Z",0,"A",.,"A",.,"R",6500,"R",0,"A",.,"R",6500,"Z",0,"A",.,"R",6500,"Z",0,"A",.,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,.,.,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,.,.,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,"R",6500,"R",0,"R",6500,.,.,"R",200,"R",200,"R",200,"R",200,"R",3800,"R",3800,"R",3800,"R",3800,"R",2800,"R",2800,"R",2800,"R",3300,"R",11540,"R",11904,"R",12515,"R",12230,"R",2800,"R",2800,"R",2800,"R",3300,"R",4600,"R",4600,"R",4600,"R",5100,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,-2,
