unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,part,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"207351","2535910","29792","2565702","2005785","","","","","","","","","663825","2209","666034","244054","364760","0","364760","237184","858330","0","858330","597839","961930","0","961930","403266","1003803","1050546","2054349","","","","","","","6388558","1082547","7471105","1387443","0","1387443","","","","","","","7776001","1082547","8858548","3488128","870466","","","4358594","301453","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207388","61685224","10420899","72106123","46157065","28400903","24041058","52441961","27735173","27077431","9301545","36378976","18946549","24522538","7038","24529576","12162999","5501621","0","5501621","3608051","8572427","0","8572427","6959990","14388414","0","14388414","2451122","7803911","15394849","23198760","3319342","214890","3534232","-2839546","-4471990","-7311536","178432265","54908289","233340554","52920266","0","52920266","0","0","0","0","0","0","231352531","54908289","286260820","118020949","27529383","0","0","145550332","8295740","1839518","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,31,31,31,31,31,31,18,11,18,10,10,10,10,10,10,10,10,31,31,31,31
"207397","5052256","243995","5296251","4164323","0","256268","256268","0","0","0","0","0","789188","0","789188","407451","809388","0","809388","600869","1212617","0","1212617","642128","963049","0","963049","289821","184935","1334155","1519090","0","0","0","-269491","-14709","-284200","8741942","1819709","10561651","2006241","0","2006241","0","0","0","0","0","0","10748183","1819709","12567892","6104592","1442883","0","0","7547475","223009","298769","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,18,18,18,10,10,10,10,10,10,10,10,31,31,31,31
"207403","5521038","21019","5542057","4239176","0","0","0","0","0","0","0","0","1160837","0","1160837","519131","1230101","0","1230101","714620","2973708","0","2973708","1349651","1528235","0","1528235","797729","2370600","2807397","5177997","1337769","0","1337769","1475668","0","1475668","17597956","2828416","20426372","2182441","0","2182441","0","0","0","0","0","0","19780397","2828416","22608813","7620307","1779651","0","0","9399958","598069","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"207449","9632709","591088","10223797","7557858","0","0","0","0","0","177600","177600","90098","1758005","0","1758005","1080703","1228324","295697","1524021","1030023","2251875","0","2251875","1212078","2210668","0","2210668","633058","0","3469079","3469079","0","0","0","0","0","0","17081581","4533464","21615045","4297415","0","4297415","0","0","0","0","0","0","21378996","4533464","25912460","11603818","2773701","0","0","14377519","635308","442846","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207458","14277116","1445016","15722132","11393274","74023","0","74023","21572","0","0","0","0","3032986","147378","3180364","1217405","4170670","53925","4224595","1935687","4692177","48630","4740807","2253880","2644336","114752","2759088","2287","2969000","2220437","5189437","868378","0","868378","-57000","-6797","-63797","32671686","4023341","36695027","602915","65663","668578","0","0","0","0","0","0","33274601","4089004","37363605","16824105","2390028","0","0","19214133","1731529","187372","0","0","0","0","0","B",10,10,10,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,11,10,11,11,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,18,10,31,31,18,10,10,10,31,31,31,31
"207494","42212","0","42212","36104","4258","0","4258","0","","","","","116959","0","116959","50055","0","0","0","0","0","0","0","0","21114","0","21114","4438","3116","1226","4342","0","0","0","0","0","0","187659","1226","188885","0","0","0","0","0","0","0","0","0","187659","1226","188885","90597","26248","0","0","116845","","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207500","69504000","2474000","71978000","50866000","13962000","24938000","38900000","23763000","7057000","12975000","20032000","10649000","24629000","86000","24715000","10462000","7197000","23000","7220000","4777000","13605000","251000","13856000","9200000","14523000","0","14523000","2481000","9372000","7554000","16926000","1255000","0","1255000","-25000","-160000","-185000","161079000","48141000","209220000","53045000","0","53045000","0","0","0","0","0","0","214124000","48141000","262265000","112198000","24478000","0","0","136676000","7620000","1160000","-360000","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207564","7952681","553365","8506046","5662394","0","1196","1196","0","0","87125","87125","18647","569449","0","569449","301915","947510","0","947510","588724","1888966","0","1888966","1106307","2073834","0","2073834","783609","323033","2235556","2558589","0","0","0","-15215","-78206","-93421","13740258","2799036","16539294","3089449","0","3089449","0","0","0","0","0","0","16829707","2799036","19628743","8461596","2401876","0","0","10863472","306875","137586","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,10,10,10,18,10,18,10,10,10,31,31,31,31,31,31,18,10,18,10,10,10,10,10,10,10,10,31,31,31,31
"207582","7933436","28334","7961770","7345496","","","","","145222","478546","623768","116613","2129208","173850","2303058","1715953","4382998","34179","4417177","2728618","10213423","447","10213870","2463728","2882603","1951","2884554","1053086","6575350","4087758","10663108","","","","1948778","-255749","1693029","36211018","4549316","40760334","10224584","0","10224584","","","","","","","46435602","4549316","50984918","15423494","3148649","","","18572143","593863","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207616","2233653","315484","2549137","1651738","","","","","","","","","398587","78629","477216","215377","1424649","109961","1534610","572709","1556649","30966","1587615","621624","1017240","4190","1021430","437210","1570925","1738406","3309331","12280","0","12280","-196496","","-196496","8017487","2277636","10295123","1013178","0","1013178","","","","","","","9030665","2277636","11308301","3498658","833347","","","4332005","295761","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207661","4107196","0","4107196","3197369","2378","0","2378","","","","","","864725","0","864725","439296","650176","0","650176","483495","1832252","0","1832252","902808","1042336","0","1042336","314447","","1756624","1756624","","","","","","","8499063","1756624","10255687","2590493","0","2590493","","","","","","","11089556","1756624","12846180","5337415","1247883","","","6585298","362398","","","","","","","B",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"207670","12577711","907959","13485670","9649858","0","0","0","0","126410","1468","127878","49392","1809001","57378","1866379","931637","1877949","143788","2021737","1229485","2654001","0","2654001","1702259","2727007","0","2727007","998865","446076","3160654","3606730","0","0","0","90821","-92021","-1200","22308976","4179226","26488202","2514569","0","2514569","0","0","0","0","0","0","24823545","4179226","29002771","14561496","4569275","129733","133875","19394379","1165335","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31
"207689","468884","0","468884","425277","0","0","0","0","0","228422","228422","170253","118674","0","118674","88437","291060","0","291060","217206","747388","0","747388","235962","266024","0","266024","146345","214405","476984","691389","0","0","0","0","0","0","2106435","705406","2811841","733169","0","733169","0","0","0","0","0","0","2839604","705406","3545010","1283480","264705","4269","0","1552454","68708","60640","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,18,10,18,10,31,10,31,31,31,31,31,31,18,10,18,10,10,10,31,10,10,10,31,31,31,31,31
"207722","3275380","0","3275380","2329984","17656","0","17656","6915","0","0","0","0","463086","0","463086","189878","439582","0","439582","296776","1017759","0","1017759","630875","934148","0","934148","315296","0","2296767","2296767","0","0","0","0","54272","54272","6147611","2351039","8498650","1351352","0","1351352","0","0","0","0","0","0","7498963","2351039","9850002","3769724","854000","0","0","4623724","306999","30371","-41779","0","0","0","0","B",10,31,10,10,10,31,10,11,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,10,10,31,31,31,31,10,10,10,10,10,10,31,11,31,31,31,31,31,31,10,18,18,18,10,31,31,18,10,10,10,31,31,31,31
"207740","2142997","0","2142997","1676532","0","0","0","0","1187","0","1187","200","401279","0","401279","240612","375606","0","375606","251698","640139","0","640139","386194","579783","0","579783","155580","165664","1411711","1577375","0","0","0","0","0","0","4306655","1411711","5718366","960427","451885","1412312","0","0","0","0","0","0","5267082","1863596","7130678","2710816","687490","0","0","3398306","178523","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,16,16,16,31,31,31,31,31,31,18,18,18,10,16,31,31,10,10,31,31,31,31,31,31
"207847","10177614","364157","10541771","7717045","134429","334911","469340","262027","0","3072678","3072678","1007871","1535331","27299","1562630","906356","897548","28323","925871","669216","1817179","34923","1852102","1297441","1408486","12889","1421375","649597","1021325","3289813","4311138","168711","0","168711","93107","0","93107","17253730","7164993","24418723","4886952","15809","4902761","0","0","0","0","0","0","22140682","7180802","29321484","12509553","2578179","0","0","15087732","625934","91690","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"207856","234047","0","234047","160602","0","0","0","0","55228","0","55228","24472","43324","0","43324","24595","0","0","0","0","403200","0","403200","147172","164111","0","164111","69779","39047","67200","106247","181315","0","181315","0","0","0","1120272","67200","1187472","31729","0","31729","0","0","0","0","0","0","1152001","67200","1219201","426620","57051","0","0","483671","43324","0","0","0","0","0","0","B",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"207865","13258882","365712","13624594","10558962","193221","22155","215376","72974","81180","243963","325143","191282","2661196","17787","2678983","1175609","1048808","13568","1062376","768991","1684910","564","1685474","1043777","2088024","97","2088121","965092","1410870","3585050","4995920","0","0","0","0","-652","-652","22427091","4248244","26675335","5600504","0","5600504","0","0","0","0","0","0","28027595","4248244","32275839","14776687","3674881","0","0","18451568","1329480","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31
"207935","22041947","109252","22151199","16317369","0","0","0","0","243521","0","243521","178041","3393163","12347","3405510","2192311","3522329","956737","4479066","2643512","5110841","784181","5895022","3499236","4041199","0","4041199","1903155","0","4931853","4931853","400000","0","400000","511972","395655","907627","39264972","7190025","46454997","5176706","4474","5181180","0","0","0","0","0","0","44441678","7194499","51636177","26733624","7053297","0","0","33786921","1631021","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"207971","25801044","2234912","28035956","19928841","1155626","7966458","9122084","4116110","3196180","420171","3616351","1633766","8925331","1107303","10032634","5162860","6591932","431109","7023041","3518396","6840480","446345","7286825","3238241","5307919","345850","5653769","2636950","8530162","4402490","12932652","670416","0","670416","-1705372","1776550","71178","65313718","19131188","84444906","12356320","70462","12426782","0","0","0","0","0","0","77670038","19201650","96871688","40235164","10397353","0","0","50632517","3933839","709693","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,10,31,10,10,10,10,10,18,18,10,10,10,31,31,31,31,31,31,10,18,18,10,10,31,31,10,10,10,31,31,31,31,31
"208035","2278780","42686","2321466","1866775","0","0","0","0","0","0","0","0","382919","17950","400869","221899","406003","0","406003","300901","639690","0","639690","447099","535240","93995","629235","213293","0","1167547","1167547","0","0","0","0","0","0","4242632","1322178","5564810","0","796435","796435","0","0","0","0","0","0","4242632","2118613","6361245","3049967","489407","0","0","3539374","359806","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"208239","293731","0","293731","263639","0","0","0","0","0","0","0","0","73419","0","73419","45203","202136","0","202136","163958","202600","0","202600","43661","87432","0","87432","42910","0","143043","143043","40821","0","40821","0","0","0","900139","143043","1043182","158226","0","158226","0","0","0","0","0","0","1058365","143043","1201408","559371","65336","0","0","624707","21802","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"208275","5267510","2003995","7271505","4654361","0","0","0","0","0","0","0","0","915024","11477","926501","552840","950663","0","950663","550729","1063927","305001","1368928","634719","929798","129500","1059298","230717","242788","1206477","1449265","0","0","0","653112","134419","787531","10022822","3790869","13813691","592419","0","592419","0","0","0","0","0","0","10615241","3790869","14406110","6623366","2183211","0","0","8806577","284987","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"208318","6979044","0","6979044","4862423","0","0","0","0","0","2424964","2424964","1126046","944746","0","944746","516252","1265557","158643","1424200","734014","2081500","0","2081500","1090814","1252597","0","1252597","431386","0","1693968","1693968","0","0","0","2718983","2000","2720983","15242427","4279575","19522002","1239157","0","1239157","0","0","0","0","0","0","16481584","4279575","20761159","8760935","2952304","0","0","11713239","437025","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,11,11,31,31,31,10,10,10,10,18,18,10,31,18,31,31,31,31,31,31,18,18,18,10,10,31,31,10,10,31,31,31,31,31,31
"208390","18061836","3745382","21807218","15113128","0","0","0","0","26436","2462009","2488445","1216501","3184791","1279675","4464466","2102663","2855140","383498","3238638","2099619","5569570","706872","6276442","3058598","2564373","0","2564373","1102449","0","4279650","4279650","279687","0","279687","1626056","0","1626056","34167889","12857086","47024975","3153422","0","3153422","0","0","0","0","0","0","37321311","12857086","50178397","24692958","8272201","0","0","32965159","459866","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,10,31,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"208406","11848068","0","11848068","8227060","0","0","0","0","145854","0","145854","65375","1482915","0","1482915","923794","1774114","273401","2047515","1469518","7941786","3144832","11086618","2245456","2929040","0","2929040","1069532","577967","1737581","2315548","0","0","0","0","3351310","3351310","26699744","8507124","35206868","2314829","246332","2561161","0","0","0","0","0","0","29014573","8753456","37768029","14000735","4040702","0","0","18041437","431534","0","0","0","0","0","0","B",10,10,10,10,10,10,31,31,10,10,10,16,10,10,10,11,10,10,10,10,11,11,18,10,10,31,10,10,10,10,10,31,31,31,31,10,10,11,11,18,11,11,11,31,31,31,31,31,31,18,10,18,18,10,31,31,18,10,31,31,31,31,31,31
"208415","2583641","391504","2975145","1796285","0","0","0","0","19369","0","19369","0","900233","0","900233","425066","501386","1062247","1563633","335177","1551192","249436","1800628","485787","526085","0","526085","286851","115411","561022","676433","0","0","0","0","0","0","6197317","2264209","8461526","127131","0","127131","0","0","0","0","0","0","6324448","2264209","8588657","3329166","1340311","0","0","4669477","230012","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,16,10,10,10,10,10,10,10,10,10,31,11,10,10,11,11,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,18,18,18,18,10,10,10,18,10,10,10,10,10,10,10
"208488","2881118","38813","2919931","2050819","0","0","0","0","142866","245","143111","37361","348365","18987","367352","144576","754591","34509","789100","388344","1642388","5237","1647625","491533","496600","21448","518048","182026","2346661","576940","2923601","62774","0","62774","92556","19231","111787","8767919","715410","9483329","1031397","57122","1088519","0","0","0","0","0","0","9799316","772532","10571848","3294659","654305","0","0","3948964","180942","0","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,16,31,31,31,31,31,31
"208646","6340081","124774","6464855","4223070","2029","149159","151188","92094","359287","1252669","1611956","706117","2461828","26359","2488187","1482156","1298582","820903","2119485","1187050","2063640","45971","2109611","1405479","1972154","4223","1976377","748289","629735","1830504","2460239","0","0","0","23441","0","23441","15150777","4254562","19405339","3803967","0","3803967","0","0","0","0","0","0","18954744","4254562","23209306","9844255","2991637","0","0","12835892","873503","136459","38259","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"208725","339208","0","339208","229479","0","0","0","0","31907","0","31907","0","247278","0","247278","182212","77204","0","77204","44421","134464","0","134464","54084","121094","0","121094","24216","72531","237189","309720","112392","0","112392","0","0","0","1136078","237189","1373267","193681","0","193681","0","0","0","0","0","0","1329759","237189","1566948","534412","149610","7275","0","691297","42033","0","0","0","0","0","0","B",10,10,10,10,31,31,31,31,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,10,31,10,16,31,31,31,31,31,31
"208822","5593840","47412","5641252","3391974","0","0","0","0","0","0","0","0","1038613","5710","1044323","289181","2417346","25646","2442992","1012150","2105629","50089","2155718","1124226","1667467","0","1667467","657150","3146688","1439590","4586278","178924","0","178924","0","0","0","16148507","1568447","17716954","4180072","0","4180072","0","0","0","0","0","0","20328579","1568447","21897026","6474681","1689840","0","0","8164521","730655","656108","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"208965","1451516","0","1451516","1010001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1008091","0","1008091","349048","830036","0","830036","13667","0","0","0","0","0","0","0","0","0","3289643","0","3289643","0","0","0","0","0","0","0","0","0","3289643","0","3289643","1372716","357817","0","0","1730533","0","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,31,31,31,10,31,10,10,10,31,31,10,31,31,31,31,31,31,31
"209038","25926052","5177962","31104014","18292559","0","0","0","0","803381","3222459","4025840","1142101","1860238","136277","1996515","1051441","4364636","473519","4838155","2639019","5874552","0","5874552","3166422","3507005","0","3507005","1377926","75264","4741918","4817182","0","1376034","1376034","2549312","376","2549688","44960440","15128545","60088985","5505134","156228","5661362","0","0","0","0","0","0","50465574","15284773","65750347","27669468","11295261","0","0","38964729","786398","0","0","0","0","0","0","B",10,10,18,10,31,31,31,31,10,10,18,10,10,10,18,10,10,10,10,10,10,10,10,10,10,31,10,10,11,11,11,31,10,10,10,10,10,18,18,18,10,10,10,31,31,31,31,31,31,18,18,18,10,10,10,31,10,10,31,31,31,31,31,31
"209056","19019920","873497","19893417","11838834","173316","794060","967376","83430","65239","234831","300070","0","4942760","311174","5253934","1899484","4023677","183639","4207316","1903780","5416177","232668","5648845","2770767","2768389","18023","2786412","1555257","5545253","3289177","8834430","251693","0","251693","1201292","-751186","450106","43407716","5185883","48593599","5454577","15276","5469853","0","0","0","0","0","0","48862293","5201159","54063452","20051552","4845711","0","0","24897263","3333864","637701","0","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"209065","13867217","809311","14676528","7651670","0","0","0","0","0","0","0","0","737621","84752","822373","441531","1880050","53682","1933732","1163618","2449963","610950","3060913","1682565","1416392","15815","1432207","819847","5005028","2828660","7833688","717617","0","717617","1495425","-243233","1252192","27569313","4159937","31729250","3641281","0","3641281","0","0","0","0","0","0","31210594","4159937","35370531","11759231","4059971","0","0","15819202","822373","55289","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"209074","12136903","3038643","15175546","9890101","0","0","0","0","17689","121770","139459","67338","1066416","99402","1165818","623524","1890810","148568","2039378","1171385","4138973","157425","4296398","1771533","2004665","8619","2013284","701864","404311","2994669","3398980","0","0","0","883861","581532","1465393","22543628","7150628","29694256","2202124","419245","2621369","0","0","0","0","0","0","24745752","7569873","32315625","14225745","4362500","0","0","18588245","527544","0","0","0","0","0","0","B",10,10,10,10,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"209108","2705761","47518","2753279","2022601","0","0","0","0","0","103026","103026","24261","341770","42450","384220","201895","474979","24872","499851","275479","1970634","135472","2106106","844854","384887","33556","418443","303270","98521","671740","770261","25038","0","25038","123262","416705","539967","6124852","1475339","7600191","1199111","0","1199111","0","0","0","0","0","0","7323963","1475339","8799302","3672360","1206696","0","0","4879056","57568","88751","0","0","0","0","0","B",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"209241","817998","0","817998","700947","1250","0","1250","0","4404","0","4404","0","950956","0","950956","399295","359833","0","359833","261994","386951","0","386951","164579","112650","0","112650","23667","0","106930","106930","0","0","0","0","0","0","2634042","106930","2740972","269635","0","269635","0","0","0","0","0","0","2903677","106930","3010607","1550482","100827","42114","78366","1771789","535693","0","0","0","0","0","0","B",10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,11,11,31,31,31,31,31,31,10,11,11,10,31,10,31,31,31,31,31,31,10,11,11,10,10,10,10,10,10,31,31,31,31,31,31
"209250","14536579","1220489","15757068","10646858","80584","8730","89314","49103","81301","1063796","1145097","427685","1341432","40257","1381689","675439","3079522","3752053","6831575","3162821","4623301","4360885","8984186","3658598","3950959","545925","4496884","1395545","541333","2702439","3243772","183045","0","183045","1016955","48228","1065183","29435011","13742802","43177813","3667030","24272","3691302","0","0","0","0","0","0","33102041","13767074","46869115","20016049","7153287","0","0","27169336","536410","0","119420","0","0","0","0","B",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"209296","717922","0","717922","629143","11556","2500","14056","9375","18286","0","18286","0","876045","1126","877171","391683","214280","0","214280","123145","437680","16564","454244","284590","114830","0","114830","37242","0","500","500","95701","0","95701","62826","0","62826","2549126","20690","2569816","153432","0","153432","0","0","0","0","0","0","2702558","20690","2723248","1475178","100107","0","0","1575285","46956","0","0","0","0","0","0","B",10,31,10,10,10,10,10,10,10,31,10,31,11,11,11,11,10,31,10,10,10,10,10,10,10,31,10,10,31,10,10,10,31,10,10,31,10,11,11,10,10,31,10,31,31,31,31,31,31,10,10,10,11,10,31,31,11,10,31,31,31,31,31,31
"209409","915897","0","915897","549202","0","0","0","0","48861","0","48861","0","367541","0","367541","205338","355647","0","355647","131454","764852","0","764852","400241","150013","0","150013","43428","190761","685941","876702","29016","37976","66992","-63683","0","-63683","2758905","723917","3482822","360454","0","360454","0","0","0","0","0","0","3119359","723917","3843276","1329663","435464","0","0","1765127","203300","0","0","0","0","0","0","B",10,31,10,10,31,31,31,31,10,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,10,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
