UNITID,XFA01_1,FA01_1,XFA02_1,FA02_1,XFA04_1,FA04_1,XFA05_1,FA05_1,XFA06_1,FA06_1,XFA07_1,FA07_1,XFA08_1,FA08_1,XFA910_1,FA910_1,XFA11_1,FA11_1,XFA12_1,FA12_1,XFA13_1,FA13_1,XFA14_16,FA14_16,XFA17_1,FA17_1,XFAA01,FAA01,XFAA02,FAA02,XFAA03,FAA03,XFAA04,FAA04,XFAA05,FAA05,XFAA06,FAA06,XFAA07,FAA07,XFAA08,FAA08,XFAA09,FAA09,XFB01_1,FB01_1,XFB02_1,FB02_1,XFB03_1,FB03_1,XFB04_1,FB04_1,XFB05_1,FB05_1,XFB06_1,FB06_1,XFB07_1,FB07_1,XFB08_1,FB08_1,XFB910_1,FB910_1,XFB11_1,FB11_1,XFB12_1,FB12_1,XFC01,FC01,XFC02,FC02,XFC03_08,FC03_08,XFC09,FC09,XFC10,FC10,XFC11,FC11,XFC12,FC12,XFD05,FD05,XFD08,FD08,XFD17,FD17,XFD20,FD20,XFD23,FD23,XFD24,FD24,XFDC01_1,FDC01_1,XFDC02_1,FDC02_1,XFDC03_1,FDC03_1,XFDC04_1,FDC04_1 
197601,"R",155578,"Z",0,"Z",0,"Z",0,"R",80222,"Z",0,"Z",0,"R",117913,"Z",0,"Z",0,"Z",0,"R",219000,"R",572713,"C",76735,"C",3487,"C",0,"C",0,"C",0,"C",0,"C",80222,"R",80222,"R",0,"R",182394,"R",47770,"Z",0,"R",36000,"R",16653,"R",58541,"Z",0,"R",178637,"Z",0,"R",53908,"R",573903,"R",572713,"R",-573903,"R",-5000,"R",-6190,"R",1520241,"Z",0,"R",1514051,"R",1000000,"R",1602159,"R",88108,"R",514051,"R",1000000,"R",1514051,"Z",0,"R",574015,"Z",0,"Z",0,
197610,"R",383533,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",583878,"R",0,"R",33020,"R",143068,"R",0,"R",1143499,"R",113340,"R",18336,"R",0,"R",0,"R",621800,"C",0,"R",753476,"R",271138,"R",105600,"R",221560,"R",0,"R",610,"R",15760,"R",148420,"R",181730,"R",0,"R",333740,"R",0,"R",173220,"R",1075040,"R",1143499,"R",-1075040,"R",0,"R",68459,"R",728995,"Z",0,"R",797454,"R",0,"R",1489867,"R",692413,"R",797454,"R",0,"R",797454,"R",170000,"R",1236599,"R",32266,"R",0,
197647,"R",630750,"Z",0,"Z",0,"Z",0,"R",147905,"Z",0,"Z",0,"R",1061182,"Z",0,"Z",0,"Z",0,"R",11163,"R",1851000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"C",147905,"Z",0,"Z",0,"R",753062,"C",0,"C",0,"C",0,"C",0,"R",211927,"R",64295,"R",537645,"R",0,"R",118452,"R",1685381,"R",1851000,"R",-1685381,"Z",0,"R",165619,"R",1364035,"Z",0,"R",1529654,"Z",0,"R",1612612,"R",82958,"R",1529654,"Z",0,"R",1529654,"R",41319,"R",1503098,"R",175252,"Z",0,
197674,"N",1758448,"N",0,"N",0,"N",0,"N",157990,"N",0,"N",0,"N",451853,"N",8864,"N",0,"N",2118155,"N",194948,"N",4690258,"N",399030,"N",78800,"N",36336,"N",0,"N",0,"N",1651407,"N",2244373,"N",1651407,"N",0,"N",1065512,"N",0,"N",0,"N",198442,"N",1134008,"N",1734051,"N",999350,"N",246868,"N",0,"N",0,"N",5378231,"N",4690258,"N",-5378231,"N",0,"N",-687973,"N",12332085,"N",0,"N",11644112,"N",0,"N",14875539,"N",3231427,"N",11561035,"N",83077,"N",11644112,"N",2358190,"N",15709956,"N",6571647,"N",0,
197692,"N",133454,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",452891,"N",110690,"N",0,"N",8869,"N",7266,"N",713170,"N",20755,"N",0,"N",0,"N",0,"N",40431,"N",0,"N",61186,"N",0,"N",0,"N",178500,"N",0,"N",185,"N",73362,"N",12229,"N",192400,"N",15758,"N",0,"N",0,"N",0,"N",472434,"N",713170,"N",-472434,"N",0,"N",240736,"N",985657,"N",0,"N",1226393,"N",902975,"N",1242252,"N",15859,"N",327537,"N",898856,"N",1226393,"N",0,"N",210203,"N",193366,"N",0,
197708,"R",63863269,"Z",0,"R",863729,"Z",0,"R",79996425,"R",25284486,"R",35181872,"R",35380097,"R",116242300,"R",25891790,"R",8953953,"R",3801915,"R",395459836,"C",786320,"C",77115,"C",0,"C",0,"C",6631465,"C",15519244,"C",23014144,"R",23014144,"Z",0,"R",80211183,"R",116947941,"R",15700345,"R",16160962,"R",13167188,"R",30607788,"R",10486930,"Z",0,"Z",0,"Z",0,"R",283282337,"R",395459836,"R",-283282337,"R",688191,"R",112865690,"R",921425467,"Z",0,"R",1034291157,"R",669479449,"R",1137090932,"R",102799775,"R",632557221,"R",401733936,"R",1034291157,"R",7574824,"R",195680685,"R",82925020,"Z",0,
197735,"N",1144437,"N",0,"N",0,"N",0,"N",29951,"N",0,"N",0,"N",7621,"N",8747,"N",114342,"N",1218,"N",327150,"N",1633466,"N",0,"N",0,"N",0,"N",0,"N",1200,"N",0,"N",1200,"N",0,"N",0,"N",379114,"N",31740,"N",74334,"N",210262,"N",59957,"N",399216,"N",147856,"N",1200,"N",0,"N",203458,"N",1507137,"N",1633466,"N",-1507137,"N",0,"N",126329,"N",195298,"N",0,"N",321627,"N",0,"N",378284,"N",56857,"N",312180,"N",9247,"N",321427,"N",0,"N",28614,"N",83342,"N",0,
197744,"R",365200,"R",0,"R",0,"R",0,"R",127088,"R",0,"R",0,"R",284323,"R",5188,"R",0,"R",208000,"R",12714,"R",1002513,"C",82315,"C",44773,"C",0,"C",0,"C",237402,"C",0,"R",364490,"R",0,"R",0,"R",213651,"R",0,"R",5200,"R",35821,"R",15603,"R",203523,"R",100787,"R",169852,"R",0,"R",148989,"R",893426,"R",1002513,"R",-893426,"R",-25000,"R",84087,"R",548562,"R",0,"R",632649,"R",0,"R",916018,"R",283369,"R",632649,"R",0,"R",632649,"R",93129,"R",671273,"R",188067,"R",0,
197911,"R",9725104,"Z",0,"Z",0,"Z",0,"R",882236,"R",1202527,"Z",0,"R",1608988,"R",861180,"Z",0,"R",2456509,"R",203368,"R",16939912,"C",537721,"C",344515,"C",1202527,"C",0,"C",1646774,"C",0,"C",3731537,"Z",0,"Z",0,"R",3583488,"C",0,"C",0,"R",675921,"R",1790531,"R",2383072,"R",1712938,"R",3760080,"C",0,"R",1914850,"R",15820880,"R",16939912,"R",-15820880,"R",1817811,"R",2936843,"R",21087368,"R",1975546,"R",25999757,"R",15431607,"R",35691374,"R",9691617,"R",14169216,"R",11830541,"R",25999757,"R",1339213,"R",9733496,"R",5308156,"Z",0,
197948,"R",2289049,"Z",0,"Z",0,"Z",0,"R",2516006,"R",371228,"Z",0,"R",2832436,"R",211966,"Z",0,"R",1141699,"R",123727,"R",9486111,"Z",0,"Z",0,"C",742456,"Z",0,"Z",0,"C",796178,"C",5295404,"Z",0,"Z",0,"R",1733024,"Z",0,"Z",0,"Z",0,"R",248522,"R",2003552,"R",624388,"R",2642702,"Z",0,"R",1116101,"R",8368289,"R",9486111,"R",-8368289,"R",397381,"R",1515203,"R",6842279,"R",0,"R",8357482,"S",0,"R",11406465,"R",3053983,"R",-1752633,"R",10105115,"R",8352482,"R",225214,"R",7795120,"R",2322865,"R",67996,
197984,"R",3756656,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2040483,"R",1600640,"R",100316,"R",2381939,"R",1080662,"R",10960696,"C",283291,"C",157680,"C",712800,"C",0,"C",233096,"C",1940158,"C",3327025,"R",3327025,"Z",0,"R",2410944,"R",2558,"R",1095,"R",723950,"R",2093494,"R",2535547,"R",1693740,"Z",0,"Z",0,"R",0,"R",9461328,"R",10960696,"R",-9461328,"Z",0,"R",1499368,"R",12617392,"Z",0,"R",14116760,"R",11819069,"R",21563752,"R",7446992,"R",3767492,"R",10349268,"R",14116760,"R",0,"R",5911596,"R",4195275,"Z",0,
197993,"N",5809393,"N",0,"N",0,"N",0,"N",764404,"N",752566,"N",0,"N",5627918,"N",27932636,"N",0,"N",3928715,"N",528266,"N",45343898,"N",297897,"N",293288,"N",0,"N",0,"N",962781,"N",2068472,"N",3622438,"N",3622438,"N",0,"N",7408924,"N",260572,"N",0,"N",1157564,"N",2457628,"N",2453834,"N",5366051,"N",0,"N",479203,"N",0,"N",19583776,"N",45343898,"N",-19583776,"N",6533240,"N",32293362,"N",124092084,"N",0,"N",156385446,"N",111626690,"N",164797874,"N",19837712,"N",78616621,"N",66343541,"N",144960162,"N",1335230,"N",24717107,"N",6700351,"N",0,
198066,"R",3337155,"R",0,"R",0,"R",0,"R",299754,"R",483925,"R",8000,"R",3735653,"R",2912746,"R",33459,"R",2013390,"R",53797,"R",12877879,"C",213532,"C",75329,"C",483925,"C",0,"C",527117,"C",1235704,"C",2535607,"Z",0,"Z",0,"R",3330515,"C",0,"C",0,"R",305074,"R",1418302,"R",1776934,"R",1422883,"C",0,"C",0,"R",1029349,"R",9283057,"R",12877879,"R",-9283057,"R",-131634,"R",3463188,"R",27171406,"Z",0,"R",30634594,"R",19333862,"R",34543379,"R",3908785,"R",14614975,"R",16019619,"R",30634594,"R",1586135,"R",8993922,"R",3093202,"Z",0,
198109,"R",389367,"S",0,"R",49454,"S",0,"S",0,"S",0,"S",0,"R",835845,"S",0,"S",0,"R",85156,"S",0,"R",1359822,"C",55170,"C",2443,"C",172600,"C",25356,"C",11825,"C",62250,"C",329644,"Z",0,"R",0,"R",623727,"R",0,"R",0,"R",228580,"R",120043,"R",309822,"R",61225,"R",16425,"R",0,"R",0,"R",1359822,"R",1359822,"R",-1359822,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"C",0,"Z",0,"Z",0,"Z",0,"Z",0,
198136,"R",35006647,"R",1529780,"R",5546642,"Z",0,"Z",0,"Z",0,"Z",0,"R",5273045,"R",6075901,"Z",0,"R",8950381,"R",2147632,"R",64530028,"C",1165177,"C",364603,"C",5546642,"C",0,"C",796981,"C",6130868,"C",14004271,"Z",0,"Z",0,"R",15011336,"C",0,"C",0,"C",0,"R",4424199,"R",8968245,"R",8041819,"R",14430393,"C",0,"R",3442110,"R",54318102,"R",64530028,"R",-54318102,"Z",0,"R",10211926,"R",79855740,"R",-2540897,"R",87526769,"R",55721768,"R",101684444,"R",14157675,"R",41897415,"R",45629354,"R",87526769,"R",5608306,"R",28359793,"R",14469714,"Z",0,
198215,"R",11022417,"Z",0,"Z",0,"Z",0,"R",548146,"R",349800,"Z",0,"R",3838440,"R",730123,"Z",0,"R",3530776,"R",592987,"R",20612689,"C",421048,"C",127098,"C",349800,"Z",0,"C",1565328,"C",3807439,"C",6271013,"Z",0,"Z",0,"R",3928022,"C",0,"R",143397,"R",740814,"R",1476002,"R",2788601,"R",3029052,"R",5372767,"C",0,"R",1923900,"R",19402555,"R",20612689,"R",-19402555,"R",2919254,"R",4129388,"R",37001018,"Z",0,"R",41130406,"R",20960980,"R",46482871,"R",5352465,"R",17420913,"R",23709493,"R",41130406,"R",1356776,"R",22339671,"R",9169205,"Z",0,
198303,"R",3405963,"R",657774,"R",439425,"Z",0,"Z",0,"Z",0,"Z",0,"R",3111626,"R",1981002,"Z",0,"R",2969137,"R",552415,"R",13117342,"C",520919,"C",203822,"C",439400,"C",0,"C",371443,"C",2272651,"C",3808235,"R",3287316,"Z",0,"R",3135872,"Z",0,"R",6141,"R",683539,"R",2599486,"R",3056930,"R",2160779,"Z",0,"Z",0,"Z",0,"R",11642747,"R",13117342,"R",-11642747,"Z",0,"R",1474595,"R",21871836,"Z",0,"R",23346431,"R",12699515,"R",26905227,"R",3558796,"R",12006834,"R",11319597,"R",23326431,"R",1271971,"R",13649066,"R",5890504,"Z",0,
198385,"R",20997736,"Z",0,"Z",0,"Z",0,"R",553357,"R",598000,"Z",0,"R",20784668,"R",45080598,"Z",0,"R",12655590,"Z",0,"R",100669949,"C",181690,"C",234382,"C",598000,"C",0,"C",3495383,"C",5305016,"C",9814471,"R",9814471,"Z",0,"R",14705741,"R",224288,"R",679978,"R",4658865,"R",9273366,"R",9188119,"R",10590730,"Z",0,"Z",0,"Z",0,"R",49321087,"R",100669949,"R",-49321087,"C",406798,"R",51755660,"R",241477653,"Z",0,"R",293233313,"R",254518281,"R",337345925,"R",44193141,"R",162492892,"R",130659892,"R",293152784,"R",417971,"R",69289206,"R",9966529,"Z",0,
198419,"R",156736000,"Z",0,"Z",0,"Z",0,"R",177596000,"R",15094000,"Z",0,"R",310337000,"R",231305000,"Z",0,"R",110033000,"R",831716000,"R",1832817000,"C",1136000,"C",5735000,"C",1704000,"C",0,"C",23532000,"C",52145000,"R",84252000,"R",64984000,"R",1867000,"R",263222000,"R",207399000,"Z",0,"R",91993000,"R",19576000,"R",64183000,"R",105703000,"R",11733000,"R",723036000,"Z",0,"R",1486845000,"R",1832817000,"R",-1486845000,"R",-12883000,"R",333089000,"R",2554642000,"Z",0,"R",2887731000,"R",2015830000,"R",3793080000,"R",905349000,"R",2064493000,"R",823238000,"R",2887731000,"R",53088000,"R",928231000,"R",671964000,"Z",0,
198482,"R",710777,"Z",0,"Z",0,"Z",0,"R",30214,"Z",0,"Z",0,"R",1028602,"R",1874,"Z",0,"R",236945,"R",20836,"R",2029248,"C",130222,"C",35307,"C",0,"C",0,"C",0,"C",116739,"R",282268,"R",20382,"R",0,"R",341268,"C",0,"C",0,"R",163057,"R",232641,"R",445674,"R",156797,"C",0,"C",0,"R",617390,"R",1956827,"R",2029248,"R",-1956827,"R",-178203,"R",-105782,"R",4292164,"Z",0,"R",4186382,"R",147031,"R",4288911,"R",102529,"R",117373,"R",4069009,"R",4186382,"Z",0,"R",59905,"R",294848,"Z",0,
198516,"R",30014823,"Z",0,"Z",0,"Z",0,"R",575717,"R",587650,"Z",0,"R",7723584,"R",6897640,"R",0,"R",8574892,"R",451135,"R",54825441,"C",570996,"C",648235,"R",2210225,"C",0,"C",668394,"C",3872393,"R",7970243,"R",5271109,"R",0,"R",16066277,"Z",0,"Z",0,"R",2120683,"R",7969452,"R",5578292,"R",7623269,"Z",0,"Z",0,"R",0,"R",39357973,"R",54825441,"R",-39357973,"R",3322877,"R",18790345,"R",82530951,"R",539,"R",101321835,"R",55147194,"R",149218432,"R",47896597,"R",72306004,"R",29015831,"R",101321835,"R",7844185,"R",52563831,"R",8861273,"Z",0,
198561,"R",11117218,"Z",0,"Z",0,"Z",0,"R",1364701,"R",2408250,"Z",0,"R",3754691,"R",3043547,"Z",0,"R",4967452,"R",529974,"R",27185833,"C",1093014,"C",271687,"C",2408250,"C",0,"C",680848,"C",4593149,"C",9046948,"R",4593149,"Z",0,"R",7760511,"Z",0,"Z",0,"R",1033802,"R",3825555,"R",3243559,"R",3317928,"R",4453799,"Z",0,"Z",0,"R",23635154,"R",27185833,"R",-23635154,"R",-29634,"R",3521045,"R",30596483,"Z",0,"R",34117528,"R",15823876,"R",53263265,"R",19145737,"R",22133329,"R",11984199,"R",34117528,"R",2521488,"R",19950127,"R",7459334,"Z",0,
198598,"R",5390435,"Z",0,"Z",0,"Z",0,"R",234672,"R",309259,"Z",0,"R",3326025,"R",3280397,"Z",0,"R",2813096,"Z",0,"R",15353884,"C",330430,"C",234672,"C",774550,"Z",0,"C",512262,"C",1669859,"C",2182121,"R",2182121,"Z",0,"R",4529020,"Z",0,"Z",0,"R",378199,"R",2299472,"R",1492850,"R",2423818,"R",314975,"Z",0,"R",0,"R",11438334,"R",15353884,"R",-11438334,"Z",0,"R",3915550,"R",16103273,"Z",0,"R",20018823,"R",16577773,"R",27249908,"R",7231085,"R",5545776,"R",14473047,"R",20018823,"R",1367445,"R",7641780,"R",2029795,"Z",0,
198613,"N",14230102,"N",0,"N",0,"N",0,"N",372041,"N",1361004,"N",0,"N",1505947,"N",1749673,"N",862964,"N",5881350,"N",114729,"N",26077810,"N",555228,"N",193418,"N",1199658,"N",0,"N",459809,"N",6116869,"N",8524982,"N",6116869,"N",0,"N",5916886,"N",955791,"N",67128,"N",2482181,"N",3570699,"N",4796988,"N",2388672,"N",567505,"N",0,"N",3464344,"N",24210194,"N",26077810,"N",-24210194,"N",0,"N",1867616,"N",21244511,"N",0,"N",23112127,"N",11222493,"N",38895130,"N",15783003,"N",15815197,"N",7296930,"N",23112127,"N",3822764,"N",24039917,"N",4876878,"N",0,
198677,"R",130274,"Z",0,"Z",0,"Z",0,"R",68314,"Z",0,"Z",0,"R",218750,"Z",0,"Z",0,"R",70157,"R",52982,"R",540477,"C",54848,"C",13466,"C",0,"C",0,"C",0,"C",0,"C",68314,"R",63826,"R",4488,"R",103587,"C",0,"C",0,"C",0,"R",6587,"R",147026,"R",28771,"R",78205,"C",0,"R",33408,"R",397584,"R",540477,"R",-397584,"Z",0,"R",142893,"R",432650,"R",130360,"R",705903,"R",0,"R",72287,"N",199116,"N",342712,"N",47709,"C",390421,"Z",0,"R",485933,"R",126934,"Z",0,
198695,"R",17911252,"Z",0,"Z",0,"Z",0,"R",990229,"R",2284911,"Z",0,"R",2953088,"R",10573350,"R",545556,"R",4287283,"Z",0,"R",39545669,"C",818670,"C",171559,"C",2284911,"C",0,"C",0,"C",0,"C",3275140,"Z",0,"Z",0,"R",8741647,"R",0,"R",0,"R",638104,"R",2044058,"R",2954380,"R",1713099,"R",7764653,"R",0,"R",2402142,"R",26258083,"R",39545669,"R",-26258083,"Z",0,"R",13287586,"R",66334396,"R",0,"R",79621982,"R",44403999,"R",87318432,"R",7696450,"R",36767811,"R",42854171,"R",79621982,"R",3004464,"R",27871267,"R",7765176,"Z",0,
198747,"R",788975,"R",0,"R",0,"R",0,"R",100354,"R",0,"R",0,"R",334579,"R",68782,"R",0,"R",0,"R",0,"R",1292690,"R",88132,"R",12222,"R",0,"R",0,"R",0,"R",0,"R",100354,"R",0,"R",0,"R",876506,"R",0,"R",0,"R",39786,"R",45837,"R",132971,"R",0,"R",0,"C",0,"R",22194,"R",1117294,"R",1292690,"R",-1117294,"R",1368,"R",176764,"R",2797463,"R",0,"R",2974227,"R",575777,"R",3444763,"R",470536,"R",1858573,"R",1115654,"R",2974227,"R",1029066,"R",1571787,"R",492234,"R",0,
198756,"R",9600243,"R",0,"R",0,"R",0,"R",5893768,"R",449342,"R",0,"R",6892396,"R",783090,"R",0,"R",4519037,"R",298787,"R",28436663,"R",1650430,"R",1003516,"R",424340,"R",0,"R",628072,"R",477183,"R",4183541,"R",0,"R",0,"R",4872264,"R",0,"R",1599349,"R",1190111,"R",1529554,"R",4959107,"R",3050911,"R",4196891,"R",0,"R",6171777,"R",27569964,"R",28436663,"R",-27569964,"R",0,"R",866699,"R",7184977,"R",0,"R",8051676,"R",19863601,"R",47694268,"R",8360799,"R",10182249,"R",29151220,"R",39333469,"R",3158294,"R",23643176,"R",8600430,"R",0,
198808,"R",4119440,"Z",0,"Z",0,"Z",0,"R",188623,"Z",0,"Z",0,"C",2198694,"R",625506,"R",8414,"R",1427839,"C",457556,"R",9026072,"C",194113,"C",93640,"C",404508,"C",0,"C",155061,"C",1163165,"C",2010487,"R",0,"R",0,"R",1391694,"C",0,"R",316134,"R",413853,"R",876384,"R",1619065,"R",864515,"R",1457534,"C",0,"R",1714827,"R",8654006,"R",9026073,"R",-8654006,"R",769891,"R",1141958,"R",23365420,"R",0,"R",24507378,"R",11537990,"R",25981695,"R",1474317,"R",13458752,"R",11048626,"R",24507378,"R",1444795,"R",13676440,"R",4892101,"Z",0,
198835,"R",9475538,"Z",0,"Z",0,"Z",0,"R",272134,"R",546513,"Z",0,"R",2420226,"R",4425768,"R",70567,"R",3271805,"R",350464,"R",20833015,"C",586100,"C",196089,"C",1487499,"C",0,"C",1942177,"C",1962528,"C",6174393,"R",4130696,"R",517497,"R",7323340,"Z",0,"R",150983,"R",1377005,"R",3030988,"R",2713358,"R",2305439,"Z",0,"Z",0,"Z",0,"R",16901113,"R",20833015,"R",-16901113,"R",3884940,"R",7816842,"R",34295236,"R",828108,"R",42940186,"R",28973610,"R",48177633,"R",5237447,"R",17290541,"R",25649645,"R",42940186,"R",1122715,"R",20000018,"R",6810844,"R",500874,
198862,"R",4384305,"Z",0,"Z",0,"Z",0,"R",3907369,"Z",0,"Z",0,"R",3323580,"R",281835,"Z",0,"R",1724296,"R",43113,"R",13664498,"C",868288,"C",185217,"C",585610,"C",0,"C",0,"C",1515487,"C",3154602,"Z",0,"Z",0,"R",2799641,"C",0,"C",0,"R",510603,"R",873741,"R",2384793,"R",1374961,"R",3345981,"C",0,"R",2149290,"R",13439010,"R",13664498,"R",-13439010,"R",-251015,"R",-25527,"R",13475721,"Z",0,"R",13450194,"R",1175322,"R",14123897,"R",673708,"R",10939451,"R",2510743,"R",13450194,"R",72241,"R",22071237,"R",3916784,"Z",0,
198871,"R",3432340,"Z",0,"Z",0,"Z",0,"Z",0,"R",577106,"Z",0,"R",651048,"R",298892,"R",141798,"R",2553721,"R",286064,"R",7940969,"C",263077,"C",147493,"C",577106,"C",0,"C",108736,"C",0,"R",1096412,"R",0,"Z",0,"R",1353897,"R",31214,"R",92683,"R",235296,"R",670724,"R",1238808,"R",1758307,"R",1751526,"C",0,"R",1849175,"R",8981630,"R",7940969,"R",-8981630,"R",-119490,"R",-1160151,"R",12351338,"R",-1087178,"R",10104009,"R",2423993,"R",15633908,"R",5529899,"R",4986583,"R",5117426,"R",10104009,"R",850825,"R",11962987,"R",2097562,"Z",0,
198899,"R",10084160,"Z",0,"Z",0,"Z",0,"R",1057347,"R",578414,"Z",0,"R",3747019,"R",2504158,"Z",0,"R",3841758,"R",294883,"R",22107739,"C",837772,"C",146627,"C",1239912,"C",0,"C",943429,"C",3264032,"C",6431772,"Z",0,"Z",0,"R",4911768,"C",0,"R",361841,"R",665506,"R",935066,"R",4752092,"R",2956076,"R",4523529,"C",0,"R",1572516,"R",20678394,"R",22107739,"R",-20678394,"R",492145,"R",1921490,"R",31638197,"Z",0,"R",33559687,"R",24793277,"R",41713697,"R",8154010,"R",6992954,"R",26566733,"R",33559687,"R",1331858,"R",16148586,"R",5211985,"Z",0,
198950,"R",16538134,"Z",0,"Z",0,"Z",0,"R",105977,"R",926700,"Z",0,"R",4581656,"R",9389798,"Z",0,"R",4432154,"R",885290,"R",36859709,"C",498914,"C",169258,"C",926700,"C",0,"C",0,"C",0,"R",1594872,"R",0,"R",0,"R",9453091,"R",0,"R",965431,"R",1241850,"R",1729346,"R",5347688,"R",3560724,"R",1818079,"R",0,"R",3367710,"R",27483919,"R",36859709,"R",-27483919,"R",8629143,"R",18004933,"R",55044441,"R",0,"R",73049374,"R",53133603,"R",81198335,"R",8148961,"R",41339309,"R",31710065,"R",73049374,"R",2477521,"R",27484507,"R",5349323,"R",0,
198969,"R",11014822,"R",0,"R",0,"R",0,"R",327242,"R",631998,"Z",0,"R",2072743,"R",1556542,"Z",0,"R",3419515,"R",651545,"R",19674407,"C",952098,"C",1018419,"C",1969162,"C",76949,"Z",0,"C",3097264,"R",7108892,"R",3092264,"R",0,"R",6077200,"Z",0,"Z",0,"R",747352,"R",3333197,"R",2664068,"R",3574030,"R",992854,"Z",0,"R",0,"R",17388701,"R",19674407,"R",-17388701,"Z",0,"R",2285706,"R",17582556,"Z",0,"R",19868262,"R",8102228,"R",31047653,"R",11179391,"R",15584653,"R",4283609,"R",19868262,"R",1513358,"R",17320049,"R",4536547,"Z",0,
199032,"R",3867141,"Z",0,"Z",0,"Z",0,"R",105801,"R",430800,"Z",0,"R",2148136,"R",1197457,"Z",0,"R",1736704,"R",54670,"R",9540709,"C",0,"C",247086,"C",865600,"C",0,"C",741043,"C",519589,"C",2373318,"R",1836717,"Z",0,"R",3709167,"Z",0,"Z",0,"R",636229,"R",1377985,"R",1772773,"R",1507387,"Z",0,"Z",0,"R",0,"R",9003541,"R",9540709,"R",-9003541,"R",0,"R",537168,"R",7499363,"R",0,"R",8036531,"R",4768272,"R",11429032,"R",3392501,"R",2876136,"R",5160395,"R",8036531,"R",492230,"R",5026492,"R",2271585,"R",0,
199069,"R",6934893,"Z",0,"Z",0,"Z",0,"R",41086,"Z",0,"Z",0,"R",3771005,"R",2465691,"Z",0,"R",1624972,"R",438197,"R",15275844,"C",344081,"C",85603,"C",1481007,"Z",0,"C",285700,"C",1055218,"R",3563423,"R",0,"R",0,"R",2276031,"C",0,"C",0,"R",1071994,"R",871200,"R",3059229,"R",1767480,"R",3219342,"C",0,"R",1331994,"R",13597270,"R",15275844,"R",-13597270,"Z",0,"R",1678574,"R",8278409,"R",0,"R",9956983,"R",8701882,"R",29681651,"R",19724668,"R",-2813266,"R",12770249,"R",9956983,"R",1118337,"R",8807675,"R",2826262,"Z",0,
199209,"R",7470767,"R",0,"R",0,"R",0,"R",732230,"R",1037152,"R",0,"R",2004121,"R",343076,"R",0,"R",2465906,"R",643767,"R",14697019,"R",570467,"R",129527,"R",1033402,"R",0,"R",176639,"R",321503,"R",2231538,"R",0,"R",0,"R",3452138,"R",0,"R",191634,"R",457952,"R",1503694,"R",1758735,"R",1976874,"R",2231538,"R",0,"R",1285030,"R",12857595,"R",14697019,"R",-12857595,"R",418695,"R",2258119,"R",16712863,"R",0,"R",18970982,"R",4126500,"R",26724635,"R",7753653,"R",12062679,"R",6908303,"R",18970982,"R",178439,"R",11281824,"R",5487716,"R",531522,
199272,"R",3052233,"Z",0,"Z",0,"Z",0,"R",46791,"R",230190,"Z",0,"R",1712165,"R",5004383,"R",167805,"R",1976845,"R",89936,"R",12280348,"C",93697,"C",46791,"C",714440,"C",0,"C",0,"C",0,"C",854928,"Z",0,"Z",0,"R",2276366,"C",0,"R",64214,"R",147404,"R",921015,"R",1343750,"R",1303471,"R",1026472,"C",0,"R",1089700,"R",8172392,"R",12280348,"R",-8172392,"R",-14248,"R",4093708,"R",33028508,"R",4077526,"R",41199742,"R",30686481,"R",41645483,"R",445741,"R",13484146,"R",27715596,"R",41199742,"R",1519796,"R",7577860,"R",2810811,"Z",0,
199306,"R",6993840,"Z",0,"Z",0,"Z",0,"R",243007,"R",334800,"Z",0,"R",1768100,"R",1358444,"Z",0,"R",1618185,"R",905962,"R",13222338,"C",408118,"C",211660,"C",334800,"C",0,"C",329773,"C",1105366,"R",2389717,"R",1981599,"R",0,"R",4428097,"Z",0,"Z",0,"R",1272747,"R",2171923,"R",2244732,"R",1373706,"Z",0,"Z",0,"R",0,"R",11491205,"R",13222338,"R",-11491205,"R",0,"R",1731133,"R",9785281,"R",0,"R",11516414,"R",8120126,"R",19401534,"R",7885120,"R",3607706,"R",7908708,"R",11516414,"R",2044786,"R",6802230,"R",2457070,"R",151999,
199412,"R",7720380,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8948890,"R",1573104,"R",0,"R",2613665,"R",407231,"R",21263270,"R",317520,"C",87053,"C",233250,"R",0,"R",0,"R",3946840,"R",4584663,"R",4267143,"R",0,"R",7494697,"R",0,"R",0,"R",1153877,"R",2296713,"R",2990297,"R",1641336,"R",0,"R",0,"R",0,"R",15576920,"R",21263270,"R",-15576920,"R",599495,"R",6285845,"R",31330775,"R",0,"R",37616620,"R",21150394,"R",43864609,"R",6247989,"R",21311931,"R",16304689,"R",37616620,"R",1332858,"R",15556752,"R",6642519,"R",0,
