UNITID,XFA01_1,FA01_1,XFA02_1,FA02_1,XFA04_1,FA04_1,XFA05_1,FA05_1,XFA06_1,FA06_1,XFA07_1,FA07_1,XFA08_1,FA08_1,XFA910_1,FA910_1,XFA11_1,FA11_1,XFA12_1,FA12_1,XFA13_1,FA13_1,XFA14_16,FA14_16,XFA17_1,FA17_1,XFAA01,FAA01,XFAA02,FAA02,XFAA03,FAA03,XFAA04,FAA04,XFAA05,FAA05,XFAA06,FAA06,XFAA07,FAA07,XFAA08,FAA08,XFAA09,FAA09,XFB01_1,FB01_1,XFB02_1,FB02_1,XFB03_1,FB03_1,XFB04_1,FB04_1,XFB05_1,FB05_1,XFB06_1,FB06_1,XFB07_1,FB07_1,XFB08_1,FB08_1,XFB910_1,FB910_1,XFB11_1,FB11_1,XFB12_1,FB12_1,XFC01,FC01,XFC02,FC02,XFC03_08,FC03_08,XFC09,FC09,XFC10,FC10,XFC11,FC11,XFC12,FC12,XFD05,FD05,XFD08,FD08,XFD17,FD17,XFD20,FD20,XFD23,FD23,XFD24,FD24,XFDC01_1,FDC01_1,XFDC02_1,FDC02_1,XFDC03_1,FDC03_1,XFDC04_1,FDC04_1 
217998,"R",6201932,"Z",0,"Z",0,"Z",0,"R",253964,"R",1015060,"R",0,"R",1584934,"R",871320,"R",8018,"R",2764032,"R",124729,"R",12823989,"C",162751,"C",91213,"C",1015060,"C",0,"C",0,"C",663397,"C",1932421,"R",1932421,"Z",0,"R",3324743,"C",0,"C",0,"R",574489,"R",712924,"R",2052268,"R",2725369,"R",2825478,"C",0,"R",1647761,"R",13863032,"R",12823989,"R",-13863032,"R",6268672,"R",5229629,"R",37115970,"Z",0,"R",42345599,"R",28268913,"R",44195106,"R",1849507,"R",12441334,"R",29904265,"R",42345599,"R",816564,"R",13053804,"R",3835223,"Z",0,
218070,"R",28037801,"Z",0,"Z",0,"Z",0,"R",1801296,"Z",0,"Z",0,"R",17941584,"R",25040128,"R",1810825,"R",9474013,"R",1526274,"R",85631921,"C",357227,"C",296725,"C",0,"C",0,"C",3112081,"C",7425153,"C",11191186,"R",11191186,"Z",0,"R",20977135,"R",587625,"R",59177,"R",5300406,"R",8935890,"R",8255207,"R",8749785,"Z",0,"Z",0,"R",0,"R",52865225,"R",85631921,"R",-52865225,"R",28982,"R",32795678,"R",258267886,"Z",0,"R",291063564,"R",217006984,"R",344629110,"R",53565546,"R",197358750,"R",93704814,"R",291063564,"R",6626871,"R",63241041,"R",28012135,"Z",0,
218168,"R",12125039,"Z",0,"Z",0,"Z",0,"R",229493,"Z",0,"Z",0,"R",9886,"Z",0,"Z",0,"R",2301173,"R",59956,"R",14725547,"C",614703,"C",229493,"C",0,"C",0,"C",1816729,"C",0,"C",2660925,"R",2046222,"Z",0,"R",4649396,"Z",0,"Z",0,"R",314245,"R",1727102,"R",999702,"R",2226719,"Z",0,"Z",0,"Z",0,"R",9917164,"C",14725547,"C",-9917164,"Z",0,"R",4808383,"Z",0,"Z",0,"R",4808383,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,
218238,"R",6928540,"Z",0,"Z",0,"Z",0,"R",3187204,"Z",0,"Z",0,"R",1138863,"R",505813,"Z",0,"R",926271,"R",213921,"R",12900612,"C",641611,"C",145428,"C",0,"C",0,"C",0,"C",0,"C",787039,"Z",0,"Z",0,"R",2940533,"C",0,"C",0,"R",242489,"R",1090530,"R",1937989,"R",649992,"R",4417371,"C",0,"R",1083413,"R",12362317,"R",12900612,"R",-12362317,"C",0,"R",538295,"R",4993984,"R",300192,"R",5832471,"R",753786,"R",8255244,"R",2422773,"R",1467380,"R",4365091,"R",5832471,"R",194531,"R",7518197,"R",2071076,"R",258776,
218265,"R",762664,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1535375,"R",1489995,"R",0,"R",241531,"R",1389730,"R",5419295,"C",0,"C",0,"C",0,"C",0,"C",160845,"C",0,"C",160845,"R",160845,"R",0,"R",1060390,"R",0,"R",0,"R",154380,"R",5723,"R",1200945,"R",195320,"R",160845,"R",0,"R",699825,"R",3477428,"R",5419295,"R",-3477428,"R",0,"R",1941867,"R",17226604,"R",641159,"R",19809630,"R",10675513,"R",19809630,"R",718996,"R",6255954,"R",12834680,"R",19090634,"R",5107124,"Z",0,"R",2228697,"Z",0,
218399,"R",5087171,"Z",0,"Z",0,"Z",0,"R",3523422,"Z",0,"Z",0,"R",1782235,"R",299537,"Z",0,"R",2146532,"R",230026,"R",13068923,"C",2886276,"C",4160568,"C",0,"C",0,"C",0,"C",0,"C",7046844,"R",1939645,"R",0,"R",2878591,"R",70936,"R",103563,"R",700768,"R",1155529,"R",2122037,"R",1274407,"R",2137991,"C",0,"R",1650004,"R",12093826,"R",13068923,"R",-12093826,"Z",0,"R",975097,"R",13616357,"Z",0,"R",14591454,"R",332536,"R",16831861,"R",2240407,"R",10127991,"R",4463463,"R",14591454,"Z",0,"Z",0,"Z",0,"Z",0,
218414,"R",5203796,"Z",0,"Z",0,"Z",0,"R",45710,"Z",0,"Z",0,"R",2761286,"R",586890,"R",51214,"R",1059832,"R",303806,"R",10012534,"C",347679,"C",124096,"C",1135157,"C",0,"C",240114,"C",2976951,"R",4823997,"R",2793810,"R",423255,"R",3174204,"R",33501,"R",24587,"R",616727,"R",2674308,"R",2343562,"R",1406561,"Z",0,"Z",0,"Z",0,"R",10273450,"R",10012534,"R",-10273450,"Z",0,"R",-260916,"R",14506151,"Z",0,"R",14245235,"R",3028148,"R",18389187,"R",4143952,"R",3596764,"R",10648471,"R",14245235,"R",2487099,"R",16958302,"R",6595130,"Z",0,
218441,"R",5752324,"Z",0,"Z",0,"Z",0,"R",830911,"Z",0,"Z",0,"R",2596947,"R",562204,"Z",0,"R",2984432,"R",108451,"R",12835269,"C",1483924,"C",177898,"C",0,"C",0,"C",421308,"C",4163682,"C",6246812,"Z",0,"Z",0,"R",1980834,"C",0,"C",0,"R",584532,"R",1253724,"R",644173,"R",1622140,"R",3123406,"C",0,"R",765300,"R",9974109,"R",12835269,"R",-9974109,"R",-355707,"R",2505453,"R",15600322,"Z",0,"R",18105775,"R",7920182,"R",20300268,"R",2194493,"R",13311732,"R",4794043,"R",18105775,"R",872203,"R",10713020,"R",1991842,"Z",0,
218539,"R",9503935,"Z",0,"Z",0,"Z",0,"R",147405,"Z",0,"Z",0,"R",5523965,"R",9872933,"Z",0,"R",4921006,"R",325527,"R",30294771,"C",235991,"C",85478,"C",0,"C",0,"C",3066499,"C",3412296,"R",6800264,"R",6231475,"Z",0,"R",5446612,"C",0,"C",0,"R",1105474,"R",2394812,"R",3075561,"R",5688485,"C",0,"C",0,"R",3119061,"R",20830005,"R",30294771,"R",-20830005,"R",-51242,"R",9413524,"R",80807686,"Z",0,"R",90221210,"R",70281458,"R",102439251,"R",12218041,"R",31050414,"R",59170796,"R",90221210,"R",2500192,"R",29207693,"R",8367563,"Z",0,
218751,"R",3518030,"Z",0,"Z",0,"Z",0,"R",34829,"Z",0,"Z",0,"R",710415,"R",69353,"R",199677,"R",136787,"R",32779,"R",4701870,"R",0,"C",34829,"R",0,"R",0,"C",0,"C",278948,"C",313777,"R",278948,"Z",0,"R",1119282,"R",50820,"C",0,"R",117584,"R",441474,"R",1012791,"R",114040,"C",0,"C",0,"R",282633,"R",3138624,"R",4701870,"R",-3138624,"R",-263234,"R",1300012,"R",1198847,"Z",0,"R",2498859,"R",413509,"R",5444243,"R",2945384,"R",1783466,"R",715393,"R",2498859,"R",242966,"R",1493395,"R",464579,"R",68435,
218821,"R",3222110,"Z",0,"Z",0,"Z",0,"R",797813,"Z",0,"Z",0,"R",1650519,"R",1560872,"Z",0,"R",1810983,"R",493184,"R",9535481,"C",501607,"C",73185,"Z",0,"Z",0,"C",520519,"C",1049026,"C",1144337,"R",1049026,"Z",0,"R",1439403,"C",0,"C",0,"R",500597,"R",814425,"R",1179958,"R",1740334,"R",1095311,"C",0,"R",1117606,"R",7887634,"R",9535481,"R",-7887634,"Z",0,"R",1647847,"R",15414611,"Z",0,"R",17062458,"R",10016645,"R",18153781,"R",1091323,"R",8606405,"R",8456053,"R",17062458,"R",110000,"R",8436673,"R",3086992,"Z",0,
218919,"R",4004114,"Z",0,"Z",0,"Z",0,"R",3742054,"Z",0,"Z",0,"C",2297445,"R",338688,"Z",0,"R",1533165,"C",205047,"R",12120513,"C",1308043,"C",743655,"C",0,"C",0,"C",0,"C",195172,"C",2246870,"Z",0,"Z",0,"R",2355739,"C",0,"C",0,"R",777024,"R",836776,"R",2036326,"R",1666010,"R",2364887,"C",0,"R",2172890,"R",12209652,"R",12123513,"R",-12209652,"C",66560,"N",-19579,"N",6769069,"N",0,"N",6749490,"R",1227269,"R",22266837,"R",7341999,"R",9866219,"R",12400618,"R",22266837,"R",414867,"R",12860641,"R",4295646,"Z",0,
218973,"N",24576486,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",148127,"N",4101246,"N",919993,"N",0,"N",406317,"N",30152169,"N",1740234,"N",246776,"N",209837,"N",0,"N",0,"N",750593,"N",2947440,"N",0,"N",0,"N",8053148,"N",0,"N",0,"N",794652,"N",4433318,"N",5921428,"N",0,"N",0,"N",0,"N",3299569,"N",22502115,"N",30152169,"N",-22502115,"N",0,"N",7650054,"N",35059474,"N",0,"N",42709528,"N",23242133,"N",59660169,"N",16950641,"N",41709528,"N",1000000,"N",42709528,"N",2497297,"N",19415823,"N",8988677,"N",0,
219000,"R",11711644,"Z",0,"Z",0,"Z",0,"R",1333825,"R",19578,"Z",0,"R",5585579,"R",5234621,"R",653432,"R",3948222,"R",882982,"R",29369883,"C",628375,"C",373872,"C",0,"C",0,"C",784310,"C",6009102,"C",7795659,"R",7167284,"Z",0,"R",9296917,"R",821501,"R",1377789,"R",1897080,"R",2889647,"R",3367682,"R",3487036,"R",0,"Z",0,"R",0,"R",23137652,"R",29369883,"R",-23137652,"R",2443236,"R",8675467,"R",33925188,"R",-989090,"R",41611565,"R",30900131,"R",56295827,"R",14684262,"R",18740334,"R",22871231,"R",41611565,"R",1942298,"R",24067562,"R",5449652,"Z",0,
219055,"R",774632,"Z",0,"Z",0,"Z",0,"R",212815,"Z",0,"Z",0,"Z",0,"Z",0,"R",40694,"Z",0,"R",23207,"R",1051348,"C",183432,"C",22050,"C",0,"C",0,"C",0,"C",0,"C",205482,"Z",0,"Z",0,"R",270293,"C",0,"C",0,"R",5677,"R",151868,"R",301284,"C",0,"R",206932,"C",0,"R",108677,"R",1044731,"R",1051348,"R",-1044731,"Z",0,"R",6617,"R",590617,"R",36383,"R",633617,"R",1587,"R",1031691,"R",398074,"R",535620,"R",97997,"R",633617,"R",517310,"Z",0,"R",200968,"Z",0,
219091,"R",3793827,"Z",0,"Z",0,"Z",0,"R",306034,"Z",0,"Z",0,"C",1572402,"R",1584483,"Z",0,"R",1089911,"C",514595,"R",8861252,"C",557286,"C",407776,"C",0,"C",0,"C",0,"C",0,"C",965062,"Z",0,"Z",0,"R",1776369,"C",0,"R",27542,"R",265930,"R",1421797,"R",1370586,"R",987251,"R",11466,"C",492363,"R",997430,"R",7350734,"R",8801252,"R",-7350734,"Z",0,"R",1450518,"R",12376699,"R",139506,"R",13966723,"R",12268048,"R",23814980,"R",9848257,"R",2331516,"R",11635207,"R",13966723,"R",482064,"R",12275175,"R",1843706,"Z",0,
219198,"R",5406868,"R",0,"R",0,"R",0,"R",583005,"Z",0,"Z",0,"R",910895,"R",487120,"R",52114,"R",1219842,"R",147488,"R",8807332,"R",648503,"C",299415,"R",0,"R",0,"C",0,"C",55121,"R",1003039,"Z",0,"Z",0,"R",2520934,"R",0,"R",0,"R",383170,"R",897529,"R",945144,"R",1532153,"R",1510995,"R",0,"R",400995,"R",8190920,"R",8807332,"R",-8190920,"R",-616412,"R",0,"R",7184733,"R",1226358,"R",8411091,"R",4407619,"R",11115147,"R",2704056,"R",4771190,"R",3639901,"R",8411091,"R",321464,"R",6949657,"R",3256312,"R",0,
219240,"R",1094144,"Z",0,"Z",0,"Z",0,"R",6582,"Z",0,"Z",0,"R",1565872,"R",222805,"R",313612,"R",474778,"R",93568,"R",3771361,"C",0,"C",6582,"C",0,"C",0,"C",301279,"C",25988,"C",333849,"R",25888,"Z",0,"R",810250,"C",0,"R",269238,"R",224856,"R",319906,"R",621537,"R",461665,"R",301379,"C",0,"R",436755,"R",3445586,"R",3771361,"R",-3445586,"R",-30305,"R",295470,"R",6758522,"Z",0,"R",7053992,"R",716273,"R",7806257,"R",752265,"R",3920691,"R",3133301,"R",7053992,"R",683387,"R",6255509,"R",1278958,"Z",0,
219295,"R",2121063,"Z",0,"Z",0,"Z",0,"R",113163,"Z",0,"Z",0,"R",1147612,"R",1054657,"Z",0,"R",271608,"R",226528,"R",4934631,"C",373974,"C",71751,"C",0,"C",0,"C",177164,"C",232800,"C",855689,"Z",0,"Z",0,"R",1312081,"C",0,"C",0,"R",113292,"R",509629,"R",710963,"R",335013,"R",481715,"C",0,"R",563999,"R",4026692,"R",4934631,"R",-4026692,"R",1208207,"R",2116146,"R",9712119,"Z",0,"R",11828265,"R",8362783,"R",13258730,"R",1430465,"R",4368253,"R",7460012,"R",11828265,"R",219046,"R",4036377,"R",1514326,"Z",0,
219383,"R",5430958,"Z",0,"Z",0,"Z",0,"R",693963,"Z",0,"Z",0,"R",1771526,"R",1222405,"Z",0,"R",1281002,"R",153867,"R",10553721,"C",431143,"C",231657,"C",0,"C",0,"C",280089,"C",1022232,"C",1965121,"R",1022232,"R",1022232,"R",2254471,"C",0,"R",35154,"R",317054,"R",1246712,"R",1436684,"R",1103201,"R",942889,"C",0,"R",1411897,"R",8748062,"R",10553721,"R",-8748062,"R",-19947,"R",1785712,"R",15430457,"Z",0,"R",17216169,"R",7711302,"R",21209680,"R",3993511,"R",8200510,"R",9015659,"R",17216169,"R",711069,"R",10568706,"R",2622692,"Z",0,
219505,"N",4640981,"N",0,"N",0,"N",0,"N",130893,"N",0,"N",0,"N",1848359,"N",848826,"N",0,"N",0,"N",2412833,"N",9881892,"N",239960,"N",39360,"N",429320,"N",0,"N",727401,"N",984122,"N",2420163,"N",1728641,"N",0,"N",3214908,"N",0,"N",0,"N",590765,"N",764199,"N",2122043,"N",2563780,"N",0,"N",0,"N",0,"N",9255695,"N",9881892,"N",-9255695,"N",0,"N",626197,"N",14768396,"N",0,"N",15394593,"N",5686676,"N",22998556,"N",7603963,"N",8924496,"N",6470097,"N",15394593,"N",942118,"N",16961144,"N",2797193,"N",0,
219578,"R",1792284,"Z",0,"Z",0,"Z",0,"R",8333,"Z",0,"Z",0,"R",1550936,"R",222980,"Z",0,"R",120377,"R",29846,"R",3724756,"C",141592,"C",21617,"C",64163,"C",0,"C",8400,"C",280029,"C",515801,"Z",0,"Z",0,"R",960664,"C",0,"C",0,"R",394654,"R",64363,"R",761795,"R",80181,"C",0,"C",0,"R",398327,"R",2659984,"R",3724756,"R",-2659984,"Z",0,"R",1064772,"R",2319699,"Z",0,"R",3384471,"R",1646389,"R",3530262,"R",145791,"R",2033344,"R",1351127,"R",3384471,"R",150000,"R",2036120,"R",899212,"Z",0,
219709,"R",25971481,"Z",0,"Z",0,"Z",0,"R",1394855,"Z",0,"Z",0,"R",11445260,"R",2300456,"Z",0,"R",4446027,"R",2366615,"R",47924694,"C",726502,"C",352711,"C",315643,"C",0,"C",0,"C",0,"C",1394856,"Z",0,"Z",0,"R",14837314,"C",0,"C",0,"R",1309650,"R",4956758,"R",6048598,"R",3125068,"R",4686137,"C",0,"R",5315417,"R",40278942,"R",47924694,"R",-40278942,"R",2033368,"R",9679120,"R",45597956,"Z",0,"R",55277076,"R",23092321,"R",73889304,"R",22063232,"R",28005652,"R",23820420,"R",51826072,"R",3407660,"R",38199792,"R",13778339,"Z",0,
219718,"R",3678054,"R",0,"R",0,"R",0,"R",961380,"R",0,"R",0,"R",1814375,"R",670323,"R",0,"R",1169708,"R",53975,"R",8347815,"C",364644,"C",428320,"C",351470,"C",0,"C",48655,"C",833585,"C",2026674,"Z",0,"Z",0,"R",1377980,"R",0,"R",0,"R",179426,"R",798299,"R",1397356,"R",838251,"R",2026674,"R",0,"R",387599,"R",7005585,"R",8347815,"R",-7005585,"R",184702,"R",1526932,"R",8489635,"R",0,"R",10016567,"R",6491337,"R",14997864,"R",5467500,"R",2723909,"R",6806455,"R",9530364,"R",45015,"R",3545498,"R",1883724,"R",458197,
219790,"R",2695165,"Z",0,"Z",0,"Z",0,"R",282125,"Z",0,"Z",0,"R",2488038,"R",299183,"Z",0,"R",2241142,"R",64617,"R",8070270,"C",251128,"R",543131,"C",90774,"C",0,"C",102661,"C",1411919,"R",2399613,"R",1768813,"Z",0,"R",1430978,"Z",0,"Z",0,"R",482998,"R",1056010,"R",2085861,"R",1634239,"Z",0,"Z",0,"Z",0,"R",6690086,"R",8070270,"R",-6690086,"Z",0,"R",1380184,"R",3703170,"Z",0,"R",5083354,"R",2682615,"R",8581600,"R",3498246,"R",1078196,"R",4005158,"R",5083354,"R",211137,"R",6616401,"R",2638171,"Z",0,
219806,"R",18159177,"Z",0,"Z",0,"Z",0,"R",1545274,"Z",0,"Z",0,"R",6446691,"R",3677010,"Z",0,"R",5524416,"R",1745853,"R",37098421,"C",1131286,"C",408774,"C",568632,"C",0,"C",5913377,"C",0,"C",8022069,"Z",0,"Z",0,"R",7987482,"C",0,"C",0,"R",939508,"R",3854250,"R",3078988,"R",4396775,"R",8022069,"C",725816,"R",3828349,"R",32833237,"R",37098421,"R",-32833237,"R",1314483,"R",5579667,"R",38848858,"Z",0,"R",44428525,"R",21020262,"R",60347241,"R",15918716,"R",19643443,"R",24785082,"R",44428525,"R",424018,"R",35521586,"R",11845566,"Z",0,
219833,"R",15504488,"Z",0,"Z",0,"Z",0,"R",782683,"Z",0,"Z",0,"R",3814610,"R",2792413,"Z",0,"R",2013127,"R",219608,"R",25126929,"C",533654,"C",249029,"C",0,"C",0,"C",0,"C",0,"C",782683,"R",782683,"Z",0,"R",7754784,"C",0,"C",0,"R",353816,"R",1969782,"R",3426971,"R",1207347,"R",5846285,"C",0,"R",3533728,"R",24092713,"R",25126929,"R",-24092713,"R",-422409,"R",611807,"R",32280945,"Z",0,"R",32892752,"R",23364799,"R",47370827,"R",14478075,"R",19898164,"R",12994588,"R",32892752,"R",1458371,"R",18099227,"R",9869972,"Z",0,
219842,"R",393080,"Z",0,"Z",0,"Z",0,"R",11772,"Z",0,"Z",0,"R",2105868,"Z",0,"R",84768,"Z",0,"R",129998,"R",2725486,"C",0,"C",0,"C",0,"C",0,"C",430461,"C",0,"C",430461,"Z",0,"Z",0,"R",641452,"R",41323,"R",24817,"R",219397,"R",222444,"R",567188,"R",16216,"R",228604,"C",0,"R",198322,"R",2159763,"R",2725486,"R",-2159763,"R",-953870,"R",-388147,"R",7032372,"Z",0,"R",6644225,"R",4687606,"R",10847225,"R",4203000,"R",2179008,"R",4465217,"R",6644225,"R",715443,"R",5398971,"R",919365,"Z",0,
219949,"R",7948957,"Z",0,"Z",0,"Z",0,"R",589012,"Z",0,"Z",0,"Z",0,"R",123613,"R",1306502,"Z",0,"C",499,"R",9968583,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"C",589012,"R",589012,"Z",0,"R",2769114,"C",0,"R",233548,"R",211868,"R",1260904,"R",1846520,"R",765068,"R",3075224,"C",0,"R",831445,"R",10993691,"R",11025359,"R",-10993691,"R",-4172,"R",27496,"R",5336711,"Z",0,"R",5364207,"R",53250,"R",9895732,"R",4531525,"R",3683140,"R",1681067,"R",5364207,"R",97300,"R",5058133,"R",2815672,"Z",0,
219976,"R",19394628,"Z",0,"Z",0,"Z",0,"R",185912,"Z",0,"Z",0,"R",5676051,"R",4880683,"Z",0,"R",5102930,"R",1019841,"R",36260045,"C",561206,"C",112902,"C",257315,"C",0,"C",853334,"C",4655442,"C",6440199,"R",5508776,"Z",0,"R",13847527,"R",16297,"R",60010,"R",3605408,"R",3961086,"R",4337210,"R",5008307,"Z",0,"Z",0,"Z",0,"R",30835845,"R",36260045,"R",-30835845,"R",910833,"R",6335033,"R",65868546,"Z",0,"R",72203579,"R",72163309,"R",105640988,"R",33437409,"R",36729139,"R",35474440,"R",72203579,"Z",0,"R",41638937,"R",14305976,"Z",0,
220136,"R",516852,"R",7853,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1672555,"R",985548,"R",6441,"R",99699,"R",11693,"R",3300641,"C",0,"C",0,"C",0,"C",0,"C",242139,"C",0,"C",242139,"Z",0,"Z",0,"R",636843,"R",11569,"C",0,"R",281894,"R",37326,"R",702238,"R",90187,"R",242139,"C",0,"R",358015,"R",2360211,"R",3300641,"R",-2360211,"R",-9116,"R",931314,"R",7038822,"R",-260411,"R",7709725,"R",5999333,"R",8355742,"R",646016,"R",3802591,"R",3907135,"R",7709726,"R",267709,"R",2293039,"R",1690943,"Z",0,
220181,"N",8627622,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",3844368,"N",2397087,"N",0,"N",1984668,"N",97925,"N",16951670,"N",298049,"N",93357,"N",1910464,"N",0,"N",0,"N",0,"N",2301870,"N",0,"N",0,"N",5026252,"N",0,"N",0,"N",660441,"N",1499572,"N",1563591,"N",983708,"N",2550040,"N",0,"N",1237341,"N",13520945,"N",16951670,"N",-13520945,"N",1563420,"N",4994145,"N",27094999,"N",0,"N",32089144,"N",19806703,"N",39047360,"N",6958216,"N",12034332,"N",20054812,"N",32089144,"N",4531100,"N",11844461,"N",5329814,"N",0,
220206,"R",1307605,"Z",0,"Z",0,"Z",0,"R",25615,"Z",0,"Z",0,"R",1129984,"R",49652,"Z",0,"R",959762,"R",8809,"R",3481427,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",878415,"Z",0,"Z",0,"R",255128,"R",302840,"R",798256,"R",783427,"R",46908,"Z",0,"R",343106,"R",3408080,"R",3481427,"R",-3408080,"Z",0,"R",73347,"R",4286390,"Z",0,"R",4359737,"R",68823,"R",4790662,"R",430929,"R",3431742,"R",927991,"R",4359733,"R",571240,"R",3374969,"R",1358186,"Z",0,
220215,"R",6001561,"Z",0,"Z",0,"Z",0,"R",531747,"R",22000,"Z",0,"R",2107292,"R",522026,"Z",0,"R",6164955,"R",352629,"R",15702210,"C",788980,"C",531747,"C",22000,"C",0,"C",655082,"C",1947095,"C",3944904,"R",3944904,"Z",0,"R",4704592,"C",0,"C",0,"R",1053950,"R",1955154,"R",2138450,"R",3986683,"C",0,"C",0,"R",1435816,"R",15274645,"R",15702210,"R",-15274645,"R",1868215,"R",2295780,"R",22090325,"Z",0,"R",24386105,"R",15926802,"R",39070741,"R",14684636,"R",15083992,"R",9302113,"R",24386105,"R",1700012,"R",14814817,"R",5688478,"Z",0,
220312,"N",2105263,"N",0,"N",0,"N",0,"N",362235,"N",825234,"N",0,"N",315044,"N",77317,"N",0,"N",295789,"N",39896,"N",4020778,"N",296283,"N",65952,"N",825234,"N",0,"N",47816,"N",0,"N",1235285,"N",0,"N",0,"N",673050,"N",0,"N",7324,"N",66494,"N",296939,"N",831448,"N",195892,"N",1528645,"N",0,"N",324740,"N",3924532,"N",4020778,"N",-3924532,"N",0,"N",96246,"N",3315063,"N",0,"N",3411309,"N",378031,"N",3621581,"N",210272,"N",2930063,"N",481246,"N",3411309,"N",111136,"N",2286435,"N",1172212,"N",55304,
220464,"N",116424,"N",150,"N",6891,"N",0,"N",0,"N",0,"N",0,"N",101664,"N",1058,"N",0,"N",9336,"N",13880,"N",249403,"N",50061,"N",12660,"N",104030,"N",0,"N",3050,"N",0,"N",169801,"N",142395,"N",8350,"N",106406,"N",0,"N",81253,"N",16440,"N",72033,"N",78483,"N",15637,"N",3050,"N",0,"N",73559,"N",446861,"N",400148,"N",-446861,"N",10000,"N",-36713,"N",211654,"N",0,"N",174941,"N",0,"N",249922,"N",74981,"N",164941,"N",10000,"N",174941,"N",18920,"N",692858,"N",69112,"N",53356,
220473,"R",1909530,"Z",0,"Z",0,"Z",0,"R",124058,"Z",0,"Z",0,"R",2756265,"R",11256963,"Z",0,"R",1694838,"R",46377,"R",17788031,"C",640816,"C",248116,"C",0,"C",0,"C",0,"C",0,"R",888932,"R",296311,"R",148155,"R",1237693,"C",0,"C",0,"R",462397,"R",468344,"R",1196414,"R",1129994,"R",609373,"C",0,"R",1432629,"R",6536844,"R",17788031,"R",-6536844,"R",7577237,"R",18828424,"R",46683450,"Z",0,"R",65511874,"R",58188292,"R",69269309,"R",3757435,"R",35248998,"R",30262876,"R",65511874,"R",43812,"R",12157113,"R",5757979,"Z",0,
220516,"R",2755242,"Z",0,"Z",0,"Z",0,"R",115882,"Z",0,"Z",0,"R",2519110,"R",1854639,"Z",0,"R",1778927,"R",120406,"R",9144206,"C",310572,"C",56585,"C",0,"C",0,"C",765241,"C",1535172,"C",2667570,"R",2356998,"Z",0,"R",1964024,"Z",0,"Z",0,"R",453982,"R",1359747,"R",1875018,"R",1040050,"Z",0,"Z",0,"R",1420023,"R",8112844,"R",9144206,"R",-8112844,"Z",0,"R",1031362,"R",19806147,"Z",0,"R",20837509,"R",13289741,"R",22912359,"R",2079850,"R",9904062,"R",10928447,"R",20832509,"R",480914,"R",10524990,"R",3693329,"Z",0,
220589,"R",3131296,"Z",0,"Z",0,"Z",0,"R",187240,"Z",0,"Z",0,"R",1778096,"R",1138550,"Z",0,"R",1863274,"R",385401,"R",8483857,"C",497499,"C",140025,"C",252120,"C",0,"C",407358,"C",2171259,"R",3468261,"R",2578617,"Z",0,"R",3703980,"Z",0,"Z",0,"R",491087,"R",1366247,"R",2458387,"R",1379092,"Z",0,"Z",0,"R",0,"R",9398793,"R",8483857,"R",-9398793,"R",89009,"R",-825927,"R",10387936,"Z",0,"R",9562009,"R",9168728,"R",23716798,"R",14154789,"R",-551747,"R",10113756,"R",9562009,"R",631487,"R",9996788,"R",4189884,"Z",0,
220598,"R",4028897,"Z",0,"Z",0,"Z",0,"R",3616555,"R",76651,"Z",0,"R",1473677,"R",291859,"R",272358,"R",1718785,"R",199778,"R",11678560,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1647181,"Z",0,"R",867372,"R",508566,"R",403884,"R",2229355,"R",2027292,"R",2046083,"Z",0,"Z",0,"R",9729733,"R",11678560,"R",-9729733,"Z",0,"R",1948827,"R",10236515,"Z",0,"R",12185342,"R",2342867,"R",14233416,"R",2048074,"R",10566698,"R",1618644,"R",12185342,"R",120614,"R",7673816,"R",2267934,"Z",0,
220604,"N",7466385,"N",0,"N",0,"N",0,"N",350703,"N",82200,"N",0,"N",3869217,"N",5250896,"N",2148452,"N",0,"N",744611,"N",19912464,"N",233946,"N",144898,"N",165803,"N",0,"N",0,"N",0,"N",544647,"N",0,"N",0,"N",3018494,"N",0,"N",307763,"N",857931,"N",1577008,"N",2105759,"N",1379234,"N",1239328,"N",202631,"N",2713207,"N",13401355,"N",19912464,"N",-13401355,"N",0,"N",6511109,"N",35887376,"N",0,"N",42398485,"N",1304279,"N",45699252,"N",3300767,"N",25770111,"N",16628374,"N",42398485,"N",1727228,"N",13670931,"N",9039957,"N",0,
