unitid,part,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,filler1,b101,b102,b103,filler2,b111,b112,b113,filler3,b121,b122,b123,b124,b131,b132,b133,b134,b161,b162,b163,b164,b191,b192,b193,b194,b221,b222,b223,b224,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,filler4,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093",filler5,"xb101","xb102","xb103",filler6,"xb111","xb112","xb113",filler7,"xb121","xb122","xb123","xb124","xb131","xb132","xb133","xb134","xb161","xb162","xb163","xb164","xb191","xb192","xb193","xb194","xb221","xb222","xb223","xb224","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"218487","B","4429408","508638","4938046","3387921","0","0","0","0","0","0","0","0","1011139","338098","1349237","787673","494424","438539","932963","585126","1616055","172786","1788841","823487","891038","4379","895417","460084","7979","1324015","1331994","","0","0","0","","210266","0","210266","","8660309","2786455","11446764","6044291","616382","4379","620761","66766","0","0","0","0","0","0","0","0","9276691","2790834","12067525","6111057","6044291","1369139","0","0","7413430","360348","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"218520","B","4890878","671372","5562250","4083218","0","0","0","0","0","0","0","0","496042","459623","955665","754137","2343944","458998","2802942","1376848","2203309","273930","2477239","1125031","1260358","9468","1269826","633287","28241","1491471","1519712","","51155","0","51155","","-219350","0","-219350","","11054577","3364862","14419439","7972521","815439","23736","839175","82726","0","0","0","0","0","0","0","0","11870016","3388598","15258614","8055247","7972521","1808240","0","0","9780761","226194","0","0","0","0","0","0","",10,10,10,11,31,31,31,31,31,31,31,31,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,15,10,15,"",10,31,10,"",10,31,10,"",18,10,18,10,10,10,10,10,31,31,31,31,31,31,31,31,18,10,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"218539","B","4627573","470021","5097594","3536492","0","0","0","0","0","0","0","0","1184829","75055","1259884","583319","2186957","96280","2283237","1131467","2884045","44448","2928493","1284100","1666184","0","1666184","675344","2901657","2034751","4936408","","338451","0","338451","","-532537","-2568","-535105","","15257159","2717987","17975146","7210722","4820573","62298","4882871","1547852","0","0","0","0","0","0","0","0","20077732","2780285","22858017","8758574","7210722","1982477","0","0","9193199","684024","254720","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"218645","B","7903267","83955","7987222","6145876","65129","878870","943999","479030","747771","1713416","2461187","837233","1337782","0","1337782","690884","2205268","0","2205268","1107389","1775410","0","1775410","948548","1425408","0","1425408","465541","1562791","1215953","2778744","","12971","0","12971","","-93873","0","-93873","","16941924","3892194","20834118","10674501","1098586","0","1098586","113802","0","0","0","0","0","0","0","0","18040510","3892194","21932704","10788303","10674501","2304765","0","0","12979266","752519","0","123840","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"218654","B","1763993","19175","1783168","1378961","2217","7977","10194","7900","180855","104582","285437","151917","302920","0","302920","104024","368906","0","368906","218152","591188","0","591188","354430","328568","0","328568","54282","46181","307679","353860","","0","0","0","","94509","0","94509","","3679337","439413","4118750","2269666","330935","0","330935","30687","0","0","0","0","0","0","0","0","4010272","439413","4449685","2300353","2269666","450748","0","0","2720414","213209","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,18,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"218663","B","132972944","926134","133899078","91421197","11526838","37362060","48888898","23433515","15289233","17400747","32689980","14877326","32981836","71773","33053609","19813085","10501435","208228","10709663","6042808","24815455","72828","24888283","17639022","21429533","64690","21494223","8969631","8073964","9125937","17199901","","81301","0","81301","","2606432","215505","2821937","","260278971","65447902","325726873","182196584","45580150","0","45580150","12125794","0","0","0","0","0","0","0","0","305859121","65447902","371307023","194322378","182196584","35332096","0","0","217528680","33044686","1049853","7901037","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"218672","B","1868736","14290","1883026","1385975","0","67968","67968","58323","276243","295472","571715","364347","368514","0","368514","129787","465870","0","465870","465620","413513","0","413513","411826","395548","0","395548","395548","50906","337842","388748","","0","0","0","","-1840","0","-1840","","3837490","715572","4553062","3211426","260376","0","260376","30989","0","0","0","0","0","0","0","0","4097866","715572","4813438","3242415","3211426","556665","0","0","3768091","227906","0","30500","0","0","0","0","",10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"218681","B","1495094","41719","1536813","1131835","0","2000","2000","0","11308","83675","94983","10580","364427","0","364427","147199","273806","0","273806","148955","498390","0","498390","377316","437408","0","437408","144698","61311","518027","579338","","0","0","0","","-100045","0","-100045","","3041699","645421","3687120","1960583","292055","0","292055","0","0","0","0","0","0","0","0","0","3333754","645421","3979175","1960583","1960583","435828","0","0","2396411","200188","0","99500","0","0","0","0","",10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"218690","B","2874879","51567","2926446","2430841","2287","1497","3784","400","25945","409375","435320","102499","596453","0","596453","286554","719723","0","719723","496918","870452","0","870452","551254","684996","0","684996","256483","32571","621139","653710","","0","0","0","","-110","0","-110","","5807196","1083578","6890774","4124949","438817","0","438817","47623","0","0","0","0","0","0","0","0","6246013","1083578","7329591","4172572","4124949","905458","0","0","5030407","294096","0","30090","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"218706","B","655656","10488","666144","522708","146","0","146","0","16579","137552","154131","95837","147756","0","147756","60038","170058","0","170058","104950","225467","0","225467","158217","103912","0","103912","30986","13415","113994","127409","","0","0","0","","12465","0","12465","","1345454","262034","1607488","972736","62689","0","62689","242","0","0","0","0","0","0","0","0","1408143","262034","1670177","972978","972736","224605","0","0","1197341","72615","0","0","0","0","0","0","",10,10,10,10,10,31,10,31,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"218724","B","11123390","267116","11390506","8717324","156252","348195","504447","242924","109851","2037959","2147810","249462","2190600","0","2190600","1247411","4209245","15558","4224803","1898197","3542958","0","3542958","1959770","2667719","0","2667719","1167434","1220136","1764823","2984959","","20601","0","20601","","-200188","-32364","-232552","","25040564","4401287","29441851","15482522","2897739","0","2897739","306619","0","0","0","0","0","0","0","0","27938303","4401287","32339590","15789141","15482522","3491914","0","0","18974436","831354","152927","591662","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"218733","B","14377249","1713728","16090977","11110114","207875","2342175","2550050","1540661","66988","2766938","2833926","1889893","3305383","681215","3986598","2679223","2181481","377832","2559313","1439901","5493071","204650","5697721","3390974","4727424","0","4727424","1780890","434921","5241994","5676915","","0","0","0","","124238","0","124238","","30918630","13328532","44247162","23831656","11835426","0","11835426","3169956","0","0","0","0","0","0","0","0","42754056","13328532","56082588","27001612","23831656","5884607","0","0","29716263","1144599","0","840000","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,10,31,31,31,31
"218742","B","9056138","112602","9168740","7045985","19338","168736","188074","65609","135323","1428709","1564032","896848","1965818","0","1965818","1019829","2187575","0","2187575","1136742","2449342","0","2449342","1443565","1516875","0","1516875","583213","942355","1393398","2335753","","12440","0","12440","","260671","-12440","248231","","18545875","3091005","21636880","12191791","1289820","0","1289820","111704","0","0","0","0","0","0","0","0","19835695","3091005","22926700","12303495","12191791","2738560","0","0","14930351","1081799","0","205538","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,16,31,10,31,31,31,31
"218751","B","814113","0","814113","643428","19922","0","19922","16237","0","0","0","0","90893","0","90893","57873","214575","0","214575","137934","773621","0","773621","325655","160985","0","160985","61328","176030","51757","227787","","0","0","0","","0","0","0","","2250139","51757","2301896","1242455","123717","0","123717","41065","0","0","0","0","0","0","0","0","2373856","51757","2425613","1283520","1242455","101565","0","0","1344020","70786","0","0","0","0","0","0","",10,31,10,10,10,31,10,10,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"218821","B","1345243","24422","1369665","1050739","0","0","0","0","0","0","0","0","389321","170264","559585","356053","619939","17616","637555","317044","1158747","8208","1166955","655292","539058","4006","543064","13579","1183209","1091624","2274833","","51789","0","51789","","309312","-91641","217671","","5596618","1224499","6821117","2392707","1724685","27908","1752593","362971","0","0","0","0","0","0","0","0","7321303","1252407","8573710","2755678","2392707","456806","0","0","2849513","165751","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,"",10,31,10,"",10,10,10,"",18,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,18,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"218830","B","5492455","861859","6354314","4348089","0","0","0","0","0","0","0","0","1025340","61953","1087293","744671","862451","17745","880196","593142","2236793","120843","2357636","1301657","748693","4763","753456","148262","40642","1087524","1128166","","0","0","0","","339000","0","339000","","10745374","2154687","12900061","7135821","930430","4763","935193","56838","0","0","0","0","0","0","0","0","11675804","2159450","13835254","7192659","7135821","1594199","0","0","8730020","178611","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"218858","B","4293093","334122","4627215","3241010","0","0","0","0","0","0","0","0","1035843","80440","1116283","781641","697675","124468","822143","565541","1354617","94857","1449474","837135","873907","2218","876125","263178","15426","1556957","1572383","","69388","0","69388","","697649","0","697649","","9037598","2193062","11230660","5688505","589596","17865","607461","91151","0","0","0","0","0","0","0","0","9627194","2210927","11838121","5779656","5688505","1257808","0","0","6946313","146000","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,"",10,31,10,"",10,31,10,"",10,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"218885","B","6399395","768167","7167562","5309169","0","0","0","0","0","0","0","0","1692525","797136","2489661","1576741","746542","1101358","1847900","1043498","2295739","173326","2469065","1357275","1271584","0","1271584","370417","0","1061727","1061727","","0","0","0","","0","0","0","","12405785","3901714","16307499","9657100","1077859","0","1077859","85270","0","0","0","0","0","0","0","0","13483644","3901714","17385358","9742370","9657100","1615883","0","0","11272983","408760","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"218894","B","15813963","1655877","17469840","12226475","0","0","0","0","0","0","0","0","3374967","0","3374967","1721188","3383370","1126223","4509593","2782078","5384210","55792","5440002","3022142","2973512","0","2973512","633997","65371","2977436","3042807","","0","0","0","","1400000","0","1400000","","32395393","5815328","38210721","20385880","3279025","0","3279025","131900","0","0","0","0","0","0","0","0","35674418","5815328","41489746","20517780","20385880","0","0","4374084","24759964","867999","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31,31
"218919","B","1016111","929522","1945633","1032322","0","0","0","0","0","0","0","0","292231","375411","667642","363593","661036","41957","702993","362842","931003","495169","1426172","497059","1067066","702","1067768","330755","211677","1881271","2092948","","186827","0","186827","","0","0","0","","4365951","3724032","8089983","2586571","1401739","0","1401739","82289","0","0","0","0","0","0","0","0","5767690","3724032","9491722","2668860","2586571","425582","0","124369","3136522","181235","90945","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",31,31,31,"",10,10,10,18,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,18,10,10,31,10,10,10,10,10,31,31,31,31
"218955","B","792457","155998","948455","601504","0","0","0","0","0","0","0","0","218187","360726","578913","267727","128839","15490","144329","111037","827643","143175","970818","611300","237548","10560","248108","107714","4970","402442","407412","","0","0","0","","3209","0","3209","","2212853","1088391","3301244","1699282","113577","0","113577","2017","0","0","0","0","0","0","0","0","2326430","1088391","3414821","1701299","1699282","399331","0","0","2098613","113223","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,18,10,10,31,31,10,10,31,31,31,31,31,31
"218964","B","15818896","548312","16367208","12305499","15735","294422","310157","136529","1291834","2846396","4138230","1331446","4246373","0","4246373","2501332","4310691","17341","4328032","2120563","6133067","0","6133067","4002275","5435609","0","5435609","1923980","2693145","2356804","5049949","","609747","0","609747","","163777","166964","330741","","40718874","6230239","46949113","24321624","7343666","0","7343666","1622588","0","0","0","0","0","0","0","0","48062540","6230239","54292779","25944212","24321624","5490595","0","0","29812219","1687599","3740553","-3192209","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,"",10,31,10,"",10,10,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"218973","B","4892939","0","4892939","3661529","0","0","0","0","0","0","0","0","1061794","0","1061794","477111","1237813","0","1237813","680578","2615227","0","2615227","1405130","2030852","0","2030852","632794","3316909","2841699","6158608","","0","0","0","","0","0","0","","15155534","2841699","17997233","6857142","5334465","0","5334465","1602180","0","0","0","0","0","0","0","0","20489999","2841699","23331698","8459322","6857142","1728437","0","0","8585579","746434","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",18,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10
"218991","B","6709803","1142264","7852067","5077947","0","0","0","0","0","0","0","0","1239721","51837","1291558","803372","1280155","1407980","2688135","1338594","2734354","427389","3161743","1567308","1483969","0","1483969","474443","0","1354508","1354508","","0","0","0","","0","0","0","","13448002","4383978","17831980","9261664","1474514","0","1474514","231256","0","0","0","0","0","0","0","0","14922516","4383978","19306494","9492920","9261664","1916569","0","0","11178233","94760","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,15,15,"",31,31,31,"",31,31,31,"",10,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"219000","B","6737458","321328","7058786","5066730","51733","607654","659387","349552","611257","514256","1125513","340458","1361012","207218","1568230","840537","2137255","121360","2258615","1319671","2834253","91031","2925284","1527699","1389261","30396","1419657","643348","4631450","2098083","6729533","","474691","0","474691","","60810","0","60810","","20289180","3991326","24280506","10087995","2205741","36430","2242171","183094","0","0","0","0","0","0","0","0","22494921","4027756","26522677","10271089","10087995","2610713","0","0","12698708","600956","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",10,31,10,"",10,10,10,18,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"219046","B","6010218","82003","6092221","4599470","2196","27278","29474","5417","615435","133636","749071","434997","1435704","1631","1437335","873401","1428458","472872","1901330","929291","1590947","653","1591600","1019520","1188821","495","1189316","407385","26997","2692615","2719612","","0","0","0","","248697","0","248697","","12547473","3411183","15958656","8269481","4233369","20707","4254076","1197561","0","0","0","0","0","0","0","0","16780842","3431890","20212732","9467042","8269481","1503492","0","0","9772973","592074","372801","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"219055","B","240124","0","240124","217669","0","0","0","0","0","0","0","0","16993","0","16993","0","155195","0","155195","124404","250530","0","250530","112119","45295","0","45295","0","868","209794","210662","","0","0","0","","0","0","0","","709005","209794","918799","454192","0","0","0","0","0","0","0","0","0","0","0","0","709005","209794","918799","454192","454192","0","0","0","454192","3000","0","0","0","0","0","0","",10,31,10,10,31,31,10,31,31,31,10,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,31,10,10,10,"",31,31,10,"",31,31,10,"",10,10,10,10,31,31,10,31,31,31,10,10,31,31,10,31,18,18,10,18,10,10,10,10,10,10,31,31,31,31,31,31
"219082","B","3320815","202008","3522823","2704107","0","0","0","0","580811","357093","937904","495826","1238690","0","1238690","540298","1095337","30224","1125561","590600","866741","0","866741","644072","577434","0","577434","322764","0","1232810","1232810","","20500","0","20500","","65380","0","65380","","7765708","1822135","9587843","5297667","1622346","0","1622346","514153","0","0","0","0","0","0","0","0","9388054","1822135","11210189","5811820","5297667","1134110","0","0","6431777","348210","160957","0","0","0","0","0","",10,10,10,10,31,31,31,31,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,10,10,"",10,31,10,"",10,31,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"219091","B","1348689","161740","1510429","1083879","0","0","0","0","7946","0","7946","0","258093","39588","297681","103898","1166495","212334","1378829","586560","1424705","18468","1443173","574583","490707","54478","545185","188592","727344","1068945","1796289","","134454","0","134454","","0","0","0","","5558433","1555553","7113986","2537512","895630","7775","903405","106714","0","0","0","0","0","0","0","0","6454063","1563328","8017391","2644226","2537512","447423","0","0","2984935","237959","48065","0","0","0","0","0","",10,10,10,10,31,31,31,31,10,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,31,10,"",31,31,31,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,18,10,31,31,18,10,10,31,31,31,31,31
"219134","B","1283071","0","1283071","1099911","0","0","0","0","0","0","0","0","383514","0","383514","266176","750448","0","750448","387239","587354","0","587354","323542","728223","0","728223","116413","765643","854060","1619703","","0","0","0","","0","0","0","","4498253","854060","5352313","2193281","456348","0","456348","56500","0","0","0","0","0","0","0","0","4954601","854060","5808661","2249781","2193281","352283","0","0","2545564","97068","0","0","0","0","0","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",10,10,10,"",10,10,10,"",10,10,10,18,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,18,10,31,31,31,31,31,31
"219198","B","1772875","531154","2304029","1488411","0","0","0","0","0","0","0","0","224932","14356","239288","121270","926501","22589","949090","548188","1088891","5755","1094646","688145","332192","20956","353148","151864","1388091","1131728","2519819","","24464","0","24464","","0","0","0","","5757946","1726538","7484484","2997878","1044377","47140","1091517","113391","0","0","0","0","0","0","0","0","6802323","1773678","8576001","3111269","2997878","501600","0","0","3499478","148265","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,"",10,31,10,"",31,10,31,"",10,10,10,18,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,18,18,10,31,31,18,10,31,31,31,31,31,31
"219204","B","936485","3958","940443","745831","0","0","0","0","0","0","0","0","344939","5839","350778","122483","986805","3980","990785","481749","1916701","4641","1921342","707323","1018591","0","1018591","154334","13245","492211","505456","","0","0","0","","0","0","0","","5216766","510629","5727395","2211720","374161","4651","378812","196937","0","0","0","0","0","0","0","0","5590927","515280","6106207","2408657","2211720","55043","0","0","2266763","352","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"219213","B","283024","2003","285027","243910","0","0","0","0","0","0","0","0","74287","234","74521","60455","311652","637","312289","209961","400337","797","401134","88750","163981","0","163981","0","21077","219458","240535","","0","0","0","","0","0","0","","1254358","223129","1477487","603076","2532","0","2532","379","0","0","0","0","0","0","0","0","1256890","223129","1480019","603455","603076","21364","0","0","624440","2494","0","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,10,10,10,"",31,31,31,"",31,31,31,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,18,10,31,31,31,31,31,31
"219240","B","759339","8534","767873","532499","0","0","0","0","258439","4867","263306","156388","204041","5198","209239","118937","265778","10071","275849","134387","610143","11600","621743","325475","239113","2136","241249","62017","8058","234914","242972","","0","0","0","","-269275","-36190","-305465","","2075636","241130","2316766","1329703","449809","0","449809","91380","0","0","0","0","0","0","0","0","2525445","241130","2766575","1421083","1329703","391990","0","0","1721693","164041","4984","35455","0","0","0","0","",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"",31,31,31,"",10,10,10,"",10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,18,10,31,31,18,10,10,10,31,31,31,31
"219259","B","6465664","734450","7200114","5165766","98021","0","98021","57136","124717","23506","148223","105994","1908036","45183","1953219","795886","1833076","236309","2069385","902768","1579441","85660","1665101","885637","1152068","3199","1155267","621360","0","2409623","2409623","","90408","0","90408","","160680","48281","208961","","13412111","3586211","16998322","8534547","3313714","82148","3395862","693792","0","0","0","0","0","0","0","0","16725825","3668359","20394184","9228339","8534547","1563855","0","0","10098402","657299","295000","0","0","0","0","0","",10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,31,10,10,"",10,31,10,"",10,10,10,"",10,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,10,31,31,31,31,31
"219277","B","879480","583431","1462911","826006","0","65903","65903","39001","0","141160","141160","52938","199154","688096","887250","421250","1424522","370617","1795139","1175655","2241740","32680","2274420","454087","89200","0","89200","37404","0","913633","913633","","0","0","0","","0","0","0","","4834096","2795520","7629616","3006341","0","0","0","0","0","0","0","0","0","0","0","0","4834096","2795520","7629616","3006341","3006341","601268","0","0","3607609","159406","0","0","0","0","0","0","",10,10,10,10,31,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,31,10,10,31,15,15,"",31,31,31,"",31,31,31,"",10,18,18,10,31,31,31,31,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"219295","B","1094911","428675","1523586","1085638","0","0","0","0","0","0","0","0","129259","34311","163570","74770","409127","34404","443531","264734","788972","130155","919127","476886","251651","28307","279958","79520","38606","652097","690703","","16640","0","16640","","0","0","0","","2729166","1307949","4037115","1981548","417456","7738","425194","143021","0","0","0","0","0","0","0","0","3146622","1315687","4462309","2124569","1981548","394343","0","0","2375891","128025","73332","0","0","0","0","0","",10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,"",10,31,10,"",31,31,31,"",10,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,18,18,18,10,10,10,31,31,10,10,10,31,31,31,31,31
