unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b124,b131,b132,b133,b134,b161,b162,b163,b164,b191,b192,b193,b194,b221,b222,b223,b224,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072","xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb124","xb131","xb132","xb133","xb134","xb161","xb162","xb163","xb164","xb191","xb192","xb193","xb194","xb221","xb222","xb223","xb224","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"240392","497207","0","497207","431806","0","0","0","0","0","0","0","0","56176","0","56176","36677","517117","0","517117","383179","750171","0","750171","227658","141029","0","141029","15019","0","222955","222955","0","0","0","0","0","0","1961700","222955","2184655","1094339","186390","0","186390","21476","0","0","0","0","0","0","0","0","2148090","222955","2371045","1115815","1094339","245888","0","0","1340227","3908","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"240417","23048329","366240","23414569","15667355","417147","897939","1315086","753797","2201818","2209272","4411090","1808172","8286984","144271","8431255","4281917","7223164","639288","7862452","4017206","5588939","346703","5935642","3928605","5098558","2114","5100672","2727590","4926862","3685305","8612167","3377233","15290","3392523","106914","16250","123164","60275948","8322672","68598620","33184642","9680278","0","9680278","3345289","0","0","0","0","0","0","0","0","69956226","8322672","78278898","36529931","33184642","10549863","0","0","43734505","2039813","386584","230572","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,10,10,10,10,10,10,10,18,18,10,10,31,10,10,31,31,10,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"240426","8314611","203791","8518402","5879317","183066","643845","826911","519597","1123278","97646","1220924","596879","2164941","39339","2204280","1045042","2652991","240836","2893827","1512848","2170506","14316","2184822","1291648","2615643","1121","2616764","1239147","4755739","1351935","6107674","1482201","0","1482201","16024","0","16024","25479000","2592829","28071829","12084478","3239995","18300","3258295","555452","0","0","0","0","0","0","0","0","28718995","2611129","31330124","12639930","12084478","3786007","0","0","15870485","902984","235546","253165","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,10,31,10,10,31,10,10,18,18,10,10,10,10,10,31,31,10,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"240435","163835","221235","385070","72968","0","217516","217516","35367","0","76","76","0","307239","8412","315651","174138","546849","17636","564485","296601","12174871","1362913","13537784","8723258","1054347","181","1054528","406486","4728","1000","5728","441249","0","441249","0","0","0","14693118","1828969","16522087","9708818","0","0","0","0","0","0","0","0","0","0","0","0","14693118","1828969","16522087","9708818","9708818","2444685","0","0","12153503","0","0","0","0","0","0","0",10,10,10,10,31,10,11,10,31,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,31,31,10,18,10,18,10,31,31,10,31,31,31,10,31,31,31,31,31,18,10,18,10,10,10,31,31,10,31,31,31,31,31,31,31
"240444","242382864","29561637","271944501","192624125","103319546","279203133","382522679","211929272","64659113","10308949","74968062","34757787","90614209","4888623","95502832","51300684","34848852","1767032","36615884","21609265","36910950","527962","37438912","25961461","64623047","71036","64694083","29972239","32227911","26896137","59124048","29522031","116680","29638711","3214742","13592512","16807254","702323265","366933701","1069256966","568154833","87575892","3862200","91438092","26597905","273652424","3462690","277115114","117352988","0","0","0","0","1063551581","374258591","1437810172","712105726","568154833","147425721","0","0","715580554","31856010","3242509","3823779","4932177","1429840","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,10,10,10,10,10,10,18,18,18,10,10,10,10,10,10,10,10,10,31,31,31,31,18,18,18,10,10,10,31,31,10,10,10,10,10,10,31,31
"240453","82181474","4077381","86258855","59519885","9370785","9536807","18907592","11449111","14037793","1450080","15487873","4866887","26361250","170980","26532230","17550813","21966314","1268035","23234349","11633533","12073515","231100","12304615","7365504","14983148","0","14983148","6526568","5060366","8402131","13462497","9457745","345697","9803442","1125531","590000","1715531","196617921","26072211","222690132","118912301","19372986","0","19372986","5363662","0","0","0","0","0","0","0","0","215990907","26072211","242063118","124275963","118912301","29939480","0","0","148851781","8156751","1522783","269444","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,15,15,15,10,10,10,10,10,10,18,18,18,10,10,31,10,10,31,31,10,31,31,31,31,31,18,18,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"240462","21437020","129842","21566862","13022342","73","1811","1884","791","1764161","211994","1976155","707755","6205619","348534","6554153","2444256","4289527","370894","4660421","2482043","3621629","140710","3762339","2393701","3523242","0","3523242","1752406","1093264","2034359","3127623","2764195","74894","2839089","4041","223564","227605","44702771","3536602","48239373","22803294","8446795","0","8446795","2621679","0","0","0","0","0","0","0","0","53149566","3536602","56686168","25424973","22803294","6843701","0","0","29646995","1819268","120960","446875","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,10,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,10,31,31,31,31
"240471","19032703","991663","20024366","13375652","0","165843","165843","91832","1766441","335784","2102225","794255","5385399","259247","5644646","2805849","4970179","157226","5127405","2510878","3435745","88873","3524618","2294318","3476219","0","3476219","1939025","11472828","2418719","13891547","2553877","0","2553877","115208","30843","146051","52208599","4448198","56656797","23811809","6669637","0","6669637","1405671","0","0","0","0","0","0","0","0","58878236","4448198","63326434","25217480","23811809","7140018","0","0","30951827","1310676","323959","339063","0","0","0","0",10,10,10,10,31,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,15,15,10,31,10,10,10,10,18,18,18,10,10,31,10,10,31,31,10,31,31,31,31,31,18,18,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"240480","32200271","657504","32857775","20684591","213834","1327140","1540974","912234","3476540","1437963","4914503","2374910","7987576","6325","7993901","4526296","9159594","639496","9799090","4885200","5785268","60402","5845670","3759087","4965206","0","4965206","2854602","2209379","3804706","6014085","3765346","28632","3793978","149543","1676698","1826241","69912557","9638866","79551423","39996920","12799632","15491","12815123","2562999","0","0","0","0","0","0","0","0","82712189","9654357","92366546","42559919","39996920","11863085","0","0","51860005","2466763","1473878","458126","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,15,10,15,10,10,10,10,10,10,18,10,18,10,10,10,10,10,31,31,10,31,31,31,31,31,18,10,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"240505","7715885","357718","8073603","5827377","0","0","0","0","132262","0","132262","62357","819339","1683","821022","473930","1132031","396043","1528074","769493","2642557","1289","2643846","1359972","3055534","60369","3115903","994179","319561","1926922","2246483","0","0","0","0","0","0","15817169","2744024","18561193","9487308","1436848","0","1436848","398268","0","0","0","0","0","0","0","0","17254017","2744024","19998041","9885576","9487308","2374796","0","0","11862104","491703","119640","0","0","0","0","0",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"240514","2977860","473316","3451176","2361006","0","0","0","0","139371","1054686","1194057","473867","471281","423068","894349","459186","700641","118762","819403","475684","1074388","68358","1142746","593963","1149392","0","1149392","369079","130405","694787","825192","0","0","0","0","0","0","6643338","2832977","9476315","4732785","756569","8299","764868","117055","0","0","0","0","0","0","0","0","7399907","2841276","10241183","4849840","4732785","1177198","0","0","5909983","162355","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"240596","2240683","147992","2388675","1575389","0","0","0","0","37405","0","37405","13257","300845","328","301173","187470","748773","0","748773","433460","923941","0","923941","501570","688687","0","688687","228713","197221","516582","713803","0","0","0","9485","0","9485","5147040","664902","5811942","2939859","703479","0","703479","163304","0","0","0","0","0","0","0","0","5850519","664902","6515421","3103163","2939859","769488","0","0","3709347","113407","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"240620","6304465","489810","6794275","4583385","0","0","0","0","210927","68036","278963","149362","2000428","163709","2164137","1346694","963627","146156","1109783","709650","2401077","0","2401077","1286780","2359931","0","2359931","885335","214801","1090273","1305074","0","0","0","0","0","0","14455256","1957984","16413240","8961206","676609","0","676609","68132","0","0","0","0","0","0","0","0","15131865","1957984","17089849","9029338","8961206","2270095","0","0","11231301","450797","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"240657","4897826","139210","5037036","3626975","0","0","0","0","0","37266","37266","15335","591699","60356","652055","302939","1002335","35606","1037941","645337","1655939","5035","1660974","802915","1226938","9033","1235971","445572","313821","1155462","1469283","0","0","0","0","0","0","9688558","1441968","11130526","5839073","2353253","0","2353253","411742","0","0","0","0","0","0","0","0","12041811","1441968","13483779","6250815","5839073","1484656","0","0","7323729","168211","363451","0","0","0","0","0",10,10,10,10,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,10,31,31,31,31,31
"240666","4894948","820872","5715820","3931773","0","0","0","0","37772","0","37772","22062","648775","135934","784709","333637","873739","0","873739","496806","1312836","108304","1421140","759142","1109127","0","1109127","390096","195133","1051883","1247016","0","0","0","63895","0","63895","9136225","2116993","11253218","5933516","1165571","0","1165571","156460","0","0","0","0","0","0","0","0","10301796","2116993","12418789","6089976","5933516","1502419","0","0","7435935","301845","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"240693","4404396","437209","4841605","3225469","0","0","0","0","52237","2675","54912","39708","722689","197","722886","422903","1347119","215950","1563069","830548","1796826","104419","1901245","1083136","2342402","18007","2360409","715234","438848","898555","1337403","0","0","0","8123","0","8123","11112640","1677012","12789652","6316998","2009237","0","2009237","555557","0","0","0","0","0","0","0","0","13121877","1677012","14798889","6872555","6316998","1654487","0","0","7971485","252060","0","0","0","0","0","0",10,10,10,10,31,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,10,31,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"240718","2074211","0","2074211","1343623","0","0","0","0","0","0","0","0","312669","0","312669","214086","3559637","0","3559637","1847250","3513231","0","3513231","642221","883906","0","883906","110064","128741","1106017","1234758","0","0","0","0","0","0","10472395","1106017","11578412","4157244","2206451","0","2206451","313780","0","0","0","0","0","0","0","0","12678846","1106017","13784863","4471024","4157244","653842","0","0","4811086","29060","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,18,10,10,31,11,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,18,10,10,16,31,31,11,10,31,31,31,31,31,31
"240727","62847297","778313","63625610","44709971","8849161","29357320","38206481","17339529","5538142","3414607","8952749","5387643","14794471","216478","15010949","7101199","5235802","0","5235802","3838800","12289564","275666","12565230","9119289","12510794","0","12510794","4838242","9384582","5954760","15339342","4336324","0","4336324","-6702118","3141702","-3560416","129084019","43138846","172222865","92334673","32838573","0","32838573","8726520","0","0","0","0","0","0","0","0","161922592","43138846","205061438","101061193","92334673","23867444","0","0","116202117","5505592","940670","1423127","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,15,15,10,31,18,10,10,10,10,18,18,10,10,31,10,10,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,10,10,31,31,31,31
"240736","4971037","1984898","6955935","4999870","0","0","0","0","0","0","0","0","989434","626618","1616052","996525","1686568","670856","2357424","1736210","2725887","223629","2949516","1744405","1014662","0","1014662","399919","0","272410","272410","3600","0","3600","0","0","0","11391188","3778411","15169599","9876929","577577","0","577577","245027","0","0","0","0","0","0","0","0","11968765","3778411","15747176","10121956","9876929","2095272","0","0","11972201","288506","0","0","0","0","0","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"240745","5326277","2126743","7453020","5357170","0","0","0","0","0","0","0","0","989434","626618","1616052","996525","1807093","718797","2525890","1860283","2725887","223629","2949516","1744405","1014662","0","1014662","399919","0","291877","291877","3600","0","3600","0","0","0","11866953","3987664","15854617","10358302","618852","0","618852","245027","0","0","0","0","0","0","0","0","12485805","3987664","16473469","10603329","10358302","2245004","0","0","12603306","288506","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,10,10,10,10,31,31,31,31,31,31
"240754","14095529","666275","14761804","8586068","1512254","4289628","5801882","2639101","123580","4918848","5042428","2433576","5504837","77121","5581958","2462352","2176071","121776","2297847","1182392","4892250","31421","4923671","2035351","3677340","1066","3678406","1026072","37392","3715665","3753057","4766030","0","4766030","477063","0","477063","37262346","13821800","51084146","20364912","2374737","9600","2384337","610598","0","0","0","0","0","0","0","0","39637083","13831400","53468483","20975510","20364912","5545672","0","0","25910584","1535633","0","31420","0","0","0","0",10,10,18,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,10,31,10,10,31,10,18,18,18,10,10,10,10,10,31,31,31,31,31,31,31,31,18,18,18,10,11,10,31,31,11,10,31,10,31,31,31,31
"240790","2015525","2280985","4296510","2036494","763462","827084","1590546","977094","85565","92696","178261","145033","582370","630900","1213270","1132531","795912","862238","1658150","987056","1523045","1649965","3173010","1195837","760421","823790","1584211","653749","0","2026547","2026547","0","0","0","0","0","0","6526300","9194205","15720505","7127794","40166","0","40166","30897","0","0","0","0","0","0","0","0","6566466","9194205","15760671","7158691","7127794","2138430","0","0","9266224","549405","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,31,31,31,31,31,31,10,10,10,10,10,31,10,10,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"241012","1571780","0","1571780","771936","0","0","0","0","221134","0","221134","0","149332","0","149332","149332","72776","0","72776","49596","95947","0","95947","24000","1628724","0","1628724","350867","0","0","0","0","0","0","0","0","0","3739693","0","3739693","1345731","0","0","0","0","0","0","0","0","0","0","0","0","3739693","0","3739693","1345731","1345731","0","0","0","1345731","0","0","0","0","0","0","0",10,31,10,10,31,31,31,31,10,31,10,31,10,31,10,11,10,31,10,10,10,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,18,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,18,18,31,31,31,18,31,31,31,31,31,31,31
"241100","2234993","308747","2543740","1968913","19399","9902","29301","10643","77597","53753","131350","42574","212724","77800","290524","120410","751641","145092","896733","412390","2060890","31581","2092471","931750","1951479","0","1951479","61839","145284","6237996","6383280","195017","0","195017","393036","0","393036","8042060","6864871","14906931","3548519","453208","0","453208","0","0","0","0","0","0","0","0","0","8495268","6864871","15360139","3548519","3548519","411161","0","0","3959680","144421","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"241191","1676215","15584","1691799","1225289","0","0","0","0","0","0","0","0","512986","37536","550522","347139","216936","5656","222592","142235","1362938","687345","2050283","504910","361544","33281","394825","225787","39023","1548364","1587387","97405","0","97405","107837","187720","295557","4374884","2515486","6890370","2445360","534736","32493","567229","194121","0","0","0","0","0","0","0","0","4909620","2547979","7457599","2639481","2445360","780770","6238","0","3232368","240111","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"241216","157069","0","157069","109948","0","0","0","0","0","0","0","0","35015","0","35015","0","10951","0","10951","0","596193","0","596193","0","102816","0","102816","0","0","0","0","0","0","0","0","0","0","902044","0","902044","109948","0","0","0","0","0","0","0","0","0","0","0","0","902044","0","902044","109948","109948","47121","0","0","157069","13056","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,31,10,31,10,31,10,31,10,31,10,31,10,31,31,31,31,31,31,31,31,31,31,10,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"241225","2367670","216121","2583791","1928726","0","0","0","0","0","0","0","0","737553","0","737553","522433","883503","0","883503","408755","1583180","0","1583180","642678","2067078","101214","2168292","175981","0","6336452","6336452","0","48836","48836","0","0","0","7638984","6702623","14341607","3678573","0","0","0","0","0","0","0","0","0","0","0","0","7638984","6702623","14341607","3678573","3678573","631963","0","0","4310536","357703","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"241304","770537","0","770537","644717","0","0","0","0","0","0","0","0","38307","0","38307","25068","494238","0","494238","138686","1489583","0","1489583","476589","135891","0","135891","0","3331","0","3331","0","0","0","0","0","0","2931887","0","2931887","1285060","0","0","0","0","0","0","0","0","0","0","0","0","2931887","0","2931887","1285060","1285060","174622","0","0","1459682","38307","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"241331","666888","0","666888","321252","67880","0","67880","50819","46609","0","46609","40723","510330","0","510330","307267","442354","0","442354","235128","255102","0","255102","14958","701415","0","701415","84599","15652","11065","26717","0","0","0","0","0","0","2706230","11065","2717295","1054746","0","0","0","0","0","0","0","0","0","0","0","0","2706230","11065","2717295","1054746","1054746","322678","0","0","1377424","154199","0","0","0","0","0","0",10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"241377","1265601","0","1265601","1037792","0","0","0","0","0","0","0","0","578311","0","578311","346986","432444","0","432444","250817","1223269","0","1223269","428144","0","0","0","0","3555","2600487","2604042","335803","0","335803","248146","0","248146","4087129","2600487","6687616","2063739","0","0","0","0","0","0","0","0","0","0","0","0","4087129","2600487","6687616","2063739","2063739","559940","0","0","2623679","247232","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,31,31,31,31,10,10,10,10,31,10,10,31,10,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,11,10,31,31,11,10,31,31,31,31,31,31
"241386","280007","0","280007","229606","0","0","0","0","0","0","0","0","120090","0","120090","72054","79099","0","79099","45878","104035","0","104035","36412","0","0","0","0","0","649356","649356","0","0","0","0","0","0","583231","649356","1232587","383950","0","0","0","0","0","0","0","0","0","0","0","0","583231","649356","1232587","383950","383950","34556","0","0","418506","56173","0","0","0","0","0","0",10,31,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,31,31,31,31,31,15,15,31,31,31,31,31,31,10,18,18,10,31,31,31,31,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"241410","13575408","0","13575408","10804522","0","7649","7649","4482","303865","1102582","1406447","648752","1520123","0","1520123","706408","2011444","1478535","3489979","1955936","7702652","0","7702652","1792874","3302366","0","3302366","1175145","957388","22732518","23689906","2355329","0","2355329","2161229","0","2161229","33889804","25321284","59211088","17088119","2257571","0","2257571","0","0","0","0","0","0","0","0","0","36147375","25321284","61468659","17088119","17088119","29","4872029","0","21960177","494173","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"241429","269426","0","269426","132321","0","0","0","0","221134","0","221134","0","149332","0","149332","149332","12475","0","12475","8501","95947","0","95947","24000","1628724","0","1628724","350867","0","0","0","0","0","0","0","0","0","2377038","0","2377038","665021","0","0","0","0","0","0","0","0","0","0","0","0","2377038","0","2377038","665021","665021","0","0","0","665021","45000","0","0","0","0","0","0",21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
"241614","60286","0","60286","55421","0","0","0","0","0","0","0","0","27029","0","27029","20136","87833","0","87833","28165","274323","0","274323","87603","29422","0","29422","3553","0","153050","153050","0","0","0","0","0","0","478893","153050","631943","194878","23038","0","23038","9935","0","0","0","0","0","0","0","0","501931","153050","654981","204813","194878","19835","0","0","214713","26760","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"241720","1598577","459564","2058141","1476244","0","0","0","0","0","0","0","0","98501","0","98501","79817","567963","0","567963","387852","678433","0","678433","392551","100535","0","100535","57344","0","498450","498450","0","0","0","820000","0","820000","3864009","958014","4822023","2393808","0","0","0","0","0","0","0","0","0","0","0","0","3864009","958014","4822023","2393808","2393808","491653","0","0","2885461","2749","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,31,15,15,31,31,31,10,31,10,10,18,18,10,31,31,31,31,31,31,31,31,31,31,31,31,10,18,18,10,10,10,31,31,10,10,31,31,31,31,31,31
"241739","6008792","1059206","7067998","4575956","0","480088","480088","123003","791073","447553","1238626","299273","522060","1001775","1523835","621906","1416051","0","1416051","729568","3061245","34477","3095722","1137036","1663125","0","1663125","297499","198480","11473357","11671837","1231953","0","1231953","97179","0","97179","14989958","14496456","29486414","7784241","479515","0","479515","78253","0","0","0","0","0","0","0","0","15469473","14496456","29965929","7862494","7784241","1561277","15834","0","9361352","80729","0","0","0","0","0","0",10,10,10,10,31,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,31,10,10,10,10,10,10,31,10,10,31,10,18,10,18,10,10,31,10,10,31,31,31,31,31,31,31,31,18,11,18,10,10,10,10,31,10,10,31,31,31,31,31,31
"241766","970310","0","970310","714780","0","0","0","0","0","0","0","0","262992","0","262992","170155","152478","0","152478","109233","614424","0","614424","142434","540178","0","540178","125999","10920","358350","369270","0","0","0","0","0","0","2551302","358350","2909652","1262601","0","0","0","0","0","0","0","0","0","0","0","0","2551302","358350","2909652","1262601","1262601","480501","0","0","1743102","151471","0","0","0","0","0","0",10,10,10,10,31,31,31,31,31,31,31,31,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,10,10,10,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,10,10,10,31,31,10,10,31,31,31,31,31,31
"241793","44243","0","44243","39997","0","0","0","0","0","0","0","0","24158","0","24158","0","251","0","251","196","336299","0","336299","142146","9371","0","9371","0","0","0","0","0","0","0","0","0","0","414322","0","414322","182339","0","0","0","0","0","0","0","0","0","0","0","0","414322","0","414322","182339","182339","21901","0","0","204240","13603","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"241836","565405","0","565405","493882","0","0","0","0","0","0","0","0","49714","0","49714","0","151057","0","151057","42296","193185","0","193185","42501","97434","0","97434","17538","0","0","0","0","0","0","0","0","0","1056795","0","1056795","596217","0","0","0","0","0","0","0","0","0","0","0","0","1056795","0","1056795","596217","596217","71350","0","0","667567","0","0","0","0","0","0","0",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
