unitid,part,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20,a21,a22,a23,a24,a25,a26,a27,a28,a29,a30,a31,a32,a33,a34,a35,a36,a37,a38,a39,a40,a41,a42,a43,a44,a45,a46,a47,a48,a49,a50,a51,a52,a53,a54,a55,a56,a57,a58,a59,a60,a61,a62,a63,a64,a65,a66,a67,a68,a69,a70,a71,a72,a73,a74,a75,a76,a77,a78,a79,a80,a81,a82,a83,a84,a85,a86,a87,a88,a89,a90,a91,a92,a93,a94,a95,a96,a97,a98,a99,a100,a101,a102,a103,a104,a105,a106,a107,a108,a109,a110,a111,a112,a113,a114,a115,a116,a117,a118,a119,a120,a121,a122,a123,a124,a125,a126,a127,a128,a129,a130,a131,a132,a133,a134,a135,a136,a137,a138,a139,a140,a141,a142,a143,a144,a145,a146,a147,a148,a149,a150,a151,a152,a153,a154,a155,ga34,ga35,ga69,ga70,ga74,ga75,ga109,ga110,ga144,ga145,ga149,ga150
"206604","A","82","0","0","82","5684070","109","2","0","111","5865250","6","48","6","60","2437615","0","0","9","9","249134","0","0","4","4","114609","0","0","0","0","0","197","50","19","266","14350678","9","0","0","9","556681","42","2","0","44","2182467","2","43","4","49","1954507","0","3","16","19","549203","0","0","16","16","469768","0","0","0","0","0","53","48","36","137","5712626","250","98","55","403","20063304","21","0","0","21","1945148","25","0","6","31","1993347","0","7","0","7","357654","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","46","7","8","61","0","5","0","1","6","513825","9","1","3","13","776473","3","3","0","6","348961","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","4","4","25","1639259","63","11","12","86","0","0","0","0","0","0","266","14350678","137","5712626","403","20063304","59","4296149","25","1639259","84","5935408"
"206613","A","0","0","0","0","0","6","0","0","6","281214","8","2","0","10","402044","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","2","0","16","683258","0","0","0","0","0","0","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","15","3","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","683258","0","0","16","683258","0","0","0","0","0","0"
"206622","A","53","0","0","53","3269514","44","1","0","45","2400299","8","20","7","35","1335610","0","0","3","3","81250","0","0","0","0","0","0","0","0","0","0","105","21","10","136","7086673","5","1","0","6","349090","30","3","0","33","1581073","6","26","0","32","1344334","0","0","23","23","666276","0","0","0","0","0","0","0","0","0","0","41","30","23","94","3940773","146","51","33","230","11027446","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","136","7086673","94","3940773","230","11027446","0","0","0","0","0","0"
"206631","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","9","313670","0","0","9","9","313670","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","10","10","0","0","0","0","0","0","0","0","0","0","0","0","9","313670","0","0","9","313670"
"212832","A","3","0","0","3","162225","6","0","0","6","263561","0","2","1","3","108768","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","9","2","3","14","0","5","0","0","5","270375","13","0","0","13","558131","20","11","5","36","1307173","0","1","10","11","346698","0","0","0","0","0","0","0","0","0","0","38","12","15","65","2482377","47","14","18","79","0","3","0","0","3","162225","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","5","0","0","0","0","0","0","0","0","1","1","0","2","1","2","5","197396","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","1","4","7","0","6","1","5","12","547924","0","0","0","0","0","12","534554","65","2482377","77","3016931","3","162225","5","197396","8","359621"
"212841","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","8","589580","3","4","0","7","386608","0","19","1","20","1027359","0","0","4","4","209000","0","0","0","0","0","0","0","0","0","0","10","24","5","39","2212547","2","3","0","5","321514","8","9","0","17","1114433","0","39","0","39","1873398","0","0","13","13","614484","0","0","0","0","0","0","0","0","0","0","10","51","13","74","3923829","20","75","18","113","6136376","0","0","0","0","0","0","0","0","0","0","0","39","2212547","74","3923829","113","6136376"
"212869","A","0","0","0","0","0","2","0","0","2","0","0","0","2","2","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","3","5","158980","1","0","0","1","0","4","0","2","6","190079","6","0","0","6","165804","0","0","2","2","0","0","0","0","0","0","0","0","1","1","0","11","0","5","16","475969","13","0","8","21","634949","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","0","0","0","0","2","0","2","4","176438","0","0","4","4","140182","0","0","4","4","154823","0","0","0","0","0","0","0","1","1","0","2","0","11","13","0","3","0","12","15","578943","0","0","0","0","0","5","158980","16","475969","21","634949","0","0","12","471443","12","471443"
"212878","A","64","0","0","64","3996236","6","0","0","6","272095","2","1","0","3","111092","0","6","0","6","192373","0","0","0","0","0","0","0","0","0","0","72","7","0","79","4571796","13","0","0","13","701304","8","0","0","8","361971","13","3","0","16","602658","0","12","0","12","395753","0","0","0","0","0","0","0","0","0","0","34","15","0","49","2061686","106","22","0","128","6633482","3","0","0","3","209373","2","0","0","2","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","6","1","0","7","419336","0","0","0","0","0","2","0","0","2","0","3","1","0","4","189077","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","5","2","0","7","331473","11","3","0","14","750809","0","0","0","0","0","79","4571796","49","2061686","128","6633482","7","419336","7","331473","14","750809"
"212911","A","32","0","0","32","2348300","12","1","0","13","699300","0","10","5","15","677000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44","11","5","60","3724600","6","0","3","9","588100","7","0","1","8","441300","0","9","6","15","637400","0","0","2","2","0","0","0","1","1","0","0","0","0","0","0","13","9","13","35","1777200","57","20","18","95","5501800","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","3724600","35","1777200","95","5501800","0","0","0","0","0","0"
"212984","A","5","0","3","8","436855","0","0","4","4","167265","0","0","13","13","494249","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","5","0","21","26","0","5","0","3","8","430645","4","0","5","9","404288","0","0","29","29","1070175","0","0","5","5","170771","0","0","0","0","0","0","0","0","0","0","9","0","42","51","2075879","14","0","63","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","3","133884","1","0","3","4","169180","0","0","0","0","0","25","1098369","51","2075879","76","3174248","0","0","3","133884","3","133884"
"213011","A","4","0","0","4","194690","5","2","0","7","319761","0","4","0","4","125918","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","6","0","15","640369","5","0","0","5","248963","3","1","0","4","172071","2","6","0","8","265271","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","10","9","0","19","0","19","15","0","34","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","640369","17","686305","32","1326674","0","0","0","0","0","0"
"213020","A","209","2","1","212","15462640","95","14","3","112","6617758","43","42","16","101","4627078","1","1","12","14","540480","0","0","0","0","0","0","0","0","0","0","348","59","32","439","27247956","52","0","0","52","3697701","63","10","2","75","4273124","28","55","8","91","3739838","3","1","19","23","749968","0","0","0","0","0","0","0","0","0","0","146","66","29","241","12460631","494","125","61","680","39708587","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","439","27247956","241","12460631","680","39708587","0","0","0","0","0","0"
"213057","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"213163","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","9","345027","9","0","0","9","345027","9","0","0","9","345027","0","0","0","0","0","0","0","0","0","0","0","0","0","9","345027","9","345027"
"213233","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","18","599218","0","0","18","18","599218","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","19","19","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","599218","0","0","18","599218","0","0","0","0","0","0"
"213251","A","26","8","0","34","1750930","3","6","0","9","351405","0","4","0","4","139095","0","2","1","3","90640","0","0","0","0","0","0","0","0","0","0","29","20","1","50","2332070","2","5","0","7","314490","2","2","0","4","162030","0","6","0","6","200560","0","2","1","3","85010","0","0","0","0","0","0","0","0","0","0","4","15","1","20","762090","33","35","2","70","3094160","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","2332070","20","762090","70","3094160","0","0","0","0","0","0"
"213303","A","8","0","0","8","317166","4","0","0","4","141514","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","12","0","1","13","0","3","0","0","3","109075","8","0","0","8","230244","1","1","0","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","12","3","0","15","470713","24","3","1","28","958393","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","458680","15","470713","27","929393","0","0","0","0","0","0"
"213321","A","24","0","0","24","1306239","21","1","4","26","1204649","6","13","4","23","923535","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","14","8","73","3434423","1","0","0","1","0","3","0","0","3","131790","3","9","6","18","697320","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","7","9","7","23","0","58","23","15","96","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","73","3434423","21","829110","94","4263533","0","0","0","0","0","0"
"213349","A","93","0","0","93","6783285","76","4","0","80","4718214","17","29","13","59","2576780","1","3","7","11","380729","0","0","0","0","0","0","0","0","0","0","187","36","20","243","14459008","29","0","0","29","2060671","39","1","0","40","2311241","31","22","18","71","3103923","0","1","21","22","718973","0","0","0","0","0","0","0","0","0","0","99","24","39","162","8194808","286","60","59","405","22653816","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","243","14459008","162","8194808","405","22653816","0","0","0","0","0","0"
"213358","A","0","0","7","7","333191","0","0","9","9","360034","0","0","6","6","203759","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","22","896984","0","0","7","7","324684","0","0","9","9","343927","0","0","5","5","180419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","21","849030","0","0","43","43","1746014","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","896984","21","849030","43","1746014","0","0","0","0","0","0"
"213367","A","27","0","0","27","1700512","49","3","0","52","2776494","19","15","3","37","1703451","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","95","19","3","117","0","5","0","0","5","279555","19","2","0","21","1022117","10","20","9","39","1609575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","22","9","65","2911247","129","41","12","182","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","6180457","65","2911247","181","9091704","0","0","0","0","0","0"
"213376","A","3","0","0","3","99200","3","0","0","3","86200","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","8","0","3","0","0","3","96200","0","0","0","0","0","2","0","0","2","0","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","6","1","0","7","189775","14","1","0","15","427975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","3","0","9","220600","6","185400","7","189775","13","375175","0","0","0","0","0","0"
"213385","A","42","0","1","43","3216100","53","0","1","54","3012950","0","26","3","29","1294950","0","0","1","1","0","0","0","2","2","0","0","0","0","0","0","95","26","8","129","7646600","7","0","0","7","458650","12","0","0","12","637950","0","28","3","31","1342150","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","19","29","3","51","0","114","55","11","180","10124450","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","129","7646600","50","2438750","179","10085350","0","0","0","0","0","0"
"213400","A","0","0","5","5","183526","0","0","6","6","204021","0","0","6","6","189249","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","17","576796","0","0","2","2","0","0","0","1","1","0","0","0","5","5","145847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","253007","0","0","25","25","829803","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","92693","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","6","6","176217","0","0","0","0","0","17","576796","8","253007","25","829803","3","92693","0","0","3","92693"
"213446","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","5","0","0","5","231698","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","2","0","7","1","0","8","353794","0","0","0","0","0","0","0","0","0","0","0","5","231698","0","0","5","231698"
"213507","A","26","0","0","26","1385302","14","0","0","14","606983","1","9","1","11","405213","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","41","9","2","52","0","3","0","0","3","189133","7","0","0","7","285691","2","4","1","7","254727","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","12","4","2","18","0","53","13","4","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51","2397498","17","729551","68","3127049","0","0","0","0","0","0"
"213525","A","14","0","0","14","841952","8","0","0","8","409732","9","0","0","9","417981","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","33","0","0","33","0","8","0","0","8","439451","14","0","0","14","612132","12","3","0","15","569320","1","3","0","4","132913","0","0","0","0","0","0","0","0","0","0","35","6","0","41","1753816","68","6","0","74","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31","1669665","41","1753816","72","3423481","0","0","0","0","0","0"
"213543","A","183","2","0","185","15261326","88","4","0","92","5504004","0","33","0","33","1547800","0","1","0","1","0","0","0","5","5","183600","0","0","0","0","0","271","40","5","316","0","15","0","0","15","968162","41","1","0","42","2186858","0","21","0","21","927500","0","1","0","1","0","0","0","4","4","89500","0","0","0","0","0","56","23","4","83","0","327","63","9","399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","315","22496730","82","4172020","397","26668750","0","0","0","0","0","0"
"213570","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","1","0","25","1140507","24","1","0","25","1140507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","25","1","0","26","0","0","0","0","0","0","0","0","0","0","0","0","25","1140507","0","0","25","1140507"
"213589","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15","757281","0","0","15","15","757281","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","15","757281","0","0","0","0","0","0","0","0","0","0","0","15","757281","0","0","15","757281"
"213598","A","15","0","0","15","821070","7","5","1","13","599272","2","9","4","15","493727","1","3","2","6","183568","0","1","4","5","147577","0","0","0","0","0","25","18","11","54","2245214","5","0","0","5","282724","6","0","0","6","272877","3","7","0","10","369342","1","2","1","4","127935","0","4","6","10","320029","0","0","0","0","0","15","13","7","35","1372907","40","31","18","89","3618121","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","54","2245214","35","1372907","89","3618121","0","0","0","0","0","0"
"213613","A","38","0","0","38","2782246","37","1","0","38","2271941","17","14","3","34","1546813","0","3","3","6","209710","0","0","0","0","0","0","0","0","0","0","92","18","6","116","6810710","8","0","0","8","552543","17","2","0","19","1104502","14","9","1","24","1100293","0","11","5","16","581460","0","0","0","0","0","0","0","0","0","0","39","22","6","67","3338798","131","40","12","183","10149508","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116","6810710","67","3338798","183","10149508","0","0","0","0","0","0"
"213631","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","4","197727","5","2","0","7","290671","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","4","0","13","0","0","0","0","0","0","2","1","0","3","123622","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","3","123622","11","5","0","16","0","1","0","0","1","0","0","0","0","0","0","0","11","488398","3","123622","14","612020"
"213640","A","4","0","0","4","188760","2","0","0","2","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","2","0","8","347776","1","0","0","1","0","2","0","0","2","0","0","3","0","3","108615","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","0","6","242411","9","5","0","14","590187","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","347776","6","242411","14","590187","0","0","0","0","0","0"
"213659","A","0","0","18","18","1056670","0","0","10","10","500807","0","0","17","17","562242","0","0","9","9","299564","0","0","1","1","0","0","0","0","0","0","0","0","55","55","0","0","0","5","5","239136","0","0","19","19","806564","0","0","16","16","493927","0","0","4","4","157705","0","0","1","1","0","0","0","0","0","0","0","0","45","45","0","0","0","100","100","0","0","0","0","0","0","0","0","8","8","429787","0","0","4","4","144655","0","0","8","8","307967","0","0","2","2","0","0","0","0","0","0","0","0","22","22","0","0","0","1","1","0","0","0","6","6","258611","0","0","8","8","285065","0","0","9","9","303729","0","0","2","2","0","0","0","0","0","0","0","0","26","26","947829","0","0","48","48","1907389","0","0","0","0","0","54","2419283","44","1697332","98","4116615","20","882409","26","947829","46","1830238"
"213668","A","16","0","0","16","877214","18","0","0","18","865261","12","9","4","25","993168","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","47","9","4","60","0","1","0","0","1","0","6","0","0","6","273907","3","7","0","10","360589","1","3","5","9","274946","0","0","0","0","0","0","0","0","0","0","11","10","5","26","0","58","19","9","86","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","59","2735643","25","909442","84","3645085","0","0","0","0","0","0"
"213686","A","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","54261","0","0","0","0","0","0","0","0","0","0","0","0"
