unitid,"xa011",a011,"xa012",a012,"xa013",a013,"xa021",a021,"xa022",a022,"xa023",a023,"xaline03",aline03,"xa041",a041,"xa042",a042,"xa043",a043,"xa051",a051,"xa052",a052,"xa053",a053,"xa061",a061,"xa062",a062,"xa063",a063,"xa071",a071,"xa072",a072,"xa073",a073,"xa081",a081,"xa082",a082,"xa083",a083,"xa091",a091,"xa092",a092,"xa093",a093,"xa101",a101,"xa102",a102,"xa103",a103,"xa111",a111,"xa112",a112,"xa113",a113,"xa121",a121,"xa122",a122,"xa123",a123,"xa131",a131,"xa132",a132,"xa133",a133,"xa141",a141,"xa142",a142,"xa143",a143,"xa151",a151,"xa152",a152,"xa153",a153,"xa161",a161,"xa162",a162,"xa163",a163,"xb011",b011,"xb012",b012,"xb013",b013,"xb014",b014,"xb021",b021,"xb022",b022,"xb023",b023,"xb024",b024,"xb031",b031,"xb032",b032,"xb033",b033,"xb034",b034,"xb041",b041,"xb042",b042,"xb043",b043,"xb044",b044,"xbline05",bline05,"xb061",b061,"xb062",b062,"xb063",b063,"xb064",b064,"xb071",b071,"xb072",b072,"xb073",b073,"xb074",b074,"xb081",b081,"xb082",b082,"xb083",b083,"xb084",b084,"xb091",b091,"xb092",b092,"xb093",b093,"xb101",b101,"xb102",b102,"xb103",b103,"xb111",b111,"xb112",b112,"xb113",b113,"xb121",b121,"xb122",b122,"xb123",b123,"xb124",b124,"xb131",b131,"xb132",b132,"xb133",b133,"xb134",b134,"xbline14",bline14,"xbline15",bline15,"xb161",b161,"xb162",b162,"xb163",b163,"xb164",b164,"xbline17",bline17,"xbline18",bline18,"xb191",b191,"xb192",b192,"xb193",b193,"xb194",b194,"xbline20",bline20,"xbline21",bline21,"xb221",b221,"xb222",b222,"xb223",b223,"xb224",b224,"xb234",b234,"xb244",b244,"xb254",b254,"xb264",b264,"xb274",b274,c1_1,c1_2,c1amt,c2a,c2b,c2c,c2d,c3_1,c3_3,c3amt3,c3_4,c3amt4,c3_5,c3amt5,c3_6,c3amt6,c4a,c4a1,c4reven,c4expen,c4b,c4c,c5,c5reven,c5expen,c6,c6amt,c7,c8a,c8b,c8c,"xd01",d01,"xe012",e012,"xe013",e013,"xe021",e021,"xe022",e022,"xe023",e023,"xe031",e031,"xe032",e032,"xe033",e033,"xe041",e041,"xe042",e042,"xe043",e043,"xe051",e051,"xe052",e052,"xe053",e053,"xe061",e061,"xe062",e062,"xe063",e063,"xe071",e071,"xe072",e072,"xe073",e073,"xf01",f01,"xf02",f02,"xf03",f03,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xh033",h033,"xh043",h043,"xh053",h053,"xi01",i01,"xi02",i02,"xi03",i03,"xi04",i04,"xi05",i05,"xi06",i06,"xj011",j011,"xj012",j012,"xj013",j013,"xj021",j021,"xj022",j022,"xj023",j023,"xj031",j031,"xj032",j032,"xj033",j033,"xj041",j041,"xj042",j042,"xj043",j043,"xj051",j051,"xj052",j052,"xj053",j053,"xj061",j061,"xj062",j062,"xj063",j063,"xj071",j071,"xj072",j072,"xj073",j073,"xj081",j081,"xj082",j082,"xj083",j083,"xk011",k011,"xk012",k012,"xk013",k013,"xk014",k014,"xk021",k021,"xk022",k022,"xk023",k023,"xk024",k024,"xk025",k025,"xk031",k031,"xk032",k032,"xk033",k033,"xk034",k034,"xk035",k035
"154129",10,"1519554",10,"136801",10,"1656355",10,"252100",13,"0",10,"252100",13,"0",10,"3487404",13,"0",10,"3487404",10,"452488",10,"203809",10,"656297",13,"0",10,"464327",10,"464327",13,"0",10,"74932",10,"74932",13,"0",10,"213113",10,"213113",13,"0",10,"51068",10,"51068",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1188482",13,"0",10,"1188482",13,"0",13,"0",13,"0",10,"163654",10,"17850",10,"181504",13,"0",13,"0",13,"0",10,"7063682",10,"1161900",10,"8225582",10,"3108964",10,"191759",10,"3300723",10,"1902126",13,"0",13,"0",13,"0",13,"0",10,"2679",10,"218308",10,"220987",13,"0",10,"526506",10,"14450",10,"540956",10,"297236",10,"144162",10,"361326",13,"0",10,"361326",10,"229642",10,"704379",10,"37",10,"704416",10,"380467",10,"501556",10,"74589",10,"576145",10,"221693",13,"0",15,"525398",15,"525398",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5205410",18,"1024541",18,"6229951",10,"3031164",10,"1309068",13,"0",10,"1309068",10,"211686",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6514478",18,"1024541",18,"7539019",10,"3242850",10,"3031164",10,"743205",13,"0",13,"0",10,"3774369","2","-1","0","1656355","0","0","1656355","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","181504","159318","0",30,"",10,"381348",10,"381348",13,"0",10,"18050",10,"18050",13,"0",10,"74932",10,"74932",13,"0",13,"0",13,"0",13,"0",10,"51068",10,"51068",13,"0",13,"0",13,"0",13,"0",18,"525398",18,"525398",10,"43010",10,"41273",10,"84283",10,"495000",10,"0",10,"25000",10,"470000",10,"32228","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1838335",13,"0",10,"620689",13,"0",10,"57066",10,"2516090",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"346880",10,"0",10,"0",10,"346880",10,"7776648",10,"86857",10,"0",10,"7863505",10,"12500000",10,"4265843",10,"1002991",10,"412524",10,"4856310",10,"5000000"
"154378",10,"4992718",10,"88250",10,"5080968",10,"456228",10,"98035",10,"554263",10,"361500",10,"5773608",10,"0",10,"5773608",10,"508030",10,"505070",10,"1013100",10,"45202",10,"1395482",10,"1440684",10,"233335",10,"2289335",10,"2522670",10,"0",10,"0",10,"0",10,"0",10,"58736",10,"58736",10,"0",10,"0",10,"0",10,"207627",10,"150357",10,"357984",10,"2277949",10,"0",10,"2277949",10,"0",10,"0",10,"0",10,"555993",10,"1960974",10,"2516967",10,"0",10,"0",10,"0",10,"15050690",10,"6546239",10,"21596929",10,"7982895",10,"831512",10,"8814407",10,"5855599",10,"0",10,"0",10,"0",10,"0",10,"61954",10,"2553091",10,"2615045",10,"916143",10,"455724",10,"83243",10,"538967",10,"251985",10,"227103",10,"929170",10,"0",10,"929170",10,"607195",10,"1503862",10,"312799",10,"1816661",10,"651518",10,"1037709",10,"152993",10,"1190702",10,"441622",10,"0",10,"1508054",10,"1508054",10,"40513",10,"0",10,"40513",10,"0",10,"0",10,"0",10,"12011827",10,"5441692",10,"17453519",10,"8724062",10,"2446345",10,"277317",10,"2723662",10,"403590",10,"224024",10,"134951",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"14458172",10,"5719009",10,"20177181",10,"9127652",10,"8724062",10,"2111631",13,"0",13,"0",10,"10835693","2","-1","0","5080968","0","0","5080968","1","1","96890","-1","0","-1","0","1","0","1","2","0","0","1","1","2","0","0","2","0","2","2516967","350143","0",10,"311888",10,"1338821",10,"1338821",10,"0",10,"54600",10,"54600",10,"0",10,"71173",10,"71173",10,"0",10,"0",10,"0",10,"0",10,"43460",10,"43460",10,"0",10,"0",10,"0",10,"0",10,"1508054",10,"1508054",10,"38478",10,"0",10,"38478",10,"9315000",10,"420000",10,"875000",10,"8860000",10,"596713","1",10,"2833",10,"2833",10,"2833",10,"2833",10,"0",13,"0",10,"0",10,"2037272",10,"2833",10,"1176675",10,"14605618",10,"-193689",10,"17628709",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"228949",10,"0",10,"0",10,"228949",10,"16560534",10,"1363017",10,"0",10,"17923551",10,"32660000",10,"5417635",10,"586188",10,"324403",10,"5679420",10,"6895410"
"154396",10,"1978732",10,"10377",10,"1989109",13,"0",13,"0",13,"0",13,"0",10,"3369557",10,"186845",10,"3556402",10,"374897",10,"367087",10,"741984",10,"331389",10,"783191",10,"1114580",13,"0",16,"37168",16,"37168",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"13820",13,"0",10,"13820",10,"949399",13,"0",10,"949399",13,"0",13,"0",13,"0",10,"805034",10,"464413",10,"1269447",13,"0",13,"0",13,"0",10,"7822828",18,"1849081",18,"9671909",10,"4038819",10,"486439",10,"4525258",10,"2540231",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"124916",13,"0",10,"124916",10,"45520",10,"124916",10,"713973",13,"0",10,"713973",10,"490986",10,"1389799",10,"760459",10,"2150258",10,"758531",10,"752632",13,"0",10,"752632",10,"270460",13,"0",10,"778357",10,"778357",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"7020139",10,"2025255",10,"9045394",10,"4105728",10,"838161",13,"0",10,"838161",10,"80874",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"7858300",10,"2025255",10,"9883555",10,"4186602",10,"4105728",10,"1133947",13,"0",13,"0",10,"5239675","2","-1","0","1989109","0","0","1989109","1","-1","0","-1","0","-1","0","1","64517","1","2","0","0","1","1","2","0","0","2","0","2","1269447","269752","0",10,"198799",10,"710276",10,"710276",13,"0",10,"30913",10,"30913",13,"0",10,"37168",10,"37168",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"778357",10,"778357",10,"12627",13,"0",10,"12627",10,"400000",10,"0",10,"50000",10,"350000",10,"25217","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2346660",13,"0",10,"425888",13,"0",13,"0",10,"2772548",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",16,"78610",13,"0",13,"0",16,"78610",16,"7442300",16,"76368",13,"0",16,"7518668",16,"9945312",16,"2867406",16,"551982",16,"140672",16,"3278716",16,"4336919"
"154572",10,"5883424",10,"559",10,"5883983",10,"607284",10,"31468",10,"638752",13,"0",10,"7435872",10,"116227",10,"7552099",10,"933668",10,"588745",10,"1522413",10,"39569",10,"1678151",10,"1717720",10,"41017",10,"73298",10,"114315",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"869",10,"869",10,"132333",10,"0",10,"132333",10,"1702723",10,"0",10,"1702723",10,"0",10,"0",10,"0",10,"1590981",10,"273919",10,"1864900",10,"0",10,"0",10,"0",10,"18366871",10,"2763236",10,"21130107",10,"8747505",10,"320621",10,"9068126",10,"6031016",10,"0",10,"0",10,"0",10,"0",10,"432314",10,"384584",10,"816898",10,"433843",10,"679884",10,"17061",10,"696945",10,"271119",10,"340950",10,"1422765",10,"29825",10,"1452590",10,"923501",10,"3126233",10,"96262",10,"3222495",10,"1689734",10,"1903384",10,"358001",10,"2261385",10,"638870",10,"780",10,"1695906",10,"1696686",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"16312865",10,"2902260",10,"19215125",10,"9988083",10,"1596283",10,"0",10,"1596283",10,"143728",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"17909148",10,"2902260",10,"20811408",10,"10131811",10,"9988083",10,"2520817",10,"0",10,"0",10,"12508900","2","-1","0","5883983","0","0","5883983","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","1864900","128412","0",10,"521266",10,"1624346",10,"1624346",10,"0",10,"53025",10,"53025",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"6692",10,"6692",10,"780",10,"11843",10,"12623",10,"780",10,"1695906",10,"1696686",10,"99045",10,"0",10,"99045",10,"4831000",10,"0",10,"737000",10,"4094000",10,"219656","1",10,"32333",10,"32333",10,"33201",10,"33201",10,"868",10,"0",10,"0",10,"2626229",10,"33201",10,"3396014",10,"0",10,"18161",10,"6073605",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"444784",10,"0",10,"0",10,"444784",10,"23617409",10,"731462",10,"0",10,"24348871",10,"37300000",10,"9535232",10,"843954",10,"362204",10,"10016982",10,"15000000"
"154642",10,"941294",13,"0",10,"941294",13,"0",13,"0",13,"0",13,"0",10,"2064254",13,"0",10,"2064254",10,"1407359",13,"0",10,"1407359",10,"32790",10,"819662",10,"852452",13,"0",10,"3845",10,"3845",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"117616",10,"117616",13,"0",13,"0",13,"0",10,"672992",13,"0",10,"672992",13,"0",13,"0",13,"0",10,"180420",10,"18239",10,"198659",13,"0",13,"0",13,"0",10,"5299109",10,"959362",10,"6258471",10,"2120144",10,"131591",10,"2251735",10,"1541834",13,"0",13,"0",13,"0",13,"0",13,"0",10,"41412",10,"41412",10,"28647",10,"328370",13,"0",10,"328370",10,"200618",10,"137532",10,"780622",10,"35448",10,"816070",10,"442596",10,"577602",13,"0",10,"577602",10,"259741",10,"457026",13,"0",10,"457026",10,"158750",10,"319232",10,"628288",10,"947520",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4582996",10,"836739",10,"5419735",10,"2632186",10,"566982",13,"0",10,"566982",10,"55420",10,"53297",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5149978",10,"836739",10,"5986717",10,"2687606",10,"2632186",10,"390709",10,"0",10,"0",10,"3022895","2","-1","0","941294","0","257106","1198400","1","-1","0","-1","0","1","242920","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","198659","138772","0",10,"165993",10,"603369",10,"603369",13,"0",10,"24919",10,"24919",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"34448",13,"0",10,"34448",10,"284784",13,"0",10,"284784",10,"319232",10,"628288",10,"947520",10,"40058",10,"0",10,"40058",10,"340000",10,"0",10,"35000",10,"305000",10,"18289","1",10,"1538063",10,"1551588",10,"1805555",10,"1868317",10,"55819",10,"32237",13,"0",10,"1961617",10,"10000",10,"107857",10,"50000",10,"0",10,"2129474",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"108000",10,"0",10,"0",10,"108000",10,"3812505",10,"284725",10,"0",10,"4097230",10,"10181692",10,"1551137",10,"235838",10,"61389",10,"1725586",10,"2782265"
"154697",10,"2950428",13,"0",10,"2950428",13,"0",10,"36100",10,"36100",10,"36100",10,"4596817",13,"0",10,"4596817",10,"5673740",13,"0",10,"5673740",13,"0",10,"1074861",10,"1074861",13,"0",10,"272747",10,"272747",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"23722",13,"0",10,"23722",10,"1633808",13,"0",10,"1633808",13,"0",13,"0",13,"0",10,"430224",13,"0",10,"430224",13,"0",13,"0",13,"0",10,"15308739",10,"1383708",10,"16692447",10,"5761472",10,"272560",10,"6034032",10,"4072802",13,"0",13,"0",13,"0",13,"0",10,"3241",13,"0",10,"3241",10,"2820",10,"1430828",13,"0",10,"1430828",10,"916678",10,"12271",10,"950832",13,"0",10,"950832",10,"429480",10,"2859238",13,"0",10,"2859238",10,"1466494",10,"2152855",13,"0",10,"2152855",10,"572789",10,"126899",10,"1028388",10,"1155287",10,"30674",13,"0",10,"30674",10,"110628",13,"0",10,"110628",10,"13426667",10,"1300948",10,"14727615",10,"7461063",10,"1845708",13,"0",10,"1845708",10,"121815",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"15272375",10,"1300948",10,"16573323",10,"7582878",10,"7461063",10,"1157155",13,"0",13,"0",10,"8618218","2","-1","0","2950428","0","0","2950428","1","1","242570","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","430224","112080","0",10,"382123",10,"990756",10,"990756",13,"0",10,"37632",10,"37632",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"126899",13,"0",10,"126899",10,"126899",10,"1028388",10,"1155287",10,"12271",13,"0",10,"12271",30,"",30,"",30,"",30,"",30,"","1",10,"2551682",10,"4361903",10,"2849982",10,"3177157",10,"123076",13,"0",13,"0",10,"2554402",13,"0",13,"0",13,"0",13,"0",10,"2554402",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"466000",13,"0",13,"0",10,"466000",10,"9618745",10,"2486209",13,"0",10,"12104954",10,"15000000",10,"6509173",10,"949156",13,"0",10,"7458329",10,"7500000"
"154800",10,"6242977",13,"0",10,"6242977",13,"0",13,"0",13,"0",13,"0",10,"8758296",13,"0",10,"8758296",10,"6320921",13,"0",10,"6320921",10,"60159",10,"2505273",10,"2565432",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"17400",13,"0",10,"17400",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2551121",13,"0",10,"2551121",13,"0",13,"0",13,"0",10,"964911",10,"20858",10,"985769",13,"0",13,"0",13,"0",10,"24915785",10,"2526131",10,"27441916",10,"12192002",10,"375048",10,"12567050",10,"8129911",13,"0",13,"0",13,"0",13,"0",10,"22656",10,"56283",10,"78939",10,"37005",10,"2168613",10,"198575",10,"2367188",10,"1520471",10,"275384",10,"2135176",10,"68414",10,"2203590",10,"1722002",10,"2272284",10,"5745",10,"2278029",10,"1136053",10,"1897221",13,"0",10,"1897221",10,"792756",10,"771468",10,"1962576",10,"2734044",10,"164000",13,"0",10,"164000",10,"1269368",13,"0",10,"1269368",10,"22892788",10,"2666641",10,"25559429",10,"13338198",10,"2350980",13,"0",10,"2350980",10,"455625",10,"180126",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"25243768",10,"2666641",10,"27910409",10,"13793823",10,"13338198",10,"2477757",13,"0",13,"0",10,"15815955","2","-1","0","6242977","0","147222","6390199","1","-1","0","-1","0","1","793720","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","985769","380991","0",10,"544785",10,"1884349",10,"1884349",13,"0",10,"78227",10,"78227",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"771468",13,"0",10,"771468",10,"771468",10,"1962576",10,"2734044",10,"80011",13,"0",10,"80011",10,"8647179",10,"400000",10,"1090148",10,"7957031",10,"450614","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"6579298",13,"0",10,"60166",13,"0",10,"267136",10,"6906600",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"764810",10,"142021",13,"0",10,"906831",10,"12977847",10,"135808",13,"0",10,"13113655",10,"26847635",10,"8790842",10,"653842",13,"0",10,"9444684",10,"12610255"
"154907",10,"1516330",10,"0",10,"1516330",13,"0",13,"0",13,"0",10,"0",10,"2555444",10,"0",10,"2555444",10,"2495053",10,"0",18,"2495053",13,"0",10,"2975966",10,"2975966",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"1551172",10,"0",10,"1551172",13,"0",13,"0",13,"0",10,"105030",10,"22578",10,"127608",13,"0",13,"0",13,"0",10,"8223029",10,"2998544",10,"11221573",10,"2853909",10,"132580",10,"2986489",10,"2832500",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"327815",10,"2808450",10,"3136265",10,"238164",10,"102716",10,"853688",10,"0",10,"853688",10,"465365",10,"2038947",10,"14877",10,"2053824",10,"467299",10,"367693",10,"0",10,"367693",10,"125950",10,"338807",10,"1024192",10,"1362999",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6780859",10,"3980099",10,"10760958",10,"4129278",10,"1229558",10,"0",10,"1229558",10,"160056",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"8010417",10,"3980099",10,"11990516",10,"4289334",10,"4129278",10,"877603",10,"0",10,"0",10,"5006881","2","-1","0","1516330","0","354663","1870993","1","1","115859","-1","0","1","210340","1","37430","1","2","0","0","1","1","2","0","0","2","0","1","127608","95700","95700",10,"185916",10,"890827",10,"890827",13,"0",10,"95935",10,"95935",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"19679",10,"37430",10,"57109",10,"319128",10,"0",10,"319128",10,"338807",10,"1024192",10,"1362999",10,"25823",10,"0",10,"25823",30,"",30,"",30,"",30,"",30,"","1",13,"0",10,"367755",13,"0",10,"530903",10,"56456",10,"56456",13,"0",10,"2882344",10,"0",10,"0",10,"0",10,"0",10,"2882344",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"41700",13,"0",13,"0",10,"41700",10,"11157372",13,"0",13,"0",10,"11157372",10,"13388846",10,"833825",10,"71217",13,"0",10,"905042",10,"1013647"
"154925",10,"1206711",10,"630628",10,"1837339",10,"253071",13,"0",10,"253071",10,"222317",10,"1596778",10,"0",10,"1596778",10,"3580828",10,"0",10,"3580828",10,"0",10,"1033932",16,"1033932",10,"0",10,"0",13,"0",10,"0",10,"0",13,"0",10,"0",10,"0",13,"0",10,"0",10,"0",13,"0",10,"0",10,"0",13,"0",10,"1546437",10,"0",10,"1546437",10,"0",10,"0",13,"0",10,"580921",10,"272278",10,"853199",10,"0",10,"0",13,"0",10,"8764746",10,"1936838",18,"10701584",10,"3860086",10,"213776",10,"4073862",10,"1897500",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"547201",10,"21850",10,"569051",10,"427000",10,"192457",10,"463555",10,"37906",10,"501461",10,"380000",10,"742336",10,"59173",10,"801509",10,"516000",10,"1221624",10,"109300",10,"1330924",10,"336000",10,"250713",10,"831213",10,"1081926",10,"0",10,"0",10,"0",10,"34765",10,"815033",10,"849798",10,"7120280",10,"2088251",18,"9208531",10,"3556500",10,"1422940",10,"0",10,"1422940",10,"59450",10,"510088",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",18,"8543220",18,"2088251",18,"10631471",18,"3615950",10,"3556500",10,"645232",13,"0",13,"0",10,"4201732","2","-1","0","1837339","274475","0","1837339","1","-1","36300","-1","630818","-1","0","-1","221620","1","2","0","0","-1","-1","2","0","0","2","0","2","853199","36200","0",10,"458221",10,"618336",10,"618336",13,"0",10,"71847",10,"71847",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"250713",10,"141030",10,"391743",10,"250713",10,"831213",10,"1081926",10,"138603",10,"0",10,"138603",10,"4913000",10,"0",10,"234000",10,"4679000",10,"276087","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1432259",10,"0",10,"0",10,"75600",10,"415932",10,"1923791",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"611296",10,"0",10,"0",10,"611296",10,"8202755",10,"0",10,"0",10,"8202755",10,"18000000",10,"3116840",10,"316000",10,"20000",10,"3412840",10,"3412840"
"154934",10,"2311358",13,"0",10,"2311358",13,"0",13,"0",13,"0",13,"0",10,"1916247",10,"25382",10,"1941629",10,"1672064",13,"0",10,"1672064",10,"34323",10,"1433317",10,"1467640",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"70861",13,"0",10,"70861",10,"20500",10,"1111341",10,"1131841",13,"0",13,"0",13,"0",10,"447545",10,"51248",10,"498793",13,"0",13,"0",13,"0",10,"6472898",10,"2621288",10,"9094186",10,"2946342",10,"359027",10,"3305369",10,"2544293",13,"0",13,"0",13,"0",13,"0",10,"79799",10,"65955",10,"145754",10,"102096",10,"270007",10,"96915",10,"366922",10,"200288",10,"150281",10,"406119",10,"223111",10,"629230",10,"449550",10,"1332972",13,"0",10,"1332972",10,"418181",10,"1044712",13,"0",10,"1044712",10,"204800",10,"193876",10,"794404",10,"988280",13,"0",13,"0",13,"0",10,"6410",10,"181591",10,"188001",10,"6280237",10,"1721003",10,"8001240",10,"3919208",10,"324943",10,"981046",10,"1305989",10,"298870",10,"150814",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"6605180",10,"2702049",10,"9307229",10,"4218078",10,"3919208",10,"556805",13,"0",13,"0",10,"4476013","2","-1","0","2311358","200000","0","2311358","1","1","324943","-1","0","-1","0","-1","0","2","-1","0","0","-1","-1","2","0","0","2","0","1","498793","104474","0",10,"185445",10,"747521",10,"747521",13,"0",10,"46883",10,"46883",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"193876",13,"0",10,"193876",10,"193876",10,"794404",10,"988280",10,"45796",13,"0",10,"45796",10,"2612000",13,"0",10,"196000",10,"2416000",10,"130165","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1851771",13,"0",13,"0",10,"245000",10,"140412",10,"2237183",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"40000",13,"0",13,"0",10,"40000",10,"4084473",10,"2100000",13,"0",10,"6184473",10,"13583360",10,"2936456",10,"304000",10,"100000",10,"3140456",10,"3150000"
