unitid,"xa011",a011,"xa012",a012,"xa013",a013,"xa021",a021,"xa022",a022,"xa023",a023,"xaline03",aline03,"xa041",a041,"xa042",a042,"xa043",a043,"xa051",a051,"xa052",a052,"xa053",a053,"xa061",a061,"xa062",a062,"xa063",a063,"xa071",a071,"xa072",a072,"xa073",a073,"xa081",a081,"xa082",a082,"xa083",a083,"xa091",a091,"xa092",a092,"xa093",a093,"xa101",a101,"xa102",a102,"xa103",a103,"xa111",a111,"xa112",a112,"xa113",a113,"xa121",a121,"xa122",a122,"xa123",a123,"xa131",a131,"xa132",a132,"xa133",a133,"xa141",a141,"xa142",a142,"xa143",a143,"xa151",a151,"xa152",a152,"xa153",a153,"xa161",a161,"xa162",a162,"xa163",a163,"xb011",b011,"xb012",b012,"xb013",b013,"xb014",b014,"xb021",b021,"xb022",b022,"xb023",b023,"xb024",b024,"xb031",b031,"xb032",b032,"xb033",b033,"xb034",b034,"xb041",b041,"xb042",b042,"xb043",b043,"xb044",b044,"xbline05",bline05,"xb061",b061,"xb062",b062,"xb063",b063,"xb064",b064,"xb071",b071,"xb072",b072,"xb073",b073,"xb074",b074,"xb081",b081,"xb082",b082,"xb083",b083,"xb084",b084,"xb091",b091,"xb092",b092,"xb093",b093,"xb101",b101,"xb102",b102,"xb103",b103,"xb111",b111,"xb112",b112,"xb113",b113,"xb121",b121,"xb122",b122,"xb123",b123,"xb124",b124,"xb131",b131,"xb132",b132,"xb133",b133,"xb134",b134,"xbline14",bline14,"xbline15",bline15,"xb161",b161,"xb162",b162,"xb163",b163,"xb164",b164,"xbline17",bline17,"xbline18",bline18,"xb191",b191,"xb192",b192,"xb193",b193,"xb194",b194,"xbline20",bline20,"xbline21",bline21,"xb221",b221,"xb222",b222,"xb223",b223,"xb224",b224,"xb234",b234,"xb244",b244,"xb254",b254,"xb264",b264,"xb274",b274,c1_1,c1_2,c1amt,c2a,c2b,c2c,c2d,c3_1,c3_3,c3amt3,c3_4,c3amt4,c3_5,c3amt5,c3_6,c3amt6,c4a,c4a1,c4reven,c4expen,c4b,c4c,c5,c5reven,c5expen,c6,c6amt,c7,c8a,c8b,c8c,"xd01",d01,"xe012",e012,"xe013",e013,"xe021",e021,"xe022",e022,"xe023",e023,"xe031",e031,"xe032",e032,"xe033",e033,"xe041",e041,"xe042",e042,"xe043",e043,"xe051",e051,"xe052",e052,"xe053",e053,"xe061",e061,"xe062",e062,"xe063",e063,"xe071",e071,"xe072",e072,"xe073",e073,"xf01",f01,"xf02",f02,"xf03",f03,"xg01",g01,"xg02",g02,"xg03",g03,"xg04",g04,"xg05",g05,fha,"xh011",h011,"xh012",h012,"xh021",h021,"xh022",h022,"xh033",h033,"xh043",h043,"xh053",h053,"xi01",i01,"xi02",i02,"xi03",i03,"xi04",i04,"xi05",i05,"xi06",i06,"xj011",j011,"xj012",j012,"xj013",j013,"xj021",j021,"xj022",j022,"xj023",j023,"xj031",j031,"xj032",j032,"xj033",j033,"xj041",j041,"xj042",j042,"xj043",j043,"xj051",j051,"xj052",j052,"xj053",j053,"xj061",j061,"xj062",j062,"xj063",j063,"xj071",j071,"xj072",j072,"xj073",j073,"xj081",j081,"xj082",j082,"xj083",j083,"xk011",k011,"xk012",k012,"xk013",k013,"xk014",k014,"xk021",k021,"xk022",k022,"xk023",k023,"xk024",k024,"xk025",k025,"xk031",k031,"xk032",k032,"xk033",k033,"xk034",k034,"xk035",k035
"203155",10,"10714607",10,"0",10,"10714607",10,"0",10,"0",10,"0",13,"0",10,"15237914",10,"304531",10,"15542445",10,"0",10,"0",10,"0",10,"0",10,"3152452",10,"3152452",10,"571326",10,"577928",10,"1149254",10,"0",10,"0",10,"0",10,"48588",10,"215116",10,"263704",10,"0",10,"110950",10,"110950",10,"231790",10,"0",10,"231790",10,"4901360",10,"0",10,"4901360",10,"0",10,"0",10,"0",10,"633034",10,"0",10,"633034",10,"0",10,"0",10,"0",10,"32338619",10,"4360977",10,"36699596",10,"15919518",10,"614260",10,"16533778",10,"10907272",10,"0",10,"0",10,"0",10,"0",10,"18921",10,"703747",10,"722668",10,"81309",10,"2426591",10,"0",10,"2426591",10,"1520576",10,"255798",10,"3026546",10,"0",10,"3026546",10,"1734431",10,"3145191",10,"0",10,"3145191",10,"1244453",10,"1069160",10,"0",10,"1069160",10,"338420",10,"1024208",10,"2980387",10,"4004595",10,"0",10,"0",10,"0",10,"-200000",10,"200000",10,"0",10,"26430135",10,"4498394",18,"30928529",18,"15826461",10,"4901360",10,"0",10,"4901360",10,"963581",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",10,"0",18,"31331495",10,"4498394",18,"35829889",18,"16790042",18,"15826461",10,"4537676",10,"161857",10,"0",18,"20525994","2","-1","0","10714607","0","0","10714607","2","-1","0","-1","0","-1","0","-1","0","2","-1","0","0","-1","-1","2","0","0","2","0","2","633034","66348","0",10,"370285",10,"2353332",10,"2353332",10,"0",10,"70000",10,"70000",10,"0",10,"423246",10,"423246",10,"0",10,"0",10,"0",10,"0",10,"133809",10,"133809",10,"1024208",10,"0",10,"1024208",10,"1024208",10,"2980387",10,"4004595",10,"40248",10,"0",10,"40248",30,"",30,"",30,"",30,"",30,"","1",10,"2060045",10,"2060045",10,"2170995",10,"2170995",10,"110950",10,"110950",13,"0",10,"3855008",10,"2170995",10,"0",10,"0",10,"0",10,"6026003",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2417537",10,"0",10,"0",10,"2417537",10,"21377827",10,"2065206",10,"0",10,"23443033",10,"35000000",10,"8745796",10,"325066",10,"0",10,"9070862",10,"15000000"
"203331",10,"2252321",13,"0",10,"2252321",13,"0",13,"0",13,"0",13,"0",10,"3426629",13,"0",10,"3426629",10,"974985",13,"0",10,"974985",13,"0",10,"1015281",10,"1015281",13,"0",10,"1016161",10,"1016161",13,"0",13,"0",13,"0",10,"500",13,"0",10,"500",13,"0",13,"0",13,"0",10,"552000",13,"0",10,"552000",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"175678",13,"0",10,"175678",13,"0",13,"0",13,"0",10,"7382113",10,"2031442",10,"9413555",10,"3314371",10,"278323",10,"3592694",10,"2351769",13,"0",13,"0",13,"0",13,"0",10,"279183",10,"130627",10,"409810",10,"174712",10,"486301",10,"286536",10,"772837",10,"411523",10,"32510",10,"645891",10,"139847",10,"785738",10,"403805",10,"1361116",10,"0",10,"1361116",10,"657693",10,"597870",10,"0",10,"597870",10,"125016",10,"165395",15,"1333153",10,"1498548",13,"0",13,"0",13,"0",10,"76715",10,"-55811",10,"20904",10,"6926842",18,"2112675",10,"9039517",10,"4124518",10,"552000",13,"0",10,"552000",10,"120118",13,"0",10,"-20904",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"7478842",18,"2112675",10,"9591517",10,"4244636",10,"4124518",10,"1275210",10,"0",10,"0",10,"5399728","2","-1","0","2252321","0","0","2252321","2","-1","0","-1","0","-1","0","-1","0","1","-1","0","0","-1","-1","-1","0","0","-1","0","-1","175678","150587","0",10,"225208",10,"980420",10,"980420",13,"0",10,"34861",10,"34861",13,"0",10,"317872",10,"317872",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"165395",13,"0",10,"165395",10,"165395",10,"1333153",10,"1498548",10,"32510",10,"0",10,"32510",30,"",30,"",30,"",30,"",30,"","1",10,"149189",10,"117117",10,"166758",10,"173854",10,"7442",10,"7442",10,"0",10,"1971378",10,"166758",10,"0",10,"0",10,"0",10,"2138136",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"273000",13,"0",13,"0",10,"273000",10,"8928365",10,"2012051",10,"19625",18,"10920791",10,"16500000",10,"3530442",10,"434982",10,"222134",10,"3743290",10,"4000000"
"203447",10,"2585887",13,"0",10,"2585887",13,"0",13,"0",13,"0",13,"0",10,"2238376",10,"31508",10,"2269884",13,"0",13,"0",13,"0",13,"0",10,"16280",10,"16280",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"31396",10,"31396",13,"0",13,"0",13,"0",10,"104356",13,"0",10,"104356",10,"436966",10,"3245",10,"440211",13,"0",13,"0",13,"0",10,"18946",13,"0",10,"18946",13,"0",13,"0",13,"0",10,"5384531",10,"82429",10,"5466960",10,"2646681",10,"13826",10,"2660507",10,"1938096",13,"0",13,"0",13,"0",13,"0",10,"139185",10,"31395",10,"170580",10,"85872",10,"359301",10,"5558",10,"364859",10,"200181",10,"155147",10,"331244",10,"4541",10,"335785",10,"176103",10,"477001",10,"19343",10,"496344",10,"79682",10,"535683",10,"4520",10,"540203",10,"168936",10,"26664",13,"0",10,"26664",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4515759",10,"79183",10,"4594942",10,"2648870",10,"383241",10,"3245",10,"386486",10,"29179",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4899000",10,"82428",10,"4981428",10,"2678049",10,"2648870",10,"874224",13,"0",13,"0",10,"3523094","2","-1","0","2585887","0","0","2585887","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","18946","0","0",10,"188732",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"26664",13,"0",10,"26664",10,"26664",13,"0",10,"26664",10,"6829",13,"0",10,"6829",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"-54543",13,"0",13,"0",10,"183813",13,"0",10,"129270",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"347280",13,"0",13,"0",10,"347280",10,"3572944",13,"0",13,"0",10,"3572944",10,"10719000",10,"1626674",10,"4200",10,"847403",10,"783471",10,"2350000"
"203456",10,"2279793",13,"0",10,"2279793",13,"0",13,"0",13,"0",13,"0",10,"1957622",10,"59922",10,"2017544",13,"0",13,"0",13,"0",13,"0",10,"35089",10,"35089",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"363262",13,"0",10,"363262",13,"0",13,"0",13,"0",10,"6900",13,"0",10,"6900",13,"0",13,"0",13,"0",10,"4607577",10,"95011",10,"4702588",10,"2430891",10,"6011",10,"2436902",10,"1726652",13,"0",13,"0",13,"0",13,"0",10,"49585",10,"36760",10,"86345",10,"35696",10,"373608",10,"3118",10,"376726",10,"185602",10,"111616",10,"432633",10,"1242",10,"433875",10,"243230",10,"455706",10,"38977",10,"494683",10,"108099",10,"337173",10,"8902",10,"346075",10,"81654",10,"12720",13,"0",10,"12720",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4092316",10,"95010",10,"4187326",10,"2380933",10,"357318",13,"0",10,"357318",10,"35562",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4449634",10,"95010",10,"4544644",10,"2416495",10,"2380933",10,"779803",13,"0",13,"0",10,"3160736","2","-1","0","2279793","0","0","2279793","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","6900","0","0",10,"75645",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"12720",13,"0",10,"12720",10,"12720",13,"0",10,"12720",10,"13519",13,"0",10,"13519",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"1396223",13,"0",13,"0",10,"312528",13,"0",10,"1708751",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"211083",13,"0",13,"0",10,"211083",10,"2657786",13,"0",13,"0",10,"2657786",10,"7973000",10,"1121185",10,"35700",10,"741382",10,"415503",10,"1245000"
"203465",10,"6423417",13,"0",10,"6423417",13,"0",13,"0",13,"0",13,"0",10,"4578467",10,"45639",10,"4624106",13,"0",13,"0",13,"0",13,"0",10,"96598",10,"96598",13,"0",10,"3939",10,"3939",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"833755",10,"730",10,"834485",13,"0",13,"0",13,"0",10,"107934",13,"0",10,"107934",13,"0",13,"0",13,"0",10,"11943573",10,"146906",10,"12090479",10,"4860220",10,"29167",10,"4889387",10,"3578159",13,"0",13,"0",13,"0",13,"0",10,"277485",10,"67651",10,"345136",10,"187289",10,"1089116",10,"9241",10,"1098357",10,"451929",10,"446805",10,"895761",10,"16892",10,"912653",10,"525910",10,"1371913",10,"22432",10,"1394345",10,"356296",10,"1459935",10,"793",10,"1460728",10,"381636",10,"181113",13,"0",10,"181113",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"10135543",10,"146176",10,"10281719",10,"5481219",10,"772384",10,"730",10,"773114",10,"69136",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"10907927",10,"146906",10,"11054833",10,"5550355",10,"5481219",10,"1392348",13,"0",13,"0",10,"6873567","2","-1","0","6423417","0","0","6423417","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","107934","0","0",10,"273332",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"181113",13,"0",10,"181113",10,"181113",13,"0",10,"181113",10,"63972",13,"0",10,"63972",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3155628",13,"0",13,"0",10,"206155",13,"0",10,"3361783",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"587460",13,"0",13,"0",10,"587460",10,"8867287",13,"0",13,"0",10,"8867287",10,"26602000",10,"2768490",10,"337035",10,"1465677",10,"1639848",10,"4920000"
"203474",10,"4879942",13,"0",10,"4879942",13,"0",13,"0",13,"0",13,"0",10,"3494318",10,"88770",10,"3583088",13,"0",13,"0",13,"0",13,"0",10,"252653",10,"252653",10,"8229",10,"3465",10,"11694",13,"0",13,"0",13,"0",13,"0",10,"5981",10,"5981",13,"0",13,"0",13,"0",10,"44811",13,"0",10,"44811",10,"677130",10,"2483",10,"679613",13,"0",13,"0",13,"0",10,"54596",13,"0",10,"54596",13,"0",13,"0",13,"0",10,"9159026",10,"353352",10,"9512378",10,"4112223",10,"26216",10,"4138439",10,"3028567",13,"0",13,"0",13,"0",13,"0",10,"353798",10,"248415",10,"602213",10,"272366",10,"994817",10,"12401",10,"1007218",10,"389491",10,"391692",10,"1079029",10,"8681",10,"1087710",10,"534639",10,"1117501",10,"48193",10,"1165694",10,"377386",10,"1037803",10,"6962",10,"1044765",10,"284474",10,"35637",13,"0",10,"35637",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"8730808",10,"350868",10,"9081676",10,"4886923",10,"648201",10,"2483",10,"650684",10,"75365",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"9379009",10,"353351",10,"9732360",10,"4962288",10,"4886923",10,"1418675",13,"0",13,"0",10,"6305598","2","-1","0","4879942","0","0","4879942","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","54596","0","0",10,"315815",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"35637",13,"0",10,"35637",10,"35637",13,"0",10,"35637",10,"35134",13,"0",10,"35134",30,"",30,"",30,"",30,"",30,"","1",10,"250000",10,"250000",10,"250000",10,"250000",10,"13750",13,"0",13,"0",10,"1121446",10,"250000",13,"0",13,"0",13,"0",10,"1371446",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"525459",13,"0",13,"0",10,"525459",10,"9842852",13,"0",13,"0",10,"9842852",10,"29529000",10,"3432232",10,"440964",10,"1428138",10,"2445058",10,"7335000"
"203483",10,"3427865",13,"0",10,"3427865",13,"0",13,"0",13,"0",13,"0",10,"2661754",10,"100699",10,"2762453",13,"0",13,"0",13,"0",13,"0",10,"396200",10,"396200",13,"0",13,"0",13,"0",13,"0",10,"5784",10,"5784",10,"168775",13,"0",10,"168775",13,"0",13,"0",13,"0",10,"6763",13,"0",10,"6763",10,"515663",10,"2427",10,"518090",13,"0",13,"0",13,"0",10,"21664",13,"0",10,"21664",13,"0",13,"0",13,"0",10,"6802484",10,"505110",10,"7307594",10,"2656016",10,"39162",10,"2695178",10,"2146452",13,"0",10,"54402",10,"54402",10,"42750",10,"252170",10,"355651",10,"607821",10,"187422",10,"625815",10,"3791",10,"629606",10,"278178",10,"194434",10,"393822",10,"970",10,"394792",10,"196607",10,"574835",10,"48705",10,"623540",10,"138889",10,"791535",13,"0",10,"791535",10,"168328",10,"75839",13,"0",10,"75839",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5370032",10,"502681",10,"5872713",10,"3158626",10,"505404",10,"2427",10,"507831",10,"35721",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"5875436",10,"505108",10,"6380544",10,"3194347",10,"3158626",10,"774601",13,"0",13,"0",10,"3933227","2","-1","0","3427865","0","0","3427865","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","21664","0","0",10,"217820",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"75839",13,"0",10,"75839",10,"75839",13,"0",10,"75839",10,"32100",13,"0",10,"32100",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"2357919",13,"0",13,"0",13,"0",13,"0",10,"2357919",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",13,"0",13,"0",13,"0",13,"0",10,"4293158",13,"0",13,"0",10,"4293158",10,"12879000",10,"2738853",10,"77251",10,"1014821",10,"1801283",10,"5400000"
"203492",10,"2298048",13,"0",10,"2298048",13,"0",13,"0",13,"0",13,"0",10,"1764490",10,"32074",10,"1796564",13,"0",13,"0",13,"0",13,"0",10,"202148",10,"202148",13,"0",10,"41734",10,"41734",10,"743",13,"0",10,"743",13,"0",10,"69",10,"69",13,"0",13,"0",13,"0",10,"192",13,"0",10,"192",10,"299579",10,"1119",10,"300698",13,"0",13,"0",13,"0",10,"13462",13,"0",10,"13462",13,"0",13,"0",13,"0",10,"4376514",10,"277144",10,"4653658",10,"2442568",10,"618",10,"2443186",10,"1813773",13,"0",13,"0",13,"0",13,"0",10,"46271",10,"236974",10,"283245",10,"126932",10,"418080",10,"1324",10,"419404",10,"157971",10,"75054",10,"566616",10,"594",10,"567210",10,"290771",10,"416836",10,"32075",10,"448911",10,"130794",10,"459895",10,"4440",10,"464335",10,"114374",10,"12677",13,"0",10,"12677",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4362943",10,"276025",10,"4638968",10,"2634615",10,"289525",10,"1119",10,"290644",10,"29400",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4652468",10,"277144",10,"4929612",10,"2664015",10,"2634615",10,"798450",13,"0",13,"0",10,"3433065","2","-1","0","2298048","0","0","2298048","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","13462","0","0",10,"153580",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"12677",13,"0",10,"12677",10,"12677",13,"0",10,"12677",10,"8319",13,"0",10,"8319",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"531610",13,"0",13,"0",10,"573789",13,"0",10,"1105399",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"292650",13,"0",13,"0",18,"292650",10,"4381432",13,"0",13,"0",10,"4381432",10,"13145000",10,"1108203",13,"0",10,"649371",10,"458832",10,"1380000"
"203517",10,"77824486",13,"0",10,"77824486",13,"0",13,"0",13,"0",13,"0",10,"80962188",10,"1949395",10,"82911583",13,"0",13,"0",13,"0",10,"1549524",10,"23848462",10,"25397986",10,"27590",10,"5723130",10,"5750720",10,"5347",10,"53709",10,"59056",10,"1416314",10,"1909876",10,"3326190",13,"0",10,"2000",10,"2000",10,"4131360",13,"0",10,"4131360",10,"47525076",10,"85734",10,"47610810",13,"0",13,"0",13,"0",10,"5685594",13,"0",10,"5685594",13,"0",13,"0",13,"0",10,"219127479",10,"33572306",10,"252699785",10,"81433882",10,"2802720",10,"84236602",10,"57683199",10,"2013925",10,"8518649",10,"10532574",10,"4769628",10,"4153721",10,"2883967",10,"7037688",10,"3000461",10,"17873265",10,"179998",10,"18053263",10,"9337554",10,"6852423",10,"15388170",10,"875151",10,"16263321",10,"7473150",10,"17057677",10,"404578",10,"17462255",10,"13492085",10,"14609244",10,"488",10,"14609732",10,"5941058",10,"3414246",10,"17821021",10,"21235267",10,"6865532",13,"0",10,"6865532",10,"4428621",10,"41254",10,"4469875",10,"167238283",10,"33527826",10,"200766109",10,"101697135",10,"49316777",10,"85734",10,"49402511",10,"15337400",10,"2842309",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"216555060",10,"33613560",10,"250168620",10,"117034535",10,"101697135",10,"32435263",13,"0",13,"0",10,"134132398","2","-1","0","77824486","0","0","77824486","1","1","7981103","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","-1","0","2","5685594","4525609","0",10,"7904677",10,"11376945",10,"11376945",13,"0",10,"1619776",10,"1619776",13,"0",10,"4183298",10,"4183298",13,"0",13,"0",13,"0",13,"0",10,"641002",10,"641002",10,"3414246",13,"0",10,"3414246",10,"3414246",10,"17821021",10,"21235267",10,"1863091",13,"0",10,"1863091",10,"35332881",10,"37771610",10,"15514471",10,"57590020",10,"2759226","1",10,"19672031",10,"21427913",10,"21296725",10,"24041010",10,"216967",13,"0",10,"782777",10,"19836173",10,"2294926",10,"1733531",10,"4523722",10,"-544768",10,"27843584",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"3855436",13,"0",13,"0",10,"3855436",10,"202359078",10,"20994427",10,"2557",10,"223350948",10,"670053000",10,"113011246",10,"8167601",10,"23003621",10,"98175226",10,"294526000"
"203526",10,"1119067",13,"0",10,"1119067",13,"0",13,"0",13,"0",13,"0",10,"948766",10,"14444",10,"963210",13,"0",13,"0",13,"0",13,"0",10,"17313",10,"17313",13,"0",10,"9685",10,"9685",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"4402",13,"0",10,"4402",10,"127724",10,"983",10,"128707",13,"0",13,"0",13,"0",10,"9533",13,"0",10,"9533",13,"0",13,"0",13,"0",10,"2209492",10,"42425",10,"2251917",10,"876296",10,"424",10,"876720",10,"632676",13,"0",13,"0",13,"0",13,"0",10,"156898",10,"16599",10,"173497",10,"112407",10,"174729",10,"10",10,"174739",10,"70078",10,"78623",10,"384495",10,"1020",10,"385515",10,"216487",10,"198160",10,"14444",10,"212604",10,"62368",10,"248222",10,"8944",10,"257166",10,"92482",10,"27197",13,"0",10,"27197",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2065997",10,"41441",10,"2107438",10,"1186498",10,"136881",10,"983",10,"137864",10,"13146",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"2202878",10,"42424",10,"2245302",10,"1199644",10,"1186498",10,"332816",13,"0",13,"0",10,"1519314","2","-1","0","1119067","0","0","1119067","2","-1","0","-1","0","-1","0","-1","0","1","2","0","0","1","1","2","0","0","2","0","2","9533","0","0",30,"",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",13,"0",10,"27197",13,"0",10,"27197",10,"27197",13,"0",10,"27197",10,"1120",13,"0",10,"1120",30,"",30,"",30,"",30,"",30,"","2",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"95869",13,"0",13,"0",10,"257591",13,"0",10,"353460",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",30,"",10,"217500",13,"0",13,"0",10,"217500",10,"1754143",10,"140771",13,"0",10,"1894914",10,"5684742",10,"743085",10,"2025",10,"363762",10,"381348",10,"1144000"
