unitid,a071,a072,a073,a081,a082,a083,a091,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,aline03,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"101116","0","0","0","0","0","0","0","649653","0","649653","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","83467","0","83467","0","0","0","9568","0","9568","0","0","0","742688","0","742688","0",10,13,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,13,10,13
"101143","0","176450","176450","0","0","0","0","1761801","0","1761801","0","0","0","3262576","16366","3278942","0","0","0","0","1821823","1821823","50500","50500","0","0","0","0","0","0","505753","0","505753","0","0","0","109881","0","109881","0","0","0","5640011","2065139","7705150","0",10,13,10,13,13,13,10,10,10,13,13,13,13,10,10,13,10,10,13,13,13,13,10,10,13,13,13,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101161","0","0","0","0","0","0","0","2884841","0","2884841","0","252564","252564","4836877","38008","4874885","206682","0","206682","0","1771389","1771389","0","0","0","0","0","0","0","0","1386271","0","1386271","0","0","0","189174","0","189174","0","0","0","9503845","2061961","11565806","252564",10,13,10,13,10,10,10,10,10,10,13,10,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,10
"101189","0","548651","548651","0","0","0","825888","8127571","0","8127571","0","0","0","0","0","0","0","0","0","0","1697217","1697217","43809","869697","24827","54243","79070","0","0","0","1046491","0","1046491","0","0","0","198362","0","198362","0","0","0","10223139","2343920","12567059","0",10,10,10,13,13,13,13,13,13,13,13,13,13,10,10,13,10,10,13,13,13,10,10,10,10,10,10,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101240","0","549532","549532","0","20229","20229","0","5756196","0","5756196","0","0","0","9952590","0","9952590","44593","0","44593","0","3625118","3625118","20275","20275","19597","24090","43687","56122","0","56122","1372277","0","1372277","0","0","0","379865","0","379865","0","0","0","17581240","4239244","21820484","0",10,13,10,13,13,13,10,13,10,10,13,10,13,10,10,13,10,10,13,10,10,13,10,10,10,10,10,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101286","0","1371","1371","0","0","0","111150","3286199","0","3286199","0","287791","287791","7506849","59519","7566368","0","0","0","0","1611572","1611572","0","111150","0","0","0","47577","0","47577","933064","0","933064","0","0","0","109913","0","109913","0","0","0","11994752","1960253","13955005","287791",10,13,10,13,10,10,10,10,10,13,13,13,13,10,10,13,10,10,13,13,13,10,13,10,13,13,13,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,10
"101295","52935","58200","111135","0","0","0","438726","3869700","0","3869700","0","0","0","8840297","79968","8920265","0","0","0","9887","4408550","4418437","0","438726","0","0","0","145516","0","145516","1344206","0","1344206","0","0","0","108474","138414","246888","0","0","0","14809741","4685132","19494873","0",10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,10,10,10,13,13,13,10,13,10,13,13,13,10,13,10,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101301","0","0","0","0","0","0","0","1639723","0","1639723","0","0","0","3874671","200907","4075578","0","0","0","0","1934483","1934483","0","0","0","0","0","44459","0","44459","477104","0","477104","0","0","0","146890","0","146890","0","0","0","6182847","2135390","8318237","0",10,13,10,13,13,13,10,10,10,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101347","0","0","0","0","0","0","0","506631","0","506631","0","71409","71409","1938060","28819","1966879","0","0","0","2042","305586","307628","53","53","0","87","87","36468","0","36468","98404","0","98404","0","0","0","62857","62","62919","0","0","0","2644462","406016","3050478","0",10,13,10,13,10,10,10,10,10,13,13,13,10,10,10,13,13,13,13,13,13,13,10,10,13,10,10,10,13,10,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101435","0","283392","283392","0","0","0","2119314","4357580","0","4357580","0","0","0","0","0","0","0","0","0","64639","390724","455363","0","2119314","495279","0","495279","0","0","0","1536215","0","1536215","0","0","0","116103","0","116103","0","0","0","8689130","674116","9363246","0",10,13,10,13,13,13,13,13,13,13,13,13,10,10,10,13,10,10,13,13,13,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101453","0","0","0","0","0","0","652018","180330","0","180330","0","0","0","0","0","0","0","0","0","0","85842","85842","622569","1274587","9224","16844","26068","8134","1176","9310","74058","0","74058","0","0","0","12879","0","12879","0","0","0","936643","726431","1663074","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101462","0","0","0","0","0","0","0","767524","0","767524","3245","0","3245","2208262","52745","2261007","0","0","0","0","1233112","1233112","0","0","0","0","0","0","0","0","170541","0","170541","0","0","0","31172","490","31662","0","0","0","3180744","1286347","4467091","0",10,13,10,10,13,10,10,10,10,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101480","24511","806640","831151","0","53342","53342","40898","12863735","0","12863735","0","0","0","21753133","4815","21757948","0","0","0","78896","4990362","5069258","171985","212883","228249","36875","265124","244272","0","244272","3381189","0","3381189","0","0","0","564538","1513","566051","0","0","0","39179421","6065532","45244953","0",10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,13,10,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101499","0","0","0","0","0","0","0","1648912","0","1648912","6745","0","6745","4352863","43186","4396049","0","0","0","0","1042398","1042398","218226","218226","55379","20981","76360","53489","0","53489","349641","0","349641","0","0","0","32595","0","32595","0","0","0","6499624","1324791","7824415","0",10,13,10,10,13,10,10,10,10,13,13,13,13,10,10,13,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,10
"101505","0","121904","121904","0","0","0","25850","6362443","0","6362443","1167","0","1167","9403602","0","9403602","42668","0","42668","0","4003513","4003513","68898","94748","0","0","0","0","0","0","1386671","0","1386671","0","0","0","326327","0","326327","0","0","0","17548728","4194315","21743043","0",10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,13,13,13,10,10,10,13,13,13,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101514","0","377586","377586","0","23711","23711","0","6536606","0","6536606","0","484138","484138","11087065","85575","11172640","0","0","0","0","2303643","2303643","0","0","0","0","0","193605","0","193605","1444285","984453","2428738","0","0","0","173015","10600","183615","0","0","0","19434576","4269706","23704282","0",10,13,10,13,11,11,10,10,10,13,13,13,13,11,11,13,10,10,13,10,10,13,13,13,13,13,13,10,13,10,10,10,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101523","0","31680","31680","0","0","0","0","1024991","0","1024991","0","0","0","2538301","66067","2604368","0","0","0","0","1377560","1377560","57931","57931","0","0","0","43999","0","43999","183560","0","183560","0","0","0","123245","5426","128671","0","0","0","3914096","1538664","5452760","0",10,13,10,13,13,13,10,10,10,13,13,13,13,10,10,13,10,10,13,13,13,13,10,10,13,13,13,10,13,10,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101541","0","148160","148160","0","0","0","1608992","1557527","0","1557527","0","0","0","0","0","0","0","0","0","21626","209270","230896","0","1608992","201225","0","201225","0","0","0","987261","0","987261","0","0","0","165522","0","165522","0","0","0","4542153","357430","4899583","0",10,13,10,13,13,13,13,13,13,13,13,13,10,11,11,13,16,16,13,13,13,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,11,11,13
"101569","0","280927","280927","28445","2000","30445","1000","1882178","0","1882178","0","1336616","1336616","3814992","0","3814992","0","0","0","0","1932328","1932328","0","1000","0","0","0","0","0","0","345274","0","345274","0","0","0","495427","0","495427","0","0","0","6567316","3551871","10119187","124410",11,13,11,13,11,11,10,13,10,13,13,13,13,16,16,11,16,11,16,16,16,10,13,10,13,13,13,13,13,13,10,13,10,13,13,13,11,13,11,13,13,13,18,11,18,11
"101587","0","314196","314196","0","165670","165670","0","2687821","41694","2729515","0","0","0","6297009","0","6297009","0","0","0","0","1824818","1824818","92140","92140","0","0","0","0","0","0","3586214","0","3586214","0","0","0","446300","277","446577","0","0","0","13017344","2438795","15456139","0",10,10,10,13,13,13,10,13,10,13,13,13,13,10,10,13,10,10,13,10,10,13,10,10,13,13,13,13,13,13,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101602","237803","6303","244106","0","0","0","0","770061","0","770061","200","0","200","2292823","334733","2627556","0","0","0","37590","1480810","1518400","0","0","0","0","0","0","0","0","239477","0","239477","0","0","0","123531","0","123531","0","0","0","3701485","1821846","5523331","0",11,13,11,10,11,11,10,10,10,13,13,13,10,16,11,16,16,16,13,13,13,13,13,13,13,13,13,13,13,13,16,13,16,13,13,13,10,13,10,13,13,13,11,10,18,13
"101648","0","0","0","0","0","0","285673","1298797","0","1298797","0","0","0","227014","0","227014","0","0","0","0","62394","62394","0","285673","0","0","0","0","0","0","302761","0","302761","0","0","0","93169","0","93169","0","0","0","2207414","62394","2269808","0",10,10,10,13,13,13,10,10,10,13,13,13,10,10,10,13,13,13,13,13,13,10,10,10,13,13,13,13,13,13,10,10,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101675","0","0","0","0","0","0","875910","2967248","0","2967248","0","0","0","343878","0","343878","0","0","0","13465","2299994","2313459","126296","1002206","32220","0","32220","47208","0","47208","768653","0","768653","0","0","0","5057","3931","8988","0","0","0","5053639","2430221","7483860","0",10,10,10,10,10,10,10,13,10,13,13,10,10,10,10,10,10,10,13,13,13,10,10,10,10,13,10,10,10,10,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101693","0","0","0","0","0","0","2294235","6496993","0","6496993","0","0","0","0","0","0","0","0","0","0","1044663","1044663","204858","2499093","0","0","0","0","0","0","1383918","0","1383918","0","0","0","246951","0","246951","0","0","0","10422097","1249521","11671618","0",10,13,10,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,10,10,10,13,13,13,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101709","669622","667553","1337175","0","0","0","0","5992263","0","5992263","0","0","0","10383464","0","10383464","0","0","0","0","2234646","2234646","0","0","0","0","0","0","0","0","4892676","0","4892676","0","0","0","799510","22583","822093","0","0","0","22737535","2924782","25662317","0",10,13,10,13,13,13,10,13,10,13,13,13,13,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,13,13,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101736","0","34452","34452","0","44743","44743","0","2319290","0","2319290","0","222135","222135","4461828","41401","4503229","0","0","0","0","1663498","1663498","2000","2000","0","0","0","49547","0","49547","638119","0","638119","0","0","0","81196","935","82131","0","0","0","7549980","2009164","9559144","0",10,13,10,13,10,10,10,10,10,13,13,13,13,10,10,13,10,10,13,10,10,13,10,10,13,13,13,10,13,10,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"101879","0","194566","194566","0","1739","1739","0","8109302","0","8109302","0","0","0","15723088","0","15723088","218461","0","218461","63726","3081017","3144743","440","440","180297","0","180297","0","0","0","2172897","20713","2193610","0","0","0","1076023","0","1076023","0","0","0","27543794","3298475","30842269","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"101897","0","13145","13145","0","12837","12837","24087","1292640","0","1292640","4963","0","4963","2690636","0","2690636","0","0","0","0","1124107","1124107","0","24087","550","896","1446","0","0","0","58486","0","58486","0","0","0","22861","0","22861","0","0","0","4094223","1150985","5245208","0",10,13,10,10,13,10,10,13,10,13,13,13,13,10,10,13,10,10,13,10,10,10,13,10,10,10,10,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"101903","0","0","0","0","0","0","25","2122415","0","2122415","0","270460","270460","4642477","84848","4727325","0","0","0","0","2661273","2661273","0","25","0","0","0","36142","0","36142","647238","0","647238","0","0","0","116236","0","116236","0","0","0","7564533","3016581","10581114","270460",10,13,10,13,10,10,10,10,10,13,13,13,13,10,10,13,13,13,13,13,13,10,13,10,13,13,13,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,10
"101912","0","0","0","0","0","0","5227433","7037296","0","7037296","0","0","0","0","0","0","0","0","0","313530","2674491","2988021","283748","5511181","0","0","0","53477","0","53477","3363208","0","3363208","0","0","0","74923","0","74923","464368","0","464368","16534235","2958239","19492474","0",11,10,11,10,10,10,10,10,10,10,10,10,11,11,11,10,13,13,10,13,13,11,11,11,11,13,11,11,13,11,11,11,11,13,13,13,11,11,11,11,13,11,11,11,11,13
"101949","0","0","0","57627","952","58579","540","1529846","0","1529846","0","347275","347275","3819790","98438","3918228","0","0","0","0","1934223","1934223","0","540","0","0","0","0","0","0","428152","0","428152","0","0","0","161251","0","161251","0","0","0","5997206","2380888","8378094","347275",10,13,10,13,10,10,10,10,10,13,13,13,13,10,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,10
"101958","0","5000","5000","0","0","0","0","207872","79372","287244","0","0","0","0","0","0","0","0","0","0","74372","74372","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","207872","158744","366616","0",10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,13,10,10,13,10,10,13,10,10,13,10,10,13,10,10,13,10,10,13,10,10,11,11,10
"101967","12","12046","12058","0","665","665","3","624651","0","624651","0","479","479","350","59","409","347","0","347","","315642","315642","44","47","0","0","0","1276","0","1276","29041","0","29041","0","0","0","9119","83","9202","113","0","113","664912","329018","993930","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"101994","0","62574","62574","0","2649","2649","0","487941","0","487941","3094","0","3094","1717942","19829","1737771","0","0","0","0","529102","529102","0","0","0","0","0","25989","0","25989","194596","0","194596","0","0","0","132684","0","132684","0","0","0","2562246","614154","3176400","0",10,13,10,10,13,10,10,10,10,13,13,13,13,11,11,13,10,10,13,10,10,13,13,13,13,13,13,10,13,10,10,13,10,13,13,13,16,13,16,11,13,11,10,11,11,13
"102030","0","0","0","0","0","0","501203","2030967","0","2030967","0","0","0","3836768","0","3836768","0","0","0","0","2572512","2572512","5200","506403","0","0","0","0","0","0","571403","0","571403","0","0","0","113858","2562","116420","0","0","0","7054199","2580274","9634473","0",10,13,10,13,13,13,11,11,11,13,11,11,11,11,11,13,13,13,13,13,13,10,10,10,13,13,13,11,13,11,11,13,11,13,13,13,10,10,10,13,13,13,11,11,11,13
"102049","0","0","0","0","0","0","4421082","28994873","261698","29256571","0","0","0","0","0","0","0","0","0","0","1223228","1223228","2614609","7035691","2240083","1288577","3528660","0","0","0","8190875","0","8190875","0","0","0","1967487","1966257","3933744","0","0","0","45814400","7354369","53168769","0",10,10,10,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,13,13,10,13,10,13,13,13,10,10,10,13,13,13,10,10,10,13
"102058","","","","","","","557469","468168","0","468168","","","","","","","","","","0","1573590","1573590","0","557469","","","","","","","111233","0","111233","","","","647968","0","647968","","","","1784838","1573590","3358428","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"102067","0","281694","281694","0","0","0","75014","4638623","0","4638623","0","0","0","8182476","106287","8288763","0","0","0","0","2740946","2740946","0","75014","0","0","0","121699","0","121699","1248267","0","1248267","0","0","0","335492","0","335492","0","0","0","14601571","3128927","17730498","0",10,13,10,13,13,13,10,10,10,13,13,13,13,10,10,13,10,10,13,13,13,10,13,10,13,13,13,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,13
"102076","0","0","0","0","0","0","500","1331190","0","1331190","333","26641","26974","2729374","17910","2747284","935","0","935","6413","883063","889476","0","500","20936","13057","33993","5224","0","5224","568082","0","568082","0","0","0","26792","0","26792","0","0","0","4689779","940671","5630450","25282",10,13,10,10,10,10,10,10,10,10,13,10,10,10,10,13,13,13,13,13,13,10,13,10,10,10,10,10,13,10,10,13,10,13,13,13,10,13,10,13,13,13,10,10,10,10
"102094","105445","1404136","1509581","0","0","0","15557912","23915911","0","23915911","0","0","0","49581802","0","49581802","1054121","0","1054121","2120427","13038351","15158778","2700480","18258392","601300","298313","899613","1408862","0","1408862","10051906","0","10051906","165170262","0","165170262","5871997","0","5871997","0","0","0","275439945","17441280","292881225","0",10,13,10,13,13,13,10,13,10,10,13,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,13,10,10,13,10,10,13,10,10,13,10,13,13,13,10,10,10,13
