unitid,b011,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072",b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,"xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"149532","17531290","44111941","3666396","0","3666396","0","0","0","0","0","0","40208692","7569645","47778337","28178877","5250587","0","0","33429464","710905","99794","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,10,10,10,"884476","18415766","16555068","0","0","0","0","23359","1144338","1167697","549001","1039337","0","1039337","798983","2588377","1448602","4036979","3061646","10037131","1660153","11697284","4281363","4940876","0","4940876","2932816","84232","2432076","2516308","236900","0","236900","60794","0","60794","36542296","7569645",10,10,10,13,10,10,11,10,18,10,13,10,10,13,10,18,10,18,10,10,10,10,10,10,10,10,10,18,10,18,10,10,13,13,10,10,10,13,13,13,13,13
"149587","2625788","71414511","0","0","0","0","0","0","0","0","0","65540541","5873970","71414511","39688740","2682858","0","0","42371598","0","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"341753","2967541","1214088","1726785","1555768","3282553","2247191","4070127","1194238","5264365","2415693","5666977","72498","5739475","1599473","716350","0","716350","603595","45890372","373162","46263534","31580074","1722376","0","1722376","28626","0","4500","4500","4163670","0","4163670","-1041904","2332051","1290147","65540541","5873970",10,10,10,13,10,10,21,16,16,10,10,10,10,10,10,10,11,11,10,10,10,13,13,13,13,13,13,10,11,11,10,10,10,13,10,10,13,13,13,13,13,13
"149639","363093","1270919","0","0","0","0","0","0","0","0","0","1132751","138168","1270919","516518","64457","0","0","580975","12094","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,13,10,13,10,13,10,10,10,13,10,10,10,13,"0","363093","278661","0","0","0","0","3651","0","3651","0","79734","0","79734","6500","54624","0","54624","22250","324655","0","324655","196107","121380","0","121380","13000","185614","138168","323782","0","0","0","0","0","0","1132751","138168",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,18,10,13,13,18,10,13,13,13,13,13,13
"149727","5149953","16400614","1566848","0","1566848","0","0","0","0","0","0","15268062","2699400","17967462","9633268","1144625","0","0","10777893","124514","0","38500","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"560446","5710399","5110528","0","0","0","0","246668","196653","443321","239474","546134","121561","667695","332377","1091914","803414","1895328","1192597","4528109","523788","5051897","1942429","1329338","0","1329338","815863","115000","493538","608538","0","0","0","694098","0","694098","13701214","2699400",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10
"149763","138109","490679","0","0","0","0","0","0","0","0","0","418589","72090","490679","279445","27236","0","0","306681","13352","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","138109","114642","0","0","0","0","0","0","0","0","255362","0","255362","145640","25118","0","25118","19163","0","0","0","0","0","0","0","0","0","72090","72090","0","0","0","0","0","0","418589","72090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148724","586195","2306048","373817","","373817","0","0","0","","","","2031919","647946","2679865","787641","215577","","","1003218","103466","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"197472","783667","411866","","","","","","","","","286532","17780","304312","138526","101902","","101902","41889","317842","","317842","151205","254148","","254148","44155","","307694","307694","111483","0","111483","","125000","125000","1658102","647946",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148821","2117448","6816074","164115","647634","811749","0","0","0","0","0","0","4063357","3564466","7627823","3356951","0","0","0","3356951","124108","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,10,10,10,"365219","2482667","2002203","0","0","0","0","15464","83769","99233","52933","124108","0","124108","67103","347460","447149","794609","538112","692785","622617","1315402","507112","594010","0","594010","189488","0","1398078","1398078","0","0","0","7967","0","7967","3899242","2916832",10,10,10,13,10,10,13,10,10,13,13,13,10,13,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,18,13,13,13,18,10,13,13,13,13,13,13
"148849","431174","1297975","21999","0","21999","0","0","0","0","0","0","876755","443219","1319974","325970","77802","0","0","403772","0","0","-37842","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,11,10,10,10,11,10,10,"0","431174","250220","0","0","0","0","0","0","0","0","4994","0","4994","0","51833","69917","121750","38350","107905","17287","125192","37400","110154","6135","116289","0","148696","239249","387945","0","110631","110631","0","0","0","854756","443219",10,10,10,10,10,13,10,10,10,13,10,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,18,18,18,10,10,13,13,10,13,13,10,13,13,13,13
"148876","1667302","12475894","448454","0","448454","0","0","0","0","0","0","5810454","7113894","12924348","2988104","461161","0","0","3449265","70456","0","0","0","0","0","0",11,11,11,11,10,10,10,10,10,10,10,10,11,13,11,10,11,11,11,11,11,11,"100309","1767611","1368153","0","0","0","0","0","0","0","0","70456","0","70456","39493","915979","256699","1172678","738317","1118702","100773","1219475","690701","456163","0","456163","151440","250800","6535275","6786075","163603","106807","270410","718995","14031","733026","5362000","7113894",11,10,11,10,11,10,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,13,13,13,13,13,13,18,11,18,11,11,13,13,11,11,13,13,13,13,13,13
"148885","843077","4422486","1279738","4633","1284371","0","0","0","0","0","0","4886912","819945","5706857","1622820","209893","0","0","1832713","173442","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,13,10,10,10,10,"24599","867676","568964","0","0","0","0","0","0","0","0","418663","28391","447054","160841","43114","0","43114","26416","1101680","47980","1149660","333486","1200640","714342","1914982","533113","0","0","0","0","0","0","0","0","0","3607174","815312",10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"148937","2484154","12549447","657019","0","657019","0","0","0","0","0","0","6426977","6779489","13206466","5857636","493515","577478","0","6928629","123854","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1537275","4021429","3410425","0","0","0","0","35894","228400","264294","188594","474495","506245","980740","722220","324017","840493","1164510","942233","1010586","160431","1171017","369690","719699","0","719699","224474","321113","3506645","3827758","0","0","0","400000","0","400000","5769958","6779489",10,10,10,10,10,10,21,21,21,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,18,18,10,10,10,10,10,10,10,10,10,10,10,10
"148982","120095","2983233","114111","9792","123903","0","0","0","0","0","0","2102053","1005083","3107136","1150341","239396","0","0","1389737","339830","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"269868","389963","246831","0","0","0","0","27624","10799","38423","2012","581349","483940","1065289","461474","160334","13129","173463","81722","576850","174925","751775","358302","503004","0","503004","0","18686","42630","61316","0","0","0","0","0","0","1987942","995291",10,10,10,13,10,13,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"148991","2063889","6735869","745269","0","745269","0","0","0","0","82481","82481","5153950","2409669","7563619","","","","","","202015","0","0","0","0","0","0",10,10,10,31,10,10,10,31,10,10,10,31,10,10,10,31,10,11,11,31,10,10,"593306","2657195","","0","0","0","","10112","324369","334481","","202015","0","202015","","410549","143357","553906","","1066102","311489","1377591","","656014","0","656014","","0","952717","952717","0","0","0","0","1950","1950","4408681","2327188",10,31,10,10,10,31,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,31,31,31,31,31,10,13,13,13,13,13,13
"149019","489426","1751509","81358","0","81358","0","0","0","0","0","0","1552157","280710","1832867","834868","140304","0","0","975172","9039","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"0","489426","420173","0","0","0","0","26621","0","26621","1968","26585","0","26585","20183","147670","0","147670","121612","545148","0","545148","227867","157497","0","157497","43065","77839","266307","344146","13","14403","14416","0","0","0","1470799","280710",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,21,13,13,13,13,13,13
"149170","1647909","6405048","20218","0","20218","0","0","0","0","0","0","4039558","2385708","6425266","3649546","35352","0","0","3684898","15034","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,10,10,10,10,13,10,10,10,10,10,10,10,13,"364696","2012605","1826917","0","0","0","0","0","304633","304633","142038","248499","0","248499","198899","318640","443276","761916","634101","1157755","0","1157755","501549","646537","0","646537","346042","0","1273103","1273103","0","0","0","0","0","0","4019340","2385708",10,10,10,13,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,18,18,18,10,10,13,13,10,10,13,13,13,13,13,13
"149222","93365593","266377949","30933704","413227","31346931","0","0","0","0","0","0","244835315","52889565","297724880","166545531","6613148","0","0","173158679","9488532","2759533","49596","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"10914620","104280213","85932127","9674999","16346880","26021879","12904932","6195811","9783056","15978867","9605953","32661677","479036","33140713","21994964","20001405","373179","20374584","10305753","27170969","213548","27384517","16594419","21236649","124814","21361463","9207383","3417177","14217304","17634481","151608","0","151608","25723","23901","49624","213901611","52476338",10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"148405","2848126","14790641","1361936","0","1361936","0","0","0","0","0","0","13805699","2346878","16152577","4715789","905044","0","0","5620833","388085","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,13,10,10,10,10,"224170","3072296","2217910","0","0","0","0","142988","1522","144510","79294","627555","99126","726681","349500","1485860","0","1485860","608706","2922247","50462","2972709","826853","2122270","0","2122270","633526","2294717","1971598","4266315","0","0","0","0","0","0","12443763","2346878",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"148487","14786713","37457097","1667627","0","1667627","0","0","0","0","0","0","33157441","5967283","39124724","20467017","4822910","0","0","25289927","1386265","0","25000","0","0","0","0",10,10,10,10,13,10,10,10,13,10,10,10,10,10,10,10,10,10,10,10,10,10,"2035956","16822669","12084609","0","56413","56413","48056","0","314346","314346","175191","3283413","40283","3323696","1975446","2952721","303446","3256167","2205990","6121585","438405","6559990","3117054","2577085","0","2577085","860671","1642051","2778434","4420485","126246","0","126246","0","0","0","31489814","5967283",10,10,10,13,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,10,13,13,13,13
"148496","5243849","14593911","1573742","3121","1576863","0","0","0","0","0","0","14482304","1688470","16170774","5961770","1160593","0","0","7122363","715636","51724","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"11010","5254859","3807600","0","0","0","0","0","0","0","0","1693687","23217","1716904","956886","639875","20656","660531","317834","1757641","289315","2046956","800637","1426295","11459","1437754","78813","1793244","1329692","3122936","44219","0","44219","309752","0","309752","12908562","1685349",10,10,10,10,10,10,10,11,11,10,13,10,10,13,10,10,11,11,10,10,10,13,13,13,13,13,13,10,11,11,10,10,10,10,10,10,10,10,13,13,13,13
"148511","14019295","61536622","5622242","0","5622242","404636178","10941599","415577777","212001222","0","212001222","655164689","39573174","694737863","33796402","3815738","0","0","37612140","126638","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"9772","14029067","9620234","3881815","26422475","30304290","15132099","1200119","0","1200119","1133758","1482872","11254","1494126","946929","1764157","22889","1787046","1574237","3897207","0","3897207","1474766","4779885","0","4779885","3914379","1832587","2115745","3948332","47110","49440","96550","0","0","0","32905047","28631575",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,10,10,10,10
"148575","680224","1826575","0","0","0","0","0","0","0","0","0","1781281","45294","1826575","1258456","235835","0","0","1494291","10373","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","680224","537044","0","0","0","0","0","0","0","0","462329","0","462329","377697","193561","0","193561","138950","258899","0","258899","204765","186268","0","186268","0","0","45294","45294","0","0","0","0","0","0","1781281","45294",10,10,10,13,10,13,13,10,10,13,13,13,13,13,13,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,10,10,13,13,10,16,13,13,13,13,13,13
"148584","5282410","14493042","2121850","6340","2128190","0","0","0","0","0","0","16364327","256905","16621232","6609128","1188088","0","0","7797216","467461","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"18262","5300672","3642047","0","0","0","0","0","0","0","0","615649","21913","637562","486706","2309821","37351","2347172","1137154","2259340","13135","2272475","965912","1256636","4336","1260972","377309","1904325","146928","2051253","24281","0","24281","590015","8640","598655","14242477","250565",10,10,10,10,10,10,10,10,10,11,13,10,10,10,10,11,11,10,10,10,10,10,10,10,13,13,13,11,11,10,10,10,10,10,10,10,13,13,10,10,10,10
"148593","998515","1351626","66992","0","66992","0","0","0","0","0","0","1418618","0","1418618","1034917","0","0","0","1034917","962","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,13,13,13,13,10,13,"0","998515","835894","0","0","0","0","0","0","0","0","123494","0","123494","116478","0","0","0","0","146645","0","146645","82545","82972","0","82972","0","0","0","0","0","0","0","0","0","0","1351626","0",10,10,10,13,10,10,13,13,13,13,13,13,13,13,13,10,13,10,10,13,10,13,13,13,13,13,13,10,13,10,10,13,13,13,10,10,13,13,13,13,13,13
"148618","499360","1487309","0","0","0","0","0","0","0","0","0","1243813","243496","1487309","887310","0","0","0","887310","14754","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","499360","499360","0","0","0","0","0","0","0","0","357257","0","357257","337734","50216","0","50216","50216","336980","0","336980","0","0","0","0","0","0","243496","243496","0","0","0","0","0","0","1243813","243496",10,13,13,13,13,13,21,21,21,13,13,13,13,13,13,10,18,18,13,13,13,13,13,13,13,13,13,18,18,18,10,13,13,13,18,10,13,13,13,13,13,13
"148627","8632927","27430915","1443077","0","1443077","0","0","0","0","0","0","23323066","5550926","28873992","10886810","2462169","0","0","13348979","776600","53579","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,10,10,10,10,13,"151830","8784757","7528409","0","0","0","0","0","0","0","0","900711","0","900711","659627","1185628","381562","1567190","877566","5631446","0","5631446","1367230","2063503","0","2063503","453978","1683817","5017534","6701351","469077","0","469077","1312880","0","1312880","21879989","5550926",10,10,10,13,10,10,10,10,10,10,13,10,10,13,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,21,10,13,13,13,13,13
"148654","10095743","27249881","5080061","0","5080061","0","0","0","0","0","0","27987190","4342752","32329942","18997505","1254563","1900000","0","22152068","1500633","480450","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,10,10,10,10,"441","10096184","9027418","205602","69970","275572","211713","1565042","3391536","4956578","3154582","2030327","760","2031087","1231782","879036","0","879036","685206","4543130","22873","4566003","3213751","3064057","0","3064057","1473053","456308","857172","1313480","67884","0","67884","0","0","0","22907129","4342752",10,10,10,13,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,10,13,13,13,13,13
"148672","3147252","10195235","759954","0","759954","0","0","0","0","0","0","7341379","3613810","10955189","5691854","600000","0","0","6291854","242991","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,10,10,10,"1153795","4301047","3850000","0","0","0","0","43432","137450","180882","110000","242991","0","242991","164829","511069","401948","913017","750000","1712986","754711","2467697","450000","923695","0","923695","367025","0","1038365","1038365","0","0","0","0","127541","127541","6581425","3613810",10,10,10,13,10,10,13,10,10,13,13,13,13,10,10,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"147828","4772515","15489537","3718138","0","3718138","0","0","0","0","0","0","16949621","2258054","19207675","6307474","1172919","0","0","7480393","428377","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"53994","4826509","3280290","0","0","0","0","0","0","0","0","428377","0","428377","271728","2121166","0","2121166","930380","2157686","0","2157686","1025783","1435006","0","1435006","799293","2316733","2204060","4520793","0","0","0","0","0","0","13231483","2258054",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"147916","11119691","29038003","1735383","0","1735383","0","0","0","0","0","0","23487358","7286028","30773386","16934158","1382936","0","0","18317094","624833","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1970940","13090631","10960004","0","0","0","0","1155308","144625","1299933","952150","1418205","0","1418205","809653","1931143","91524","2022667","1561946","3702230","1251868","4954098","1859683","2222095","605607","2827702","790722","0","3424767","3424767","0","0","0","203303","-203303","0","21751975","7286028",10,10,10,10,10,10,13,10,10,13,13,10,10,10,18,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"147925","5689919","10230815","1213451","0","1213451","0","0","0","0","0","0","10141253","1303013","11444266","5534730","1040082","0","0","6574812","185758","38260","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"326614","6016533","3964784","0","10098","10098","6523","0","5000","5000","0","437511","1456","438967","270645","981998","1164","983162","574197","851468","0","851468","380734","963575","0","963575","337847","0","958681","958681","3331","0","3331","0","0","0","8927802","1303013",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"148007","6026702","13493703","1453722","0","1453722","0","0","0","0","0","0","12688616","2258809","14947425","8200887","1153541","43798","0","9398226","449457","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,"621175","6647877","5538363","0","0","0","0","0","233282","233282","55531","449457","5311","454768","334299","933366","42901","976267","741780","2246089","101701","2347790","1102705","1558320","0","1558320","428209","20960","1254439","1275399","0","0","0","0","0","0","11234894","2258809",10,10,10,13,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,13,10,13,13,13,13,13,13,10,10,10,10,10,10,13,10,10,13,13,13,13,13,13
"148016","3729486","12446073","2675054","0","2675054","0","0","0","0","0","0","15121127","0","15121127","6629286","1457091","0","0","8086377","322347","0","0","0","0","0","0",10,13,10,10,10,10,10,10,10,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","3729486","2647687","0","0","0","0","0","0","0","0","1141421","0","1141421","659438","684701","0","684701","396161","4095241","0","4095241","1621616","2795224","0","2795224","1304384","0","0","0","0","0","0","0","0","0","12446073","0",10,10,10,13,10,10,10,13,13,10,10,10,10,10,10,10,13,10,10,13,10,13,13,13,13,13,13,18,13,18,10,10,10,10,10,10,10,10,13,13,13,13
"148131","2856306","12299992","2890285","33845","2924130","0","0","0","0","0","0","13877665","1346457","15224122","4635183","1018638","0","0","5653821","316837","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"66939","2923245","2385698","0","0","0","0","0","0","0","0","397705","23723","421428","188356","1062762","41921","1104683","528599","2029603","36017","2065620","1065419","1244660","30190","1274850","467111","2988680","1075137","4063817","100064","0","100064","307600","38685","346285","10987380","1312612",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10,10,10,18,10,10,10,10,10,10,10
"148177","795317","3025032","0","0","0","0","0","0","0","0","0","2766351","258681","3025032","1508704","0","0","0","1508704","47933","0","0","0","0","0","0",10,13,10,10,13,13,13,10,13,13,13,10,10,13,10,10,10,13,10,10,10,13,"0","795317","734627","0","0","0","0","0","0","0","0","434955","0","434955","328500","184492","0","184492","114635","460922","0","460922","305820","890665","0","890665","25122","0","258681","258681","0","0","0","0","0","0","2766351","258681",10,10,10,13,10,10,13,10,10,13,13,13,13,13,13,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,10,13,13,13,18,10,13,13,13,13,13,13
"148256","3891328","11951714","915202","0","915202","0","0","0","0","0","0","7087592","5779324","12866916","6110028","513009","0","0","6623037","221294","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,10,10,10,"1357708","5249036","4053416","0","0","0","0","84810","367612","452422","147731","221294","0","221294","144814","546398","2217708","2764106","861870","386126","252438","638564","380052","1042434","0","1042434","522145","0","1583858","1583858","0","0","0","0","0","0","6172390","5779324",10,10,10,13,10,10,13,16,16,13,13,13,13,13,13,10,11,11,10,13,10,13,13,13,13,13,13,18,11,11,18,10,10,13,18,10,13,10,13,13,13,16
"148292","3089205","9645659","0","0","0","0","0","0","0","0","0","7040815","2604844","9645659","5643109","650504","0","0","6293613","383488","0","0","0","0","0","0",10,13,10,10,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,10,10,13,"0","3089205","2800490","0","0","0","0","48424","434243","482667","203804","1209693","0","1209693","867083","662018","716318","1378336","940166","1153797","0","1153797","606612","1143049","0","1143049","224954","0","1188912","1188912","0","0","0","-265371","265371","0","7040815","2604844",10,10,10,13,10,10,13,10,10,13,13,13,10,10,18,10,10,10,13,13,13,10,10,10,10,10,10,18,18,18,18,10,13,13,18,10,13,13,13,13,13,13
"148335","2900032","24756524","839659","0","839659","0","0","0","0","0","0","17931777","7664406","25596183","6449173","1122772","0","0","7571945","27915","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"60858","2960890","2262736","0","0","0","0","0","0","0","0","360982","124203","485185","335161","4615880","58113","4673993","2327447","2518889","453299","2972188","1371712","2325283","46797","2372080","152117","1624741","6882041","8506782","191463","39095","230558","2554848","0","2554848","17092118","7664406",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,11,10,10,10,13,13,13,13
"148380","9495020","23253456","247870","0","247870","0","0","0","0","0","0","16979410","6521916","23501326","12883593","1792516","0","0","14676109","382457","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"552799","10047819","7815015","0","0","0","0","611127","1911852","2522979","1544177","804125","0","804125","552667","1089056","966797","2055853","867031","2803413","1193510","3996923","1528710","1889902","548602","2438504","575993","38897","1348356","1387253","0","0","0","0","0","0","16731540","6521916",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,10
"147411","3629227","9649441","805839","43402","849241","0","0","0","0","0","0","8827377","1671305","10498682","6192295","937456","6101","18722","7154574","168017","0","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,13,10,10,10,10,10,10,10,10,"412901","4042128","3663493","0","0","0","0","56868","139398","196266","163264","323146","0","323146","245784","645381","115483","760864","608857","2127848","468151","2595999","855077","1239068","0","1239068","655820","0","491970","491970","0","0","0","0","0","0","8021538","1627903",10,10,10,13,10,10,13,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"147518","368602","1188396","93264","0","93264","0","0","0","0","0","0","853506","428154","1281660","499140","113411","0","0","612551","33406","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"60969","429571","241336","0","0","0","0","0","0","0","0","33406","0","33406","22134","46668","0","46668","38668","209309","145615","354924","177371","51383","0","51383","19631","34374","221570","255944","16500","0","16500","0","0","0","760242","428154",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13
"147536","17065152","55989769","1079582","0","1079582","0","0","0","0","0","0","51322081","5747270","57069351","25461089","5152600","0","0","30613689","1379295","0","0","0","0","0","0",10,13,10,10,10,13,10,10,10,13,10,10,10,13,10,10,10,13,10,10,10,13,"0","17065152","13141779","70047","0","70047","45087","956620","0","956620","227187","4031179","0","4031179","3413394","7247388","0","7247388","3908616","11025423","0","11025423","4129073","4093987","0","4093987","595953","5414346","5747270","11161616","338357","0","338357","0","0","0","50242499","5747270",10,10,10,13,10,10,10,10,10,10,13,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,18,10,10,10,18,10,13,13,13,13,13,13
"147590","3288643","13682064","2886394","0","2886394","0","0","0","0","0","0","14174687","2393771","16568458","5149919","1306364","0","0","6456283","416940","0","0","0","0","0","0",10,13,10,10,10,10,10,10,13,13,13,13,10,13,10,10,10,10,10,10,10,10,"0","3288643","2304740","399300","226185","625485","384621","0","0","0","0","707482","0","707482","535011","433066","85258","518324","409121","3234923","437494","3672417","1123555","1164142","0","1164142","392871","0","369503","369503","18575","0","18575","2042162","1275331","3317493","11288293","2393771",10,10,10,13,10,10,13,10,10,11,13,10,10,10,10,11,11,10,10,13,10,13,13,13,13,13,13,18,11,18,10,10,13,13,10,10,13,13,13,13,13,13
"147660","7029605","23915277","3027609","0","3027609","0","0","0","0","0","0","23894102","3048784","26942886","9705326","1853724","","","11559050","512898","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"82215","7111820","5522528","0","0","0","0","0","0","0","0","2029511","223575","2253086","1224796","2724338","116659","2840997","1410254","2595503","87234","2682737","1166924","1459520","19347","1478867","380824","3146754","2515754","5662508","6847","0","6847","1874415","4000","1878415","20866493","3048784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
