unitid,b011,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b234,b244,b254,b264,b274,bline05,bline14,bline15,bline17,bline18,bline20,bline21,"xb011","xb012","xb013","xb014","xb021","xb022","xb023","xb024","xb031","xb032","xb033","xb034","xb041","xb042","xb043","xb044","xb061","xb062","xb063","xb064","xb071","xb072",b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,"xb073","xb074","xb081","xb082","xb083","xb084","xb091","xb092","xb093","xb101","xb102","xb103","xb111","xb112","xb113","xb121","xb122","xb123","xb131","xb132","xb133","xb161","xb162","xb163","xb191","xb192","xb193","xb221","xb222","xb223","xb234","xb244","xb254","xb264","xb274","xbline05","xbline14","xbline15","xbline17","xbline18","xbline20","xbline21"
"213020","52676115","129560350","16886376","0","16886376","0","0","0","0","0","0","126442296","20004430","146446726","59179250","21282434","0","0","80461684","3614860","635600","1631624","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1491606","54167721","37621777","308749","129131","437880","152556","1957999","3043951","5001950","1833022","9249596","1653519","10903115","3992151","6089697","616996","6706693","3101130","11313668","630587","11944255","6250311","16475791","67631","16543422","6228303","1710444","12328719","14039163","5253158","42175","5295333","4520703","115","4520818","109555920","20004430",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"213057","116501","141501","0","0","0","0","0","0","0","0","0","141501","0","141501","141501","0","0","0","141501","0","0","0","0","0","0","0",10,13,10,16,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,"0","116501","116501","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25000","0","25000","25000","0","0","0","0","0","0","0","0","0","141501","0",13,13,10,13,10,16,13,13,13,13,13,13,13,13,13,10,13,10,13,13,13,13,13,13,13,13,13,10,13,10,10,11,13,13,11,13,13,13,13,13,13,13
"213163","671952","1540676","9810","0","9810","0","0","0","0","0","0","1444543","105943","1550486","875638","155971","0","0","1031609","10000","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","671952","502248","0","0","0","0","0","0","0","0","294000","0","294000","220000","62781","0","62781","31390","104000","0","104000","53000","136000","0","136000","69000","0","105943","105943","166000","0","166000","0","0","0","1434733","105943",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"213233","1911634","2197387","","","","","","","","","","2182691","14696","2197387","1466380","257938","333","4550","1729201","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"","1911634","1353436","","","","","","","","","","","","","","","","","172533","13207","185740","80240","98524","1489","100013","32704","","","","","","","","","","2182691","14696",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"213251","3535505","20336024","3143725","0","3143725","0","0","0","0","0","0","18672681","4807068","23479749","6960872","2299590","0","0","9260462","594628","0","206443","0","0","0","0",16,16,10,16,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,"824320","4359825","3098710","0","392307","392307","123914","131020","248330","379350","128209","1567378","263024","1830402","708138","2440061","85966","2526027","1040282","2256471","360352","2616823","1295771","1558250","46285","1604535","565848","3614010","2056008","5670018","207352","530476","737828","218909","0","218909","15528956","4807068",16,16,16,16,16,16,16,16,16,16,16,16,16,13,16,16,16,16,16,13,16,13,13,13,13,13,13,16,16,16,16,16,13,13,16,10,13,10,13,13,13,13
"213303","2230097","8202663","2288676","0","2288676","0","0","0","0","0","0","9275605","1215734","10491339","0","","","","0","167842","208961","0","0","0","0","0",10,10,10,10,13,13,13,31,13,13,13,31,10,10,10,10,10,10,10,10,10,10,"382668","2612765","0","0","0","0","","0","0","0","","492125","16858","508983","0","1072029","0","1072029","0","1341347","0","1341347","0","524379","20071","544450","0","447368","796137","1243505","407312","0","407312","472272","0","472272","6986929","1215734",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,31,31,31,31,10,10,10,13,13,13,13,13
"213321","6004696","21156915","2535958","0","2535958","0","0","0","0","0","0","21913259","1779614","23692873","9317440","2684354","0","0","12001794","784303","225270","0","0","0","0","0",16,16,16,16,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,"113754","6118450","4427429","0","0","0","0","120679","4565","125244","81248","1702107","93720","1795827","986275","2757609","60624","2818233","1446085","2862686","56367","2919053","1711314","1828464","2771","1831235","665089","2911826","1447813","4359639","728555","0","728555","460679","0","460679","19377301","1779614",16,16,16,16,16,16,16,16,16,16,13,16,16,13,16,16,16,16,16,13,16,13,13,13,13,13,13,16,16,16,16,16,13,13,16,10,10,13,13,13,13,13
"213349","26004643","54244581","7889344","0","7889344","0","0","0","0","0","0","58270149","3863776","62133925","29472300","9281761","0","0","38754061","2049847","1357777","178711","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"212031","26216674","19161113","18358","28795","47153","23452","162491","31350","193841","19140","6130949","59722","6190671","3438321","3776354","185982","3962336","2275320","6899809","44173","6943982","2752802","4644376","11773","4656149","1802152","422775","3289950","3712725","444369","0","444369","1876681","0","1876681","50380805","3863776",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"212577","11718339","41209238","6317518","0","6317518","0","0","0","0","0","0","41603047","5923709","47526756","16809039","5505288","0","0","22314327","1762345","1697218","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1617075","13335414","8849183","125405","608902","734307","374283","189953","425754","615707","275428","2156191","212401","2368592","908531","4475958","151425","4627383","2346357","5993749","363894","6357643","3010095","3372063","142121","3514184","1045162","5885254","2402137","8287391","577008","0","577008","791609","0","791609","35285529","5923709",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"212601","11230000","43556000","3970000","37000","4007000","0","0","0","0","0","0","38514000","9049000","47563000","17090000","3976000","0","0","21066000","715000","606000","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"1628000","12858000","10675000","0","647000","647000","308000","93000","7000","100000","71000","655000","60000","715000","486000","2819000","620000","3439000","1915000","9099000","365000","9464000","2476000","2613000","164000","2777000","1159000","5515000","5255000","10770000","1679000","55000","1734000","841000","211000","1052000","34544000","9012000",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"212656","3146133","12521971","4266905","0","4266905","0","0","0","0","0","0","15480413","1308463","16788876","4973745","1818900","0","0","6792645","362886","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"55215","3201348","2684944","0","0","0","0","0","0","0","0","1026965","0","1026965","621544","960741","0","960741","570604","3210229","0","3210229","598557","1135136","0","1135136","498096","1624585","1246433","2871018","0","0","0","109719","6815","116534","11213508","1308463",10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"212674","9606841","44254857","6994581","1830","6996411","0","0","0","0","0","0","47940856","3310412","51251268","15769139","4931794","0","0","20700933","1278652","1214493","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"531396","10138237","8068735","0","0","0","0","0","0","0","0","3814968","329530","4144498","1532113","4444911","192766","4637677","2571803","9919327","54792","9974119","2170196","4162579","834","4163413","1426292","6934043","1211361","8145404","528169","0","528169","1535437","987903","2523340","40946275","3308582",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"212771","794953","2934569","39411","0","39411","0","0","0","0","0","0","2571661","402319","2973980","0","","","","0","26933","0","0","0","0","0","0",10,10,10,10,13,13,13,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"82209","877162","0","0","0","0","","0","183629","183629","0","480641","0","480641","0","12895","10281","23176","0","1120800","36893","1157693","0","113727","0","113727","0","9234","89307","98541","0","0","0","0","0","0","2532250","402319",10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,31,31,31,31,10,10,13,13,13,13,13,13
"212805","4200268","13326156","1995945","16800","2012745","0","0","0","0","0","0","13911840","1427061","15338901","0","","","","0","548310","0","0","0","0","0","0",10,10,10,10,13,13,13,31,10,10,10,10,11,10,11,10,10,10,10,10,10,10,"110532","4310800","0","0","0","0","","48635","0","48635","0","662055","110532","772587","0","1680735","72240","1752975","0","1995945","110532","2106477","0","1890315","11550","1901865","0","110532","994875","1105407","443100","0","443100","884310","0","884310","11915895","1410261",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,10,10,13,13,13,13,13,13,11,10,11,31,31,31,31,10,16,13,13,13,13,13,13
"212832","4333107","12869530","838942","4511","843453","0","0","0","91706","0","91706","12113904","1690785","13804689","5703735","1214403","0","0","6918138","463180","36275","0","0","0","0","0",10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"104842","4437949","3397173","0","0","0","0","0","305814","305814","129006","795218","4718","799936","417244","970206","40689","1010895","467093","1748597","15941","1764538","925279","1457939","0","1457939","367940","1030215","1214270","2244485","347974","0","347974","500000","0","500000","11183256","1686274",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"212841","24931000","76344000","865000","0","865000","259155000","0","259155000","2668000","0","2668000","319638000","19394000","339032000","36467000","8072000","0","0","44539000","371000","646000","0","11369000","6236000","0","0",10,10,10,10,10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"844000","25775000","18872000","0","9786000","9786000","5479000","0","0","0","0","4362000","7218000","11580000","3613000","1560000","0","1560000","827000","18929000","0","18929000","5694000","4091000","0","4091000","1982000","2758000","1546000","4304000","319000","0","319000","0","0","0","56950000","19394000",10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,10,10,10,13,10,10,13,13
"212869","2205075","8354539","1123010","0","1123010","0","0","0","0","0","0","7815030","1662519","9477549","4301046","572737","0","117525","4991308","136361","178294","0","0","0","0","0",16,13,16,16,16,13,16,16,13,13,13,13,16,16,16,16,16,16,16,16,16,16,"0","2205075","1747136","39186","0","39186","29390","0","0","0","0","362385","389469","751854","545369","897051","541080","1438131","990495","1833957","1131","1835088","612594","741317","0","741317","376062","463638","730839","1194477","47690","0","47690","101721","0","101721","6692020","1662519",16,16,16,13,16,16,21,21,21,16,13,16,16,13,16,18,16,18,16,13,16,13,13,13,13,13,13,18,16,18,18,16,13,16,18,10,10,13,13,13,13,13
"212878","15208895","34034744","2303944","2011","2305955","0","0","0","0","0","0","32260938","4079761","36340699","18313244","4675878","0","0","22989122","1401069","0","106000","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"975722","16184617","11237442","0","0","0","0","0","0","0","0","4899840","16517","4916357","3027283","2316871","191381","2508252","1653627","2408447","5692","2414139","1445312","3727819","1670","3729489","949580","0","2886768","2886768","0","0","0","1395122","0","1395122","29956994","4077750",10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,10,13,13,13,13
"212911","6376803","26922611","6576837","0","6576837","0","0","0","0","0","0","28359123","5140325","33499448","12144510","3585773","0","0","15730283","1880062","200940","0","0","0","0","0",10,10,10,10,10,10,10,10,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"2040473","8417276","5408237","81827","697916","779743","335925","0","0","0","0","1935155","541805","2476960","1134237","3071074","86560","3157634","1758668","4329188","25997","4355185","2382748","2991341","52195","3043536","1124695","2996898","1695379","4692277","0","0","0","0","0","0","21782286","5140325",10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"212106","26465426","77147873","11281430","0","11281430","0","0","0","0","0","0","80142050","8287253","88429303","33295060","10996847","0","0","44291907","2986269","1211685","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"0","26465426","18272238","250730","2378701","2629431","830781","864972","0","864972","388101","8529313","0","8529313","4299013","4172639","0","4172639","1923266","10359200","0","10359200","5348304","5295236","0","5295236","2233357","8974212","5532642","14506854","1355206","0","1355206","2593686","375910","2969596","68860620","8287253",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,13,13,13,13,13
"212115","19010699","43402743","5455231","0","5455231","0","0","0","0","0","0","44917350","3940624","48857974","24627469","8300030","0","0","32927499","1670935","0","91527","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"441726","19452425","14811452","0","255238","255238","183894","144071","117523","261594","69885","4096799","46216","4143015","2264295","3056872","278867","3335739","2000630","6851665","22164","6873829","3221664","4705314","0","4705314","2075649","0","2778890","2778890","741968","0","741968","854731","0","854731","39462119","3940624",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,10,13,13,13,13
"212124","798687","2968472","188844","0","188844","0","0","0","0","0","0","2601126","556190","3157316","1358503","366762","0","0","1725265","148027","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"45444","844131","498075","0","0","0","0","0","0","0","0","228853","0","228853","113322","228861","25970","254831","135816","778283","104648","882931","435567","352263","0","352263","175723","0","380128","380128","25335","0","25335","0","0","0","2412282","556190",10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"212133","3554115","13509132","1376518","0","1376518","0","0","0","0","0","0","13420315","1465335","14885650","6232711","1181321","0","0","7414032","271177","22073","0","0","0","0","0",16,16,16,16,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16,16,"543717","4097832","2206675","0","0","0","0","0","0","0","0","1257370","24880","1282250","1130540","1287825","104031","1391856","866058","2893686","20560","2914246","1460098","1235616","0","1235616","569340","1691784","772147","2463931","123401","0","123401","0","0","0","12043797","1465335",18,16,16,13,16,16,16,16,16,16,13,16,13,13,13,18,16,18,16,13,16,13,13,13,13,13,13,18,16,18,16,16,13,13,16,10,10,13,13,13,13,13
"212160","27412093","60366992","8679643","0","8679643","0","0","0","0","0","0","61116056","7930579","69046635","30850982","10632778","0","0","41483760","1873859","0","0","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"299","27412392","20606063","15304","133427","148731","52119","595028","36671","631699","348950","5283813","50614","5334427","2830601","3921014","376419","4297433","2628276","6544305","1097","6545402","1255239","4040557","2385","4042942","3129734","909816","7329667","8239483","876015","0","876015","2838468","0","2838468","52436413","7930579",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,11,13,13,11,10,13,13,13,13,13,13
"212179","3229867","4630045","0","0","0","","","","","","","4579208","50837","4630045","2677424","460831","595","8129","3146979","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"0","3229867","2286746","","","","","","","","","","","","","","","","","596798","45684","642482","277552","340798","5153","345951","113126","411745","0","411745","","","","","","","4579208","50837",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"212197","7674193","24253367","4981217","44783","5026000","0","0","0","0","0","0","27037306","2242061","29279367","9895500","2625684","0","0","12521184","745744","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"344127","8018320","5568437","0","0","0","0","0","0","0","0","681467","179597","861064","365844","2339327","235366","2574693","1202143","4041843","32502","4074345","2069104","2146633","1853","2148486","689972","4232551","1403833","5636384","207050","0","207050","733025","0","733025","22056089","2197278",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"212425","370188","2458712","207215","0","207215","0","0","0","0","0","0","1903467","762460","2665927","888966","138947","0","0","1027913","5641","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,10,13,10,10,10,13,"0","370188","368695","0","0","0","0","0","0","0","0","221933","0","221933","206162","301494","0","301494","133318","569738","0","569738","140000","232899","0","232899","40791","0","762460","762460","0","0","0","0","0","0","1696252","762460",10,10,10,13,10,10,13,11,11,13,13,13,13,13,13,10,11,11,10,13,18,13,13,13,13,13,13,10,11,11,10,10,13,13,18,10,13,13,13,13,13,13
"212434","127219","278363","0","0","0","0","0","0","0","0","0","206266","72097","278363","132506","12176","0","0","144682","6188","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","127219","116561","0","0","0","0","0","0","0","0","18200","0","18200","15945","0","0","0","0","0","0","0","0","58120","0","58120","0","2727","72097","74824","0","0","0","0","0","0","206266","72097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"212443","297238","1018735","3885","0","3885","0","0","0","0","0","0","946456","76164","1022620","534072","103954","0","0","638026","82799","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"7105","304343","242597","0","0","0","0","0","0","0","0","144343","348","144691","86476","17983","3140","21123","8135","304972","40069","345041","180519","82038","3885","85923","16345","8885","21617","30502","0","0","0","87112","0","87112","942571","76164",10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,16,13,16,13,13,13,13,13,13,11,10,11,10,10,13,13,10,10,13,13,13,13,13,13
"212452","52920","163173","0","0","0","0","0","0","0","0","0","163173","0","163173","0","","","","0","0","0","0","0","0","0","0",10,10,10,10,13,13,13,31,13,13,13,31,10,10,10,10,10,10,10,10,10,10,"0","52920","0","0","0","0","","0","0","0","","19958","0","19958","0","47408","0","47408","0","42887","0","42887","0","0","0","0","","0","0","0","0","0","0","0","0","0","163173","0",10,10,13,13,13,31,13,13,13,13,13,13,13,13,13,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,31,31,31,31,10,13,13,13,13,13,13,13
"211644","22199742","54188782","6668772","0","6668772","0","0","0","0","0","0","52335606","8521948","60857554","30232412","9551178","0","0","39783590","1838885","533873","362526","0","0","0","0",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,"558816","22758558","18024752","80650","31386","112036","33822","477848","891079","1368927","692120","5752592","135323","5887915","2985520","4237875","178166","4416041","2458430","5941683","108029","6049712","3232053","5867525","36393","5903918","2805715","739485","6582756","7322241","330328","0","330328","39106","0","39106","45666834","8521948",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,10,10,13,13,13,13
"211671","55183","294969","","","","","","","","","","210320","84649","294969","112128","17020","0","0","129148","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,"0","55183","47540","","","","","","","","","43105","0","43105","34997","26066","0","26066","18525","30163","0","30163","3086","55803","0","55803","7980","0","84649","84649","","","","","","","210320","84649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"211893","1083880","4072212","0","0","0","0","0","0","0","0","0","3673089","399123","4072212","2155389","504359","0","0","2659748","200276","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"396593","1480473","1108648","0","0","0","0","0","0","0","0","200276","0","200276","114586","133764","0","133764","85698","1688941","0","1688941","705588","406481","0","406481","140869","130561","2530","133091","0","0","0","29186","0","29186","3673089","399123",10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
"211909","188958","376413","0","0","0","0","0","0","0","0","0","269328","107085","376413","189073","18085","0","0","207158","11103","0","0","0","0","0","0",10,13,10,10,13,13,13,13,13,13,13,13,10,13,10,10,13,13,13,13,13,13,"0","188958","173128","0","0","0","0","0","0","0","0","18200","0","18200","15945","0","0","0","0","0","0","0","0","58120","0","58120","0","4050","107085","111135","0","0","0","0","0","0","269328","107085",13,13,10,13,10,13,21,21,21,13,13,13,13,13,13,10,18,18,13,13,13,13,13,13,13,13,13,10,18,18,10,10,13,13,10,21,13,13,13,13,13,13
"211927","15801086","28965775","2074071","0","2074071","0","0","0","0","0","0","28438916","2600930","31039846","16737570","5074198","0","0","21811768","548629","0","0","0","0","0","0",10,10,10,10,13,13,13,13,13,13,13,13,10,10,10,10,10,10,10,10,10,10,"435644","16236730","11265008","0","0","0","0","0","0","0","0","1373671","9744","1383415","814370","2380430","285233","2665663","1804332","4473955","100529","4574484","1993126","2204715","649","2205364","860734","109877","1769131","1879008","21111","0","21111","0","0","0","26364845","2600930",10,10,10,10,10,10,10,10,10,10,10,10,13,13,13,10,10,10,10,10,10,13,13,13,13,13,13,10,10,10,10,10,13,13,10,10,13,13,13,13,13,13
