unitid,part,a011,a012,a013,a021,a022,a023,a041,a042,a043,a051,a052,a053,a061,a062,a063,a071,a072,a073,a081,a082,a083,a091,a092,a093,a101,a102,a103,a111,a112,a113,a121,a122,a123,a131,a132,a133,a141,a142,a143,a151,a152,a153,a161,a162,a163,aline03,filler,"xa011","xa012","xa013","xa021","xa022","xa023","xa041","xa042","xa043","xa051","xa052","xa053","xa061","xa062","xa063","xa071","xa072","xa073","xa081","xa082","xa083","xa091","xa092","xa093","xa101","xa102","xa103","xa111","xa112","xa113","xa121","xa122","xa123","xa131","xa132","xa133","xa141","xa142","xa143","xa151","xa152","xa153","xa161","xa162","xa163","xaline03"
"218724","A","14138852","0","14138852","0","0","0","10408407","0","10408407","0","0","0","147136","3505227","3652363","29753","726839","756592","201408","49595","251003","221319","146422","367741","0","5568","5568","503079","0","503079","3334181","0","3334181","0","0","0","198180","0","198180","0","0","0","29182315","4433651","33615966","0","",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,10,10,10,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"218733","A","10546504","0","10546504","25000","0","25000","20604819","0","20604819","0","0","0","479704","12357061","12836765","204000","834500","1038500","0","0","0","30177","110016","140193","10497","26126","36623","191165","0","191165","11078058","0","11078058","0","0","0","102322","829","103151","0","0","0","43272246","13328532","56600778","25000","",10,31,10,10,31,10,10,31,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,10
"218742","A","7973734","0","7973734","0","0","0","9880500","0","9880500","0","0","0","108044","2531376","2639420","63936","189235","253171","0","19310","19310","30975","363238","394213","0","257","257","494704","0","494704","1289697","0","1289697","0","0","0","99624","28","99652","0","0","0","19941214","3103444","23044658","0","",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,10,10,10,31,10,10,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"218751","A","1826648","0","1826648","0","0","0","0","0","0","0","0","0","64425","51757","116182","0","0","0","0","0","0","469949","2232","472181","0","3242","3242","76678","0","76678","109365","0","109365","0","0","0","52801","12","52813","0","0","0","2599866","57243","2657109","0","",10,31,10,31,31,31,31,31,31,31,31,31,16,16,10,31,31,31,31,31,31,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,16,16,16,31
"218821","A","4350440","0","4350440","0","0","0","0","0","0","0","0","0","0","899201","899201","0","0","0","0","0","0","745871","225999","971870","276096","93463","369559","0","0","0","1952414","0","1952414","0","0","0","171184","0","171184","0","0","0","7496005","1218663","8714668","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"218830","A","2971436","0","2971436","0","0","0","6411048","0","6411048","1065531","0","1065531","37784","2023287","2061071","0","103845","103845","0","0","0","0","32318","32318","0","0","0","1446","0","1446","1106009","0","1106009","0","0","0","82905","0","82905","0","0","0","11676159","2159450","13835609","0","",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"218858","A","1992200","0","1992200","0","0","0","5729623","0","5729623","958730","0","958730","0","2068707","2068707","81021","131618","212639","0","0","0","0","10602","10602","0","0","0","0","0","0","634429","0","634429","0","0","0","237804","0","237804","0","0","0","9633807","2210927","11844734","0","",10,31,10,31,31,31,10,31,10,10,31,10,31,10,10,10,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"218885","A","2637446","0","2637446","0","0","0","7732975","0","7732975","1410000","0","1410000","62683","3846784","3909467","101111","51577","152688","0","0","0","0","3353","3353","0","0","0","100693","0","100693","1149457","0","1149457","0","0","0","89055","0","89055","0","0","0","13283420","3901714","17185134","0","",10,31,10,31,31,31,10,31,10,11,31,11,10,10,10,10,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,11,10,11,31
"218894","A","9328708","0","9328708","0","0","0","16345192","0","16345192","4036364","0","4036364","0","5675567","5675567","0","27880","27880","0","0","0","0","0","0","0","0","0","82383","0","82383","4014224","0","4014224","0","0","0","807856","111881","919737","0","0","0","34614727","5815328","40430055","0","",10,31,10,31,31,31,10,31,10,10,31,10,31,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"218919","A","3282452","0","3282452","0","0","0","0","0","0","0","0","0","81661","3374016","3455677","0","0","0","0","0","0","1064001","350016","1414017","206761","0","206761","0","0","0","1365630","0","1365630","0","0","0","138786","0","138786","0","0","0","6139291","3724032","9863323","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"218955","A","497264","0","497264","0","0","0","1476883","0","1476883","199875","0","199875","21944","1068286","1090230","35500","8309","43809","0","0","0","0","11796","11796","0","0","0","4545","0","4545","119604","0","119604","0","0","0","59323","0","59323","0","0","0","2414938","1088391","3503329","0","",10,31,10,31,31,31,10,31,10,10,31,10,10,10,10,10,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"218964","A","17318770","0","17318770","0","0","0","18550148","0","18550148","0","0","0","71592","2836243","2907835","0","2633244","2633244","0","79163","79163","582137","458539","1040676","0","54457","54457","1286070","0","1286070","8170488","0","8170488","0","0","0","740298","1629","741927","0","0","0","46719503","6063275","52782778","0","",10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,10,10,31,10,10,10,10,10,31,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"218973","A","13081586","0","13081586","0","0","0","0","0","0","0","0","0","0","234638","234638","0","1238904","1238904","0","0","0","1369468","391538","1761006","633058","976619","1609677","0","0","0","4725787","0","4725787","0","0","0","699845","0","699845","0","0","0","20509744","2841699","23351443","0","",10,10,10,10,31,31,10,31,31,10,10,10,10,11,11,10,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,18,10
"218991","A","3457621","0","3457621","0","0","0","6956329","0","6956329","1574391","0","1574391","0","2845106","2845106","0","48718","48718","0","135646","135646","0","0","0","0","0","0","392842","0","392842","1527128","0","1527128","0","0","0","364349","0","364349","0","0","0","14272660","3029470","17302130","0","",10,10,10,31,31,31,10,31,10,10,31,10,31,10,10,31,10,10,31,10,10,31,31,31,31,31,31,10,31,18,10,31,11,31,31,31,10,31,10,31,31,31,10,10,18,31
"219000","A","16535311","0","16535311","0","0","0","0","0","0","0","0","0","129053","1786467","1915520","0","230822","230822","0","0","0","1130978","1060881","2191859","160204","640082","800286","124554","0","124554","3538811","0","3538811","0","0","0","880411","164279","1044690","0","0","0","22499322","3882531","26381853","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"219046","A","6514146","0","6514146","0","0","0","6032384","0","6032384","0","0","0","0","2888962","2888962","0","155153","155153","0","0","0","0","387777","387777","0","0","0","558695","0","558695","4312342","0","4312342","0","0","0","0","0","0","0","0","0","17417567","3431892","20849459","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"219055","A","792928","0","792928","0","0","0","0","0","0","0","0","0","0","211195","211195","0","0","0","0","0","0","38041","0","38041","0","0","0","0","0","0","0","0","0","0","0","0","39342","0","39342","0","0","0","870311","211195","1081506","0","",10,31,10,31,31,10,31,31,10,31,31,10,31,10,10,31,31,10,31,31,10,10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31
"219064","A","50510","0","50510","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","118886","32984","151870","0","0","0","0","0","0","23326","0","23326","0","0","0","6949","23","6972","0","0","0","199671","33007","232678","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"219082","A","2495390","0","2495390","0","0","0","5051767","0","5051767","0","0","0","0","1319167","1319167","283433","204173","487606","0","0","0","0","298795","298795","0","0","0","0","174776","174776","1960294","0","1960294","0","0","0","0","0","0","0","0","0","9790884","1996911","11787795","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,10,10,10,31,31,31,31,10,10,31,31,31,31,10,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"219091","A","4501961","0","4501961","0","0","0","0","0","0","0","0","0","18116","904861","922977","0","11830","11830","0","0","0","957701","418219","1375920","47444","208815","256259","0","0","0","993532","0","993532","0","0","0","109887","0","109887","0","0","0","6628641","1543725","8172366","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,11,11,31,16,11,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219134","A","4166033","0","4166033","0","0","0","0","0","0","0","0","0","0","800960","800960","0","3000","3000","0","0","0","0","50100","50100","0","99137","99137","0","0","0","620035","0","620035","0","0","0","277234","0","277234","0","0","0","5063302","953197","6016499","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"219198","A","4823571","36677","4860248","0","0","0","0","0","0","0","0","0","26539","1393801","1420340","0","12387","12387","0","0","0","528603","195854","724457","16151","134959","151110","0","0","0","1237205","0","1237205","0","0","0","151043","0","151043","0","0","0","6783112","1773678","8556790","0","",10,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219204","A","3088771","0","3088771","0","0","0","0","0","0","0","0","0","0","470392","470392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","643793","0","643793","0","0","0","69468","0","69468","0","0","0","3802032","470392","4272424","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219213","A","1600284","0","1600284","0","0","0","0","0","0","0","0","0","0","212183","212183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","30979","0","30979","0","0","0","4145","0","4145","0","0","0","1635408","212183","1847591","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219240","A","897714","0","897714","0","0","0","0","0","0","0","0","0","0","5438","5438","0","0","0","0","0","0","759200","125405","884605","64720","121892","186612","307772","0","307772","430654","0","430654","0","0","0","65424","3335","68759","0","0","0","2525484","256070","2781554","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,10,31,10,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"219259","A","4955299","0","4955299","0","0","0","7635945","0","7635945","0","0","0","0","2898834","2898834","0","22382","22382","0","0","0","0","652906","652906","0","0","0","0","0","0","3615481","0","3615481","0","0","0","993285","0","993285","0","0","0","17200010","3574122","20774132","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219277","A","542480","0","542480","2457611","0","2457611","0","0","0","0","0","0","0","957302","957302","0","315747","315747","0","0","0","0","574116","574116","1033024","0","1033024","2312","0","2312","0","0","0","0","0","0","833391","0","833391","0","0","0","4868818","1847165","6715983","0","",10,31,10,10,31,10,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,10,31,10,10,31,10,31,31,31,31,31,31,10,31,10,31,31,31,10,10,18,31
"219295","A","2109717","0","2109717","0","0","0","0","0","0","0","0","0","12449","462709","475158","0","0","0","0","0","0","360278","715699","1075977","114192","137279","251471","0","0","0","274733","0","274733","0","0","0","308418","0","308418","0","0","0","3179787","1315687","4495474","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,11,11,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,18,18,31
"219347","A","4831557","0","4831557","0","0","0","8919160","0","8919160","0","0","0","0","4585529","4585529","0","710444","710444","0","0","0","0","709230","709230","0","0","0","758487","0","758487","3295324","0","3295324","0","0","0","725138","0","725138","0","0","0","18529666","6005203","24534869","0","",10,10,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219356","A","19924035","0","19924035","0","6862223","6862223","39968137","0","39968137","0","0","0","0","9976444","9976444","0","791800","791800","0","0","0","0","2004211","2004211","0","0","0","8525769","0","8525769","10851819","0","10851819","0","0","0","693349","0","693349","0","0","0","79963109","19634678","99597787","0","",10,31,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"219374","A","1020838","0","1020838","0","1723538","1723538","0","0","0","0","0","0","427916","2726056","3153972","3155","79788","82943","0","16670","16670","256867","549406","806273","0","0","0","50755","0","50755","333754","0","333754","0","0","0","102722","74585","177307","0","0","0","2196007","5170043","7366050","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"219383","A","5604192","18398","5622590","0","0","0","0","0","0","0","0","0","29956","660696","690652","0","0","0","0","0","0","488910","243946","732856","90597","307959","398556","0","0","0","1164969","0","1164969","0","0","0","123024","8420","131444","0","0","0","7501648","1239419","8741067","0","",10,10,10,31,31,31,31,31,31,31,31,31,10,10,18,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"219408","A","443477","0","443477","0","0","0","0","0","0","0","0","0","397163","440136","837299","0","0","0","0","0","0","17875","133200","151075","5470","0","5470","0","0","0","78668","0","78668","0","0","0","10321","0","10321","0","0","0","952974","573336","1526310","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"219471","A","20890995","0","20890995","0","0","0","31452150","0","31452150","0","0","0","0","11404403","11404403","0","3296605","3296605","0","0","0","190315","2886046","3076361","0","0","0","4470795","0","4470795","6778048","0","6778048","0","0","0","0","0","0","0","0","0","63782303","17587054","81369357","0","",10,31,10,31,31,31,10,31,10,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,31,31,31,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"219505","A","388917","0","388917","0","0","0","0","0","0","0","0","0","0","241442","241442","0","0","0","0","0","0","170227","215115","385342","0","0","0","58171","0","58171","0","0","0","0","0","0","65215","0","65215","0","0","0","682530","456557","1139087","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
"219578","A","1402840","0","1402840","0","0","0","0","0","0","0","0","0","0","126282","126282","0","0","0","0","0","0","497555","54240","551795","9084","0","9084","0","0","0","95591","0","95591","0","0","0","13446","22104","35550","0","0","0","2018516","202626","2221142","0","",10,10,10,31,31,31,31,31,31,31,31,31,10,11,11,10,10,31,10,10,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,11,11,31
"219602","A","12469138","37252","12506390","0","0","0","24610200","727900","25338100","0","0","0","122302","4673580","4795882","4918","650715","655633","0","0","0","14109","549789","563898","23732","135703","159435","536141","0","536141","4216598","2160","4218758","0","0","0","475971","0","475971","0","0","0","42473109","6777099","49250208","0","",10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219709","A","22393490","0","22393490","0","0","0","0","0","0","0","0","0","0","993241","993241","0","233300","233300","0","0","0","2498589","688687","3187276","288095","486976","775071","0","0","0","4129259","0","4129259","0","0","0","437262","1273349","1710611","0","0","0","29746695","3675553","33422248","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"219718","A","2654273","0","2654273","0","0","0","0","0","0","0","0","0","0","555252","555252","0","398049","398049","0","0","0","836316","0","836316","192701","513497","706198","0","0","0","931079","0","931079","0","0","0","53130","0","53130","0","0","0","4667499","1466798","6134297","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,11,11,31,10,10,31,31,31,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,18,18,31
"219790","A","3970919","0","3970919","0","0","0","0","0","0","0","0","0","0","480392","480392","0","0","0","0","0","0","726844","1183051","1909895","13828","77653","91481","0","0","0","2155733","0","2155733","0","0","0","81524","66563","148087","0","0","0","6948848","1807659","8756507","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"219806","A","16011095","0","16011095","0","0","0","0","0","0","0","0","0","0","1504251","1504251","0","0","0","0","0","0","2361112","648990","3010102","224404","346713","571117","0","0","0","4421267","516241","4937508","0","0","0","521515","623934","1145449","0","0","0","23539393","3640129","27179522","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"219824","A","7118367","0","7118367","0","0","0","17822400","102204","17924604","0","0","0","22731","4149990","4172721","4879","207846","212725","0","0","0","38648","22397","61045","0","0","0","330767","0","330767","203062","0","203062","0","0","0","308923","0","308923","0","0","0","25849777","4482437","30332214","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"219833","A","12543171","0","12543171","0","0","0","0","0","0","0","0","0","0","816436","816436","0","0","0","0","0","0","1060808","513912","1574720","422708","127808","550516","0","0","0","1604451","0","1604451","0","0","0","240646","0","240646","0","0","0","15871784","1458156","17329940","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219842","A","778572","0","778572","0","0","0","0","0","0","0","0","0","0","13888","13888","0","0","0","0","0","0","1368001","543194","1911195","0","71913","71913","0","0","0","0","0","0","0","0","0","15343","200","15543","0","0","0","2161916","629195","2791111","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,10,18,18,31
"219879","A","2334303","0","2334303","0","0","0","7928600","42821","7971421","0","0","0","109462","3547109","3656571","0","116220","116220","0","0","0","11166","30720","41886","0","0","0","113339","0","113339","123146","0","123146","0","0","0","185860","0","185860","0","0","0","10805876","3736870","14542746","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"219888","A","2832807","0","2832807","0","0","0","8149800","118734","8268534","0","0","0","107029","4025392","4132421","0","177156","177156","0","0","0","0","65722","65722","0","0","0","142458","0","142458","930083","0","930083","0","0","0","137713","0","137713","0","0","0","12299890","4387004","16686894","0","",10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"219949","A","5500844","0","5500844","0","0","0","0","0","0","0","0","0","0","577291","577291","0","174868","174868","0","0","0","379724","372264","751988","47484","0","47484","4995","0","4995","1175973","69747","1245720","0","0","0","52875","6707","59582","0","0","0","7161895","1200877","8362772","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,11,11,31,16,16,31,31,31,10,10,10,10,31,10,10,31,10,10,10,10,31,31,31,10,10,10,31,31,31,10,11,18,31
"219976","A","21224467","0","21224467","0","0","0","0","0","0","0","0","0","0","684577","684577","0","52927","52927","0","0","0","1521662","695570","2217232","896022","0","896022","0","0","0","4561955","0","4561955","0","0","0","1134451","522370","1656821","0","0","0","29338557","1955444","31294001","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"220002","A","2233486","0","2233486","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43902","0","43902","0","0","0","0","0","0","8944","0","8944","0","0","0","2286332","0","2286332","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,10,31,10,31,31,31,31,31,31,10,31,10,31,31,31,10,31,10,31
"220057","A","1768389","7152","1775541","0","0","0","4720900","91200","4812100","0","0","0","109859","4095903","4205762","10381","101950","112331","0","0","0","0","283495","283495","0","0","0","92539","0","92539","20111","0","20111","0","0","0","89613","0","89613","0","0","0","6811792","4579700","11391492","0","",10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,31,31,31,31,10,10,31,31,31,10,31,10,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"220075","A","23275466","89820","23365286","0","0","0","65530400","440476","65970876","0","0","0","477943","8886995","9364938","286189","3414903","3701092","1458126","0","1458126","126829","7115381","7242210","37091","627896","664987","12643928","0","12643928","9049835","25278","9075113","0","0","0","1556256","0","1556256","0","0","0","114442063","20600749","135042812","0","",10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,10,10,10,10,31,10,10,10,10,10,10,10,10,31,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"220118","A","468330","0","468330","0","0","0","0","0","0","0","0","0","208300","0","208300","22500","0","22500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62100","0","62100","0","0","0","761230","0","761230","0","",10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,31
"220136","A","459876","0","459876","0","0","0","0","0","0","0","0","0","7579","0","7579","0","0","0","0","0","0","893648","505674","1399322","0","225772","225772","0","0","0","88071","0","88071","0","0","0","8931","964","9895","0","0","0","1458105","732410","2190515","0","",10,31,10,31,31,31,31,31,31,31,31,31,16,31,16,31,31,31,31,31,31,10,10,10,31,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"220181","A","5667163","0","5667163","0","0","0","0","0","0","0","0","0","390383","2180484","2570867","0","0","0","0","0","0","1580252","3532615","5112867","35845","90292","126137","0","0","0","2340688","0","2340688","0","0","0","363936","0","363936","0","0","0","10378267","5803391","16181658","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"220206","A","1228606","0","1228606","0","0","0","0","0","0","0","0","0","0","196868","196868","0","0","0","0","0","0","1004125","57895","1062020","5977","6698","12675","0","0","0","1027284","0","1027284","0","0","0","96643","55","96698","0","0","0","3362635","261516","3624151","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"220215","A","8109731","0","8109731","0","0","0","0","0","0","0","0","0","0","1308841","1308841","0","482243","482243","0","0","0","1575368","362154","1937522","137790","229602","367392","0","0","0","5192936","0","5192936","0","0","0","285501","0","285501","0","0","0","15301326","2382840","17684166","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,10,10,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,31,10,31,31,31,10,10,10,31
"220312","A","1963892","0","1963892","0","0","0","0","0","0","0","0","0","546453","525783","1072236","205233","0","205233","0","0","0","396765","52597","449362","352199","0","352199","128709","0","128709","845234","0","845234","0","0","0","0","0","0","0","0","0","4438485","578380","5016865","0","",10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,10,31,10,31,31,31,10,10,10,10,31,10,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,10,10,10,31
"220400","A","2667776","37441","2705217","0","0","0","7961500","101100","8062600","0","0","0","219787","6102367","6322154","0","167151","167151","142829","111830","254659","0","0","0","0","0","0","133422","0","133422","680175","0","680175","0","0","0","129775","0","129775","0","0","0","11935264","6519889","18455153","0","",10,10,10,31,31,31,10,10,10,31,31,31,10,10,10,31,10,10,10,10,10,31,31,31,31,31,31,10,31,10,16,31,16,31,31,31,10,31,10,31,31,31,18,10,18,31
"220464","A","266021","0","266021","0","0","0","0","0","0","0","0","0","0","46775","46775","0","44936","44936","0","0","0","13438","0","13438","1337","0","1337","47604","0","47604","79041","0","79041","0","0","0","0","0","0","0","0","0","407441","91711","499152","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,16,10,31,16,11,31,31,31,10,31,10,10,31,10,10,31,10,10,31,10,31,31,31,31,31,31,31,31,31,11,18,18,31
"220473","A","1715573","0","1715573","0","0","0","0","0","0","0","0","0","0","120640","120640","0","0","0","0","0","0","1160962","1222322","2383284","1699595","1212507","2912102","0","0","0","1683671","0","1683671","0","0","0","217759","2161","219920","0","0","0","6477560","2557630","9035190","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,16,16,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,16,31,16,31,31,31,10,10,10,31,31,31,11,10,11,31
"220516","A","4708423","0","4708423","0","0","0","0","0","0","0","0","0","0","438878","438878","0","0","0","0","0","0","3505871","246161","3752032","54581","154473","209054","0","0","0","1755230","0","1755230","0","0","0","126392","15586","141978","0","0","0","10150497","855098","11005595","0","",10,31,10,31,31,31,31,31,31,31,31,31,31,10,10,31,31,31,31,31,31,10,10,10,10,10,10,31,31,31,10,31,10,31,31,31,10,10,10,31,31,31,10,10,10,31
"220552","A","1263391","0","1263391","0","0","0","0","0","0","0","0","0","0","358833","358833","0","0","0","0","0","0","0","0","0","0","0","0","6337","0","6337","0","0","0","0","0","0","66375","158","66533","0","0","0","1336103","358991","1695094","0","",20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
