unitid,b011,b012,b013,b014,b021,b022,b023,b024,b031,b032,b033,b034,b041,b042,b043,b044,b061,b062,b063,b064,b071,b072,b073,b074,b081,b082,b083,b084,b091,b092,b093,b101,b102,b103,b111,b112,b113,b121,b122,b123,b131,b132,b133,b161,b162,b163,b191,b192,b193,b221,b222,b223,b235,b245,b255,b265,b275,bline05,bline14,bline15,bline17,bline20,bline21,bline18,part
"237181","2220401","506152","2726553","1728362","","","","","0","73904","73904","0","394944","162110","557054","241192","2054334","84271","2138605","825756","1640539","217385","1857924","786504","1421681","80251","1501932","551527","2906311","1405227","4311538","375568","0","375568","416245","0","416245","11430023","2529300","13959323","2355602","155961","2511563","0","0","0","0","0","0","13785625","2685261","16470886","4133341","1232332","0","0","5365673","272632","0","0","0","0","0","0","B"
"237215","4257473","0","4257473","3141294","16621","0","16621","13367","24964","0","24964","13984","745721","0","745721","392320","1064401","0","1064401","593491","1264014","0","1264014","801097","873676","0","873676","296160","580550","1403253","1983803","18973","0","18973","0","0","0","8846393","1403253","10249646","924188","0","924188","0","0","0","0","0","0","9770581","1403253","11173834","5251713","1125356","0","0","6377069","276899","21813","0","0","0","0","0","B"
"237312","2623092","493924","3117016","2436199","0","0","0","0","0","0","0","0","283448","123879","407327","161309","1286892","211147","1498039","682019","1602125","7103","1609228","690455","1167312","26252","1193564","621347","1328597","1509411","2838008","580254","0","580254","100000","0","100000","8971720","2371716","11343436","1272450","637","1273087","0","0","0","0","0","0","10244170","2372353","12616523","4591329","924154","0","0","5515483","226892","0","0","0","0","0","0","B"
"237330","4945000","0","4945000","3571726","0","27000","27000","17000","92859","51141","144000","107272","760000","0","760000","486311","1152000","0","1152000","632000","1314000","0","1314000","935552","1366000","0","1366000","561312","0","2080881","2080881","0","0","0","0","0","0","9629859","2159022","11788881","0","4377000","4377000","0","0","0","0","0","0","9629859","6536022","16165881","6311173","1215867","0","0","7527040","316161","0","0","0","0","0","0","B"
"237358","2394051","361010","2755061","1678578","","","","","","","","","388432","381496","769928","262269","1044042","57191","1101233","581335","1888525","14660","1903185","608611","677952","67130","745082","313250","809376","1369829","2179205","242975","0","242975","","","","7445353","2251316","9696669","2189018","90267","2279285","0","0","0","","","","9634371","2341583","11975954","3444043","897504","","","4341547","243898","","","","","","","B"
"237367","9047182","241926","9289108","6946459","","34495","34495","18575","97362","","97362","46709","1517257","440689","1957946","912186","1524076","","1524076","693608","2188184","","2188184","1223433","1709299","","1709299","788304","","3463286","3463286","","2111000","2111000","176829","36092","212921","16260189","6327488","22587677","4527592","36092","4563684","","","","","","","20787781","6363580","27151361","10629274","2108857","0","0","12738131","720379","","212921","","","","","B"
"237385","3688973","10968","3699941","2802998","0","0","0","0","1861","0","1861","792","794187","0","794187","424081","762954","0","762954","419405","1149327","0","1149327","714357","975726","0","975726","465799","0","2074175","2074175","0","0","0","0","0","0","7373028","2085143","9458171","2344349","0","2344349","0","0","0","0","0","0","9717377","2085143","11802520","4827432","1013560","0","0","5840992","463703","137516","0","","","","","B"
"237437","673264","0","673264","359020","40663","0","40663","31750","","","","","267916","0","267916","62061","716295","0","716295","212347","590639","0","590639","38281","214686","0","214686","0","","","","","","","","","","2503463","0","2503463","","","","","","","","","","2503463","0","2503463","703459","65470","","","768929","151787","","","","","","","B"
"237525","30108427","1783871","31892298","25101465","","1081129","1081129","595438","1226642","329732","1556374","935643","4783904","37122","4821026","2969981","3911393","239765","4151158","2353241","8448121","40435","8488556","4942065","4768997","3440","4772437","2259602","","7853087","7853087","","7169758","7169758","","","","53247484","18538339","71785823","13195888","44902","13240790","","","","","","","66443372","18583241","85026613","39157435","7436473","","","46593908","1952892","234100","","","","","","B"
"237604","524681","0","524681","174892","","","","","","","","","943471","0","943471","314490","79989","0","79989","40634","","","","","160934","0","160934","22692","0","0","0","0","0","0","0","0","0","1709075","0","1709075","","","","","","","","","","1709075","0","1709075","552708","","","","552708","3580","","","","","","","B"
"237640","381364","87750","469114","312510","","","","","","","","","133509","9857","143366","94998","369009","18346","387355","191502","835341","21370","856711","338117","118877","16726","135603","51301","119138","185407","304545","268457","0","268457","","","","2225695","339456","2565151","401720","48517","450237","","","","","","","2627415","387973","3015388","988428","150253","","","1138681","57109","","","","","","","B"
"237686","3590000","121000","3711000","2687000","0","0","0","0","66000","29000","95000","61000","656000","32000","688000","434000","614000","18000","632000","420000","1066000","2000","1068000","767000","951000","1000","952000","277000","97000","951000","1048000","0","0","0","0","0","0","7040000","1154000","8194000","0","765000","765000","0","0","0","0","0","0","7040000","1919000","8959000","4646000","905000","0","0","5551000","215000","0","0","0","0","0","0","B"
"237701","2302650","135865","2438515","1520210","","","","","","","","","743830","11221","755051","347914","626604","12013","638617","357543","529285","16993","546278","409008","784859","4344","789203","331779","","700332","700332","","","","","","","4987228","880768","5867996","1498012","","1498012","","","","","","","6485240","880768","7366008","2966454","652599","","","3619053","286451","","","","","","","B"
"237783","1471412","411495","1882907","1598002","","","","","","","","","161475","","161475","","918219","59220","977439","442044","1839975","","1839975","653524","1164290","16100","1180390","259665","455469","879153","1334622","7153","","7153","","","","6017993","1365968","7383961","742865","1500","744365","","","","","","","6760858","1367468","8128326","2953235","477881","","","3431116","30750","","","","","","","B"
"237792","5612000","45000","5657000","4229000","0","42000","42000","0","256000","83000","339000","188000","1363000","0","1363000","433000","1188000","0","1188000","582000","1311000","0","1311000","749000","1465000","0","1465000","510000","276000","1202000","1478000","41000","0","41000","0","0","0","11512000","1372000","12884000","5266000","0","5266000","0","0","0","0","0","0","16778000","1372000","18150000","6691000","1278000","0","0","7969000","661000","243000","372000","0","0","0","0","B"
"229160","3504754","206835","3711589","3296637","0","37734","37734","0","0","79275","79275","55576","657631","14333","671964","415976","1019600","36911","1056511","603122","2723911","326548","3050459","782412","1625151","53291","1678442","628689","817792","2162882","2980674","","","","713418","315762","1029180","11062257","3233571","14295828","501445","0","501445","","","","","","","11563702","3233571","14797273","5782412","1121897","","","6904309","477014","","","","","","","B"
"229179","21664543","2949068","24613611","19894788","493163","1082420","1575583","722235","15755","696331","712086","278136","5193323","247632","5440955","2543009","1408152","110441","1518593","1097845","7135655","307199","7442854","2535387","5681855","287957","5969812","2142892","1673567","3041373","4714940","2431374","0","2431374","2850937","305608","3156545","48548324","9028029","57576353","13369960","","13369960","","","","","","","61918284","9028029","70946313","29214292","5376258","","2386589","36977139","1870737","460618","350989","","","","","B"
"229267","16349465","52254","16401719","12119268","0","722291","722291","333226","1150206","0","1150206","126427","4581335","1164722","5746057","3000299","4024020","27776","4051796","1886380","6148472","87311","6235783","3404100","2884488","565000","3449488","1426755","2138242","5154550","7292792","760766","0","760766","3319293","228914","3548207","41356287","8002818","49359105","7856333","0","7856333","","","","","","","49212620","8002818","57215438","22296455","4678369","","","26974824","2582418","1291213","","","","","","B"
"229300","146182465","4089366","150271831","89874370","6076739","38046960","44123699","20269644","4283912","698958","4982870","2973904","12694156","223946","12918102","7709227","1229914","90999","1320913","931513","24922696","2033017","26955713","18624200","16388670","0","16388670","3026134","1004653","665857","1670510","581500","0","581500","1077003","0","1077003","214441708","45849103","260290811","5823742","0","5823742","29823614","0","29823614","0","0","0","250089064","45849103","295938167","143408992","9420270","","16983087","169812349","2057719","1547238","150000","","","","","B"
"229319","6578894","0","6578894","5349349","0","0","0","0","20313","0","20313","5764","1737953","0","1737953","1158967","1193166","0","1193166","718366","2512126","214373","2726499","705267","1482174","1354511","2836685","678404","0","3455653","3455653","","","","","","","13524626","5024537","18549163","1351589","0","1351589","","","","0","0","0","14876215","5024537","19900752","8616117","1139167","","","9755284","187155","","","","","","","B"
"229328","2708675","109906","2818581","2194270","25334","26228","51562","40386","160334","288406","448740","224729","1037977","117465","1155442","754800","397307","114225","511532","303079","630655","21663","652318","475900","864316","0","864316","429846","8076","780140","788216","0","0","0","0","0","0","5832674","1458033","7290707","625299","","625299","0","0","0","0","0","0","6457973","1458033","7916006","4423010","378844","","106686","4908540","83335","","","0","0","0","0","B"
"229337","55513666","599070","56112736","41130750","2136228","3264720","5400948","2578856","1752751","11216475","12969226","5790219","38068810","9895060","47963870","18724526","1908236","102","1908338","1032465","5618047","23452","5641499","3516510","9039872","0","9039872","1669182","543686","337635","881321","2827356","0","2827356","-316988","858252","541264","117091664","26194766","143286430","123278","0","123278","0","0","0","","","","117214942","26194766","143409708","74442508","14628337","0","2784647","91855492","2230407","0","5000","0","0","0","0","B"
"229355","9619550","716075","10335625","8308725","","","","","","","","","1694870","33065","1727935","1111969","1557522","62557","1620079","1116759","5187524","","5187524","1131858","2761001","","2761001","1262086","","2608950","2608950","1300000","","1300000","","","","22120467","3420647","25541114","3288655","","3288655","","","","","","","25409122","3420647","28829769","12931397","1940162","925000","","15796559","893020","","","","","","","B"
"229504","2173670","493547","2667217","2050530","0","0","0","0","187153","111210","298363","214727","649392","13511","662903","509317","600507","29732","630239","482281","1331557","34926","1366483","534342","1105326","0","1105326","276428","0","480548","480548","156365","0","156365","0","0","0","6203970","1163474","7367444","537737","0","537737","0","0","0","0","0","0","6741707","1163474","7905181","4067625","486421","0","0","4554046","164875","0","0","0","","","0","B"
"229540","5044859","220552","5265411","4670700","","","","","13505","","13505","6153","683001","7568","690569","481796","571072","24629","595701","401786","2078513","","2078513","490558","1328757","","1328757","396491","25220","614671","639891","22220","202063","224283","0","0","0","9767147","1069483","10836630","1117360","","1117360","","","","","","","10884507","1069483","11953990","6447484","1171337","","","7618821","503999","","","","","","","B"
"229780","3514003","78921","3592924","3365192","0","0","0","0","247328","1780","249108","98037","219113","1273","220386","145548","674772","0","674772","343028","2917832","40838","2958670","665354","1169245","66677","1235922","49315","1047937","1519666","2567603","0","0","0","-102111","98971","-3140","9688119","1808126","11496245","1175374","17501","1192875","0","0","0","0","0","0","10863493","1825627","12689120","4666474","983569","0","0","5650043","220386","","543036","","","","","B"
"229799","2259689","63442","2323131","1913719","42944","0","42944","36009","2764","0","2764","0","393055","35654","428709","281925","386207","21744","407951","356670","1196685","2082","1198767","339388","761872","175","762047","283139","126061","408836","534897","","","","","","","5169277","531933","5701210","773421","537","773958","","","","","","","5942698","532470","6475168","3210850","429652","","","3640502","199317","","","","","","","B"
"229814","11815298","146905","11962203","8195977","354113","332495","686608","335529","54027","197723","251750","86984","3098227","986631","4084858","1809807","1277409","169153","1446562","803705","3175498","44748","3220246","1126287","3998818","","3998818","1467302","1284406","2403965","3688371","1941261","","1941261","-185356","-271573","-456929","26813701","4010047","30823748","4853325","","4853325","0","0","0","0","0","0","31667026","4010047","35677073","13825591","4027431","0","0","17853022","952383","","1647344","","","","","B"
"229832","1949072","","1949072","1596349","10719","","10719","8799","382695","34992","417687","249206","433664","","433664","346649","308022","","308022","243002","781806","","781806","309168","1100352","","1100352","462564","69472","400031","469503","0","69037","69037","115757","","115757","5151559","504060","5655619","967757","","967757","","","","","","","6119316","504060","6623376","3215737","420343","","","3636080","160591","","","","","","","B"
"229841","4874198","1017975","5892173","5103363","0","0","0","0","389779","603819","993598","645019","429691","0","429691","269342","556020","0","556020","131383","2832034","269478","3101512","813685","1303134","363105","1666239","521994","267675","1269051","1536726","0","0","0","0","0","0","10652531","3523428","14175959","343428","0","343428","0","0","0","0","0","0","10995959","3523428","14519387","7484786","1671140","","","9155926","429691","0","0","0","0","0","0","B"
"229887","702719","36829","739548","621337","0","0","0","0","44839","394468","439307","277831","85960","364484","450444","225180","454666","0","454666","308843","1263414","18105","1281519","412597","333138","0","333138","139842","246491","1057173","1303664","115198","0","115198","0","0","0","3246425","1871059","5117484","440372","0","440372","0","0","0","0","0","0","3686797","1871059","5557856","1985630","296502","","","2282132","76806","","","","","","","B"
"230038","113519512","9729934","123249446","79766377","672063","751761","1423824","613649","1093711","92699","1186410","118150","7536784","747577","8284361","3230132","18626957","705204","19332161","8645598","10909255","863783","11773038","6149801","7544880","83370","7628250","2967944","12348647","26787499","39136146","453115","104498","557613","-327793","0","-327793","172377131","39866325","212243456","48865029","836785","49701814","0","0","0","0","0","0","221242160","40703110","261945270","101491651","34330810","0","0","135822461","5356612","1986782","777611","0","0","0","0","B"
"230047","","1500000","1500000","1054500","794","6293","7087","3054","3665","3769","7434","2907","67095","8039","75134","35463","111459","5990","117449","59194","183836","8060","191896","80788","104129","3442","107571","41953","381421","357179","738600","22126","1018","23144","34682","2570","37252","909207","1896360","2805567","184445","3764","188209","0","0","0","5975","249","6224","1099627","1900373","3000000","1277859","279421","581","15251","1573112","33264","","","","","","","B"
"230092","3710954","986752","4697706","2549656","","","0","","21346","27154","48500","3038","727164","144986","872150","472547","880715","1113437","1994152","1106930","1567493","243324","1810817","879863","1055768","23104","1078872","354509","342470","1489418","1831888","","","0","356435","64302","420737","8662345","4092477","12754822","1889692","","1889692","","","0","","","0","10552037","4092477","14644514","5366543","1771784","","","7138327","255318","","170636","","","","","B"
"230171","4600241","611146","5211387","2964870","","","0","","142060","320363","462423","122395","653501","310444","963945","408166","1148482","246827","1395309","563886","1394764","139902","1534666","794578","1680580","6170","1686750","579259","402755","1727228","2129983","60831","0","60831","-5054","42139","37085","10078160","3404219","13482379","2410731","0","2410731","","","0","","","0","12488891","3404219","15893110","5433154","1834332","","","7267486","218317","26147","0","","","","","B"
"230384","732019","0","732019","546611","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","505256","0","505256","254184","494547","0","494547","0","0","0","0","0","0","0","0","0","0","1731822","0","1731822","0","0","0","0","0","0","0","0","0","1731822","0","1731822","800795","216215","0","0","1017010","0","0","0","0","0","0","0","B"
"230418","911617","2581","914198","694830","0","0","0","0","0","0","0","0","25919","7190","33109","23715","300926","0","300926","57482","500339","5177","505516","333704","60282","105648","165930","21938","134809","530241","665050","0","0","0","-137028","-15927","-152955","1796864","634910","2431774","346986","0","346986","0","0","0","0","0","0","2143850","634910","2778760","1131669","267977","0","0","1399646","33109","0","0","","","","","B"
"230597","3483519","356723","3840242","2550770","","10274","10274","2041","96254","219063","315317","158668","835649","274759","1110408","534982","1452767","100095","1552862","758061","2119606","8454","2128060","748060","1453848","7122","1460970","539835","139061","984724","1123785","","","","1633","2468","4101","9582337","1963682","11546019","1369950","0","1369950","","","","","","","10952287","1963682","12915969","5292417","1986890","","88664","7367971","424000","191460","0","","","","","B"
"230603","7877792","339440","8217232","5022435","","","","","2123215","1413003","3536218","1298601","1863230","444078","2307308","641729","2044514","89400","2133914","901443","2671372","27077","2698449","1110312","2398617","42797","2441414","878108","651613","3119745","3771358","146519","14602","161121","-16875","","-16875","19759997","5490142","25250139","4101281","37061","4138342","","","","","","","23861278","5527203","29388481","9852628","3204070","","","13056698","636388","342850","419064","","","","","B"
"230621","0","230763","230763","221222","","","","","","","","","0","31696","31696","0","0","449099","449099","420371","","","","","0","178538","178538","0","0","6500","6500","","","","","","","0","896596","896596","","","","","","","","","","0","896596","896596","641593","38269","","","679862","1500","","","","","","","B"
"230630","208734","0","208734","177329","0","0","0","0","0","0","0","0","68055","0","68055","57413","78528","0","78528","64563","0","0","0","0","167315","0","167315","167315","0","301177","301177","0","0","0","0","0","0","522632","301177","823809","54505","0","54505","0","0","0","0","0","0","577137","301177","878314","466620","56012","0","0","522632","727","0","0","0","0","0","0","B"
"230728","37823342","12470710","50294052","30558849","4883517","70266140","75149657","23817906","1240155","14133730","15373885","8000930","11747862","880653","12628515","5366940","3438617","1641194","5079811","2431860","7464482","4031406","11495888","4886451","9818961","41455","9860416","4204292","3235261","10885545","14120806","456593","","456593","","","0","80108790","114350833","194459623","18199347","81614","18280961","","","0","","","0","98308137","114432447","212740584","79267228","25232329","","","104499557","3386597","969137","-1718187","","","","","B"
"230737","12694339","801386","13495725","9098164","","","","","","","","","2692945","35142","2728087","1262917","2343690","436627","2780317","1585382","4658675","115454","4774129","2252712","3157322","","3157322","1212581","399756","3888316","4288072","","","","23609","21317","44926","25970336","5298242","31268578","3728015","","3728015","","","","","","","29698351","5298242","34996593","15411756","5095977","","","20507733","396177","144895","62044","","","","","B"
"230746","16753915","2643382","19397297","12297510","0","0","0","0","0","0","0","0","1857761","387317","2245078","1016538","3087379","1593222","4680601","2397565","5551301","796138","6347439","3011194","3938326","242531","4180857","1665343","577494","5371021","5948515","121051","0","121051","919556","-213891","705665","32806783","10819720","43626503","5452906","0","5452906","0","0","0","0","0","0","38259689","10819720","49079409","20388150","6438803","","","26826953","490360","","135186","","","","","B"
"230764","89999620","23986824","113986444","62669698","8780061","63656844","72436905","29616803","58669321","22441764","81111085","29365305","26183942","4519391","30703333","13095895","9684311","309800","9994111","3740822","19584841","2435727","22020568","15236404","17703073","2912859","20615932","6370623","3259306","12223349","15482655","1570845","0","1570845","6158470","4458042","10616512","241593790","136944600","378538390","40544758","778686","41323444","175004114","238259","175242373","","","","457142662","137961545","595104207","160095550","79044641","0","0","239140191","10702042","3724781","-737044","6801349","","","1896148","B"
"230782","28438299","3262085","31700384","20024113","0","343674","343674","142245","392107","1017865","1409972","501817","5065564","820183","5885747","2909867","4437624","824013","5261637","2211602","7007309","353531","7360840","3988784","7634639","91","7634730","3017236","1110540","7011048","8121588","0","0","0","2296587","-769403","1527184","56382669","12863087","69245756","9838031","0","9838031","0","0","0","0","0","0","66220700","12863087","79083787","32795664","10960931","0","0","43756595","1989092","","317367","","","","","B"
"230807","3146972","314617","3461589","2683087","","","","","10776","26514","37290","8712","934223","37633","971856","433562","1311660","83089","1394749","640221","2019479","38896","2058375","959196","1109709","15006","1124715","223308","929258","1404783","2334041","98107","0","98107","553480","56115","609595","10113664","1976653","12090317","309330","10247","319577","","","","","","","10422994","1986900","12409894","4948086","1205283","","","6153369","199233","70240","","","","","","B"
"230816","3817979","195038","4013017","2929275","","","","","","","","","895763","0","895763","388197","1135817","0","1135817","608671","3571505","0","3571505","1500924","982772","0","982772","695987","2644072","466660","3110732","327000","0","327000","","","","13374908","661698","14036606","1642479","0","1642479","","","","","","","15017387","661698","15679085","6123054","351317","","1194036","7668407","349628","","","","","","","B"
"230825","151290","0","151290","151290","","","","","","","","","168371","0","168371","0","152750","296356","449106","0","256235","0","256235","0","47477","0","47477","0","18392","426064","444456","37415","0","37415","16251","-7756","8495","848181","714664","1562845","","","","","","","","","","848181","714664","1562845","151290","","","","151290","3017","","","","","","","B"
"230834","5423714","127186","5550900","3778805","0","0","0","0","18790","0","18790","0","827192","93552","920744","432533","817274","53086","870360","385533","1955151","0","1955151","796672","1164035","0","1164035","318208","233825","830189","1064014","172205","0","172205","-31441","287016","255575","10580745","1391029","11971774","3480174","0","3480174","0","0","0","0","0","0","14060919","1391029","15451948","5711751","1865483","0","0","7577234","516396","364889","267823","","","","","B"
"230852","2805029","126941","2931970","2442614","0","0","0","0","0","0","0","0","606530","13690","620220","420098","1755916","24691","1780607","922969","3714485","175182","3889667","932559","1496309","36734","1533043","204139","559273","1049821","1609094","413916","750000","1163916","190688","0","190688","11542146","2177059","13719205","2549567","26788","2576355","","","","","","","14091713","2203847","16295560","4922379","1400315","","","6322694","196102","420015","","","","","","B"
"230861","1512537","78780","1591317","49320","0","0","0","0","1555","144657","146212","52921","2513753","187763","2701516","1363755","79510","188972","268482","101766","1027844","0","1027844","480710","0","0","0","0","115050","1189913","1304963","0","0","0","124059","27327","151386","5374308","1817412","7191720","351623","0","351623","0","0","0","0","0","0","5725931","1817412","7543343","2048472","819555","0","0","2868027","117238","0","17442","","","","","B"
"230889","638914","0","638914","526448","","","","","20148","2886","23034","12367","393569","1978","395547","306641","492744","61843","554587","257466","805645","9437","815082","334626","333926","6523","340449","104653","343319","257548","600867","97437","3467","100904","92876","6763","99639","3218578","350445","3569023","332637","0","332637","","","","","","","3551215","350445","3901660","1542201","253062","0","0","1795263","20850","0","0","","","","","B"
"230898","1332279","0","1332279","1192464","0","0","0","0","0","0","0","0","252480","0","252480","185128","937990","0","937990","491356","1028365","0","1028365","609543","876812","0","876812","351517","492193","416773","908966","393373","40667","434040","209576","17491","227067","5523068","474931","5997999","1208166","0","1208166","0","0","0","0","0","0","6731234","474931","7206165","2830008","876423","0","0","3706431","191443","","","","","","","B"
"230913","4180407","136954","4317361","2986499","0","212596","212596","77798","499491","243177","742668","239241","1055735","19700","1075435","653288","936418","15511","951929","468611","2233172","0","2233172","1041966","880427","0","880427","314582","325145","868952","1194097","156964","0","156964","-68661","390636","321975","10199098","1887526","12086624","3034577","0","3034577","0","0","0","0","0","0","13233675","1887526","15121201","5781985","1832670","0","0","7614655","397116","362932","125822","0","0","0","0","B"
"230931","3453171","37285","3490456","2507231","","","","","96681","202379","299060","127470","928981","107372","1036353","522110","705955","2985","708940","417549","1490560","567","1491127","686818","937840","","937840","305978","728528","1103519","1832047","163099","","163099","89933","7271","97204","8594748","1461378","10056126","2254142","","2254142","","","","","","","10848890","1461378","12310268","4567156","1429731","","","5996887","446680","269586","230184","","","","","B"
"230940","1108199","45771","1153970","821715","","","","","","","","","109678","552","110230","52836","493013","2334","495347","268320","822978","2504","825482","399586","401790","","401790","97924","1137025","375217","1512242","183812","","183812","143639","39752","183391","4400134","466130","4866264","768262","","768262","","","","","","","5168396","466130","5634526","1640381","382173","","","2022554","","","","","","","","B"
"230959","15477000","3102000","18579000","12252000","257000","356000","613000","13000","0","0","0","0","5848000","1511000","7359000","2961000","5331000","198000","5529000","3088000","8220000","149000","8369000","3607000","3394000","94000","3488000","310000","6352000","3052000","9404000","3402000","0","3402000","0","0","0","48281000","8462000","56743000","13817000","60000","13877000","0","0","0","0","0","0","62098000","8522000","70620000","22231000","6178000","0","0","28409000","1446000","","","0","0","0","0","B"
"230995","11101326","433997","11535323","8590846","0","297759","297759","160881","0","0","0","0","1935199","335290","2270489","1469145","3200995","70625","3271620","1195270","3204068","393823","3597891","1648228","2209976","190015","2399991","1458826","4147250","1129680","5276930","1000070","0","1000070","247322","-660562","-413240","27046206","2190627","29236833","5595542","410928","6006470","0","0","0","0","0","0","32641748","2601555","35243303","14523196","3368643","0","0","17891839","730734","0","0","","","","","B"
"231059","9115700","1112036","10227736","6583616","0","551019","551019","0","","","","","856904","174850","1031754","543568","2527961","297053","2825014","1416906","5633117","156942","5790059","2858542","2320921","71814","2392735","1101762","2814545","739298","3553843","407074","0","407074","2699271","465","2699736","26375493","3103477","29478970","5281785","0","5281785","","","","","","","31657278","3103477","34760755","12504394","3752511","","","16256905","875620","507755","","","","","","B"
"231068","17087865","24990208","42078073","3504263","","","","","","","","","1238037","","1238037","931932","874606","","874606","169999","4470558","","4470558","1944922","505600","","505600","222201","203321","391763","595084","224920","","224920","665674","72179","737853","25270581","25454150","50724731","574024","","574024","","","","","","","25844605","25454150","51298755","6773317","938091","","","7711408","","","","","","","","B"
"231077","529554","74033","603587","419195","0","0","0","0","0","0","0","0","108639","0","108639","73411","427067","28594","455661","245072","350708","0","350708","196171","312424","0","312424","23489","177844","335830","513674","116422","0","116422","0","0","0","2022658","438457","2461115","600835","0","600835","0","0","0","0","0","0","2623493","438457","3061950","957338","202738","0","0","1160076","43529","20273","-27404","","","","","B"
"231086","975348","99028","1074376","793431","","","","","","","","","118280","13830","132110","81219","759222","370691","1129913","662264","545969","33201","579170","371615","758427","18154","776581","256083","567577","357977","925554","19775","0","19775","","","","3744598","892881","4637479","889179","19578","908757","","","","","","","4633777","912459","5546236","2164612","394408","","0","2559020","118280","","","","","","","B"
"231095","312858","4596","317454","205125","0","0","0","0","0","0","0","0","12575","0","12575","8000","139781","700","140481","57184","300816","3674","304490","112568","143496","75","143571","40705","171598","86086","257684","86019","0","86019","-2529","12549","10020","1164614","107680","1272294","244787","0","244787","0","0","0","0","0","0","1409401","107680","1517081","423582","74204","0","","497786","12575","0","0","0","0","0","0","B"
"231110","2222080","98966","2321046","1767708","0","23638","23638","4218","0","1418103","1418103","559952","597299","26429","623728","406822","1274732","33724","1308456","689582","1855340","24400","1879740","1026198","710314","0","710314","225684","611845","1056077","1667922","44504","0","44504","133637","-19965","113672","7449751","2661372","10111123","1804240","6128","1810368","","","","","","","9253991","2667500","11921491","4680164","855180","","","5535344","249096","375951","","","","","","B"
"231147","750360","0","750360","750360","0","690800","690800","307261","","","","","853972","0","853972","335003","","","","","945581","0","945581","622445","465701","0","465701","33397","46375","88438","134813","183024","0","183024","","","","3245013","779238","4024251","","","","","","","291548","0","291548","3536561","779238","4315799","2048466","318537","0","0","2367003","302427","","","","","","","B"
"231165","3949094","58059","4007153","2832331","","","","","198919","656","199575","21635","1046027","241846","1287873","518794","389797","99030","488827","286154","1220061","","1220061","603472","726224","","726224","235519","168087","532311","700398","65189","","65189","744333","3957","748290","8507731","935859","9443590","2853531","","2853531","","","","","","","11361262","935859","12297121","4497905","1385597","","","5883502","296477","295913","323572","","","","","B"
"231174","54887000","7593000","62480000","39378000","3931000","29088000","33019000","17740000","5404000","13634000","19038000","10859000","16275000","637000","16912000","8856000","7707000","917000","8624000","4630000","19678000","878000","20556000","13878000","15651000","438000","16089000","4893000","9268000","5363000","14631000","2287000","36000","2323000","3637000","124000","3761000","138725000","58708000","197433000","24790000","435000","25225000","0","0","0","0","0","0","163515000","59143000","222658000","100234000","25298000","0","0","125532000","6077000","3905000","0","0","0","0","0","B"
"231420","3918717","90731","4009448","2629606","","","","","","","","","330860","66289","397149","183251","903891","33630","937521","376331","1778339","23675","1802014","684277","471428","0","471428","0","315038","1268286","1583324","253615","0","253615","193753","0","193753","8165641","1482611","9648252","1623474","21882","1645356","","","","","","","9789115","1504493","11293608","3873465","597942","","","4471407","341564","","","","","","","B"
"231536","2761738","156026","2917764","2060676","","","","","3715","0","3715","2303","694642","0","694642","411519","367323","12574","379897","283438","1236327","0","1236327","584159","425298","0","425298","88540","5495","297177","302672","","","","8500","0","8500","5503038","465777","5968815","","","","","","","","","","5503038","465777","5968815","3430635","851333","","","4281968","201628","","","","","","","B"
"231554","1103424","0","1103424","909212","","","","","","","","","187594","0","187594","118037","447970","0","447970","250363","690408","0","690408","272168","359570","0","359570","359570","429486","0","429486","215057","0","215057","69297","0","69297","3502806","0","3502806","495607","0","495607","","","","","","","3998413","0","3998413","1909350","261355","","","2170705","94995","","","","","","","B"
"231581","3115544","78182","3193726","2225578","","","","","","","","","1020153","65948","1086101","517601","1382001","48384","1430385","532417","1403587","9730","1413317","277647","1357268","12246","1369514","452702","2507081","1346511","3853592","2221","0","2221","802650","0","802650","11590505","1561001","13151506","2576892","22480","2599372","","","","","","","14167397","1583481","15750878","4005945","887513","","","4893458","363549","78000","","","","","","B"
"231624","33615269","2916302","36531571","27076676","2039686","6843596","8883282","5304805","8052","0","8052","6450","10076539","203771","10280310","5158972","3546788","110776","3657564","1894418","8144546","7345","8151891","3848707","4873393","4843","4878236","679360","1573394","1988112","3561506","","","","-638347","-38195","-676542","63239320","12036550","75275870","34427242","11614","34438856","","","","","","","97666562","12048164","109714726","43969388","11951499","","","55920887","4560349","1734055","2300427","","","","","B"
"231651","5595900","95300","5691200","3518600","15000","0","15000","0","580000","20300","600300","77000","2336500","0","2336500","904500","1835900","42400","1878300","700800","1999000","0","1999000","1383700","762200","36300","798500","1000","1710900","309400","2020300","23700","0","23700","","","","14859100","503700","15362800","679900","0","679900","","","","","","","15539000","503700","16042700","6585600","1148500","","3000","7737100","335000","460300","","","","","","B"
"231697","4328175","68413","4396588","3398107","","","","","25924","87205","113129","14391","1000479","0","1000479","704360","555836","60478","616314","466055","1459232","0","1459232","828724","589872","0","589872","244373","4341","516504","520845","","","","","","","7963859","732600","8696459","558723","0","558723","","","","","","","8522582","732600","9255182","5656010","1442270","","","7098280","218161","","","","","","","B"
